SA4_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
111,23,25,74,122,180,322,535,722,511,2522,34,35,47,123,310,899,1396,1207,487,4549,930,5045,5606,4552,4267,3757,2533,1294,875,28864,5,11,31,70,184,294,494,603,486,2166,1237,1624,2342,2432,2772,3445,3014,1939,1444,20242,25946,14246,15255,14256,13066,10291,6486,2854,803,103197,2515,1903,1708,1557,1553,1486,1258,1017,813,13817,32779,23739,26081,24679,24544,24207,21321,13699,6874,197925,66,248,779,1724,4113,8785,12281,9471,4474,41934,6097,4883,5654,5364,4613,4468,4238,2457,844,38613,77,77,265,566,1262,2441,3955,3275,1208,13127,4,3,8,8,48,159,582,1529,1839,4187,114,308,610,1048,2342,4212,5805,4273,1484,20194,136,135,199,383,1199,3092,5549,5459,3024,19166,64,70,130,216,355,665,1104,1325,835,4757,85,72,120,228,655,1622,2671,2301,921,8680,2014,7680,8779,7509,7269,6497,4376,2188,1191,47500,19,27,62,120,344,695,1139,1311,798,4509,3139,2925,3626,3968,4736,6006,5364,3406,2128,35297,51956,30936,32521,29448,26571,20443,12459,5225,1338,210890
112,5,16,37,75,124,178,370,423,367,1599,24,17,32,77,250,719,1169,899,406,3591,580,1973,2082,2334,2528,2608,1789,765,513,15165,8,16,22,32,96,212,358,474,355,1573,655,662,958,1404,1726,2437,2207,1323,874,12242,16294,7835,8608,9465,9708,9273,6660,2588,753,71178,2362,1363,1470,1643,1651,1686,1438,939,626,13178,20889,12406,13768,15886,17437,19609,18152,10352,5112,133610,45,109,362,1008,2439,5948,8842,6237,2979,27966,2869,2048,2265,2849,2915,3205,3267,1713,644,21760,35,56,105,329,827,1909,3260,2292,941,9754,5,3,9,11,27,96,336,932,1118,2545,76,139,205,449,1073,2112,3388,2546,881,10855,77,69,96,225,620,2044,4143,3807,2169,13244,30,37,74,126,228,376,760,843,601,3072,60,32,64,153,468,1423,2359,1729,767,7054,1265,3158,3318,3818,4333,4637,3216,1367,733,25844,15,28,43,63,191,506,865,1031,614,3350,1696,1256,1548,2253,2944,4362,4149,2304,1353,21861,32776,16644,16984,18509,18821,17782,12895,4924,1325,140651
113,25,22,33,44,86,138,220,253,156,976,15,10,42,68,204,440,588,466,214,2046,355,1618,1708,1437,1438,1259,782,359,241,9195,0,3,11,43,58,137,197,206,163,825,534,530,731,805,925,1085,864,547,422,6447,12033,6497,6527,5682,5166,4553,2707,1256,387,44798,1616,995,911,878,913,917,677,513,273,7697,15679,10344,10532,9656,9828,10327,8377,5247,2630,82634,29,123,326,737,1758,3671,4809,3488,1667,16603,3036,2367,2302,2152,2022,2280,1983,1108,442,17694,32,39,84,183,458,1036,1645,1213,484,5171,0,0,0,8,8,55,167,462,619,1324,57,153,259,456,1031,1931,2385,1546,482,8300,55,57,91,181,434,1166,1939,1792,941,6668,45,50,67,91,152,277,471,483,256,1893,37,28,68,119,340,782,1197,934,381,3887,783,2480,2641,2318,2384,2169,1453,628,335,15204,4,12,29,69,117,291,478,484,285,1765,1342,964,1184,1297,1629,2013,1632,981,611,11652,23987,13953,13757,11701,10631,9208,5367,2377,667,91651
114,12,13,23,40,89,165,325,352,195,1207,14,16,13,48,160,451,788,662,211,2376,350,1362,1432,1459,1613,1743,1261,593,311,10119,3,3,3,30,65,162,265,302,180,1012,409,468,668,861,1128,1615,1607,916,483,8154,10306,4640,4839,4815,5268,5369,4329,1814,452,41831,1214,712,627,729,792,820,761,585,367,6612,12945,7507,7959,8491,9950,12218,12803,7696,3084,82652,34,70,318,719,1812,4481,7224,5457,2127,22252,1867,1364,1479,1636,1736,2075,2329,1295,390,14169,15,33,86,197,504,1260,2387,1934,617,7044,4,0,3,4,20,56,237,641,720,1689,50,98,175,364,818,1924,3156,2252,670,9505,42,28,72,131,418,1339,2852,2791,1283,8962,31,28,47,66,168,339,706,729,340,2450,46,27,43,98,287,911,1519,1349,413,4687,738,2196,2288,2376,2665,2930,2225,1053,446,16927,9,7,24,46,128,337,612,730,325,2220,1037,882,1081,1389,1876,2799,2861,1693,781,14411,20566,10199,10081,9885,10649,10536,8358,3636,855,84769
115,17,30,31,61,90,110,177,186,133,835,16,12,15,41,86,191,375,389,194,1316,306,1822,1303,1389,1445,1061,701,416,305,8754,8,4,10,21,49,92,170,221,152,718,759,858,918,1363,1681,1816,1749,969,596,10703,22684,11919,9689,15365,12931,8815,5183,1839,429,88848,1169,802,691,924,997,792,588,424,385,6773,25970,16158,13262,20478,19361,15821,12529,6844,3031,133452,44,99,227,771,1806,3480,4994,4013,1736,17168,2886,2541,1857,2412,2402,1849,1632,905,348,16831,47,72,107,352,842,1400,2004,1557,541,6923,0,0,0,3,13,51,206,596,766,1637,65,157,200,760,1528,2664,3356,2193,623,11549,87,72,76,197,617,1538,2832,2497,1228,9151,53,53,55,122,166,262,412,461,253,1831,37,30,33,70,156,408,735,798,354,2612,719,2797,2098,2214,2378,1813,1203,660,430,14310,10,12,19,37,110,229,462,493,298,1668,1885,1640,1467,2307,2868,3251,3118,1683,922,19138,46101,25713,19404,29772,25735,17451,9850,3563,782,178373
116,39,23,65,148,184,249,388,332,171,1602,20,20,34,115,314,611,726,546,174,2562,592,2511,2705,2429,2372,1902,1070,532,362,14481,8,10,25,74,139,202,324,307,163,1235,1222,1097,1703,2277,2453,2687,2089,1158,755,15449,36813,17513,22411,24116,13578,8583,4570,1335,347,129268,3686,1973,2434,2397,1781,1314,897,506,374,15360,44396,24437,30936,33939,23818,19385,14331,6732,2825,200796,62,189,651,1553,3365,5706,6748,4295,1541,24129,5649,4390,4167,4346,3579,3018,2364,1172,340,29022,76,87,179,445,906,1579,1973,1263,386,6891,6,10,6,15,34,113,292,725,733,1930,124,300,783,2557,4103,6227,6426,3168,775,24469,143,126,204,548,1227,2596,3696,2615,1019,12168,92,60,122,264,368,566,811,679,290,3259,65,55,72,212,549,1092,1439,1067,324,4872,1322,3950,4324,3944,3931,3183,1836,889,470,23850,16,22,48,127,277,512,796,667,271,2736,3120,2242,2771,3960,4301,4762,3769,1927,1080,27936,74108,37190,44171,49244,28430,17222,8711,2662,592,262344
117,15,21,69,60,105,121,172,171,96,831,11,17,59,53,118,284,410,281,117,1349,219,2903,5634,2884,1948,1477,824,433,207,16526,0,11,21,30,65,88,162,182,135,691,382,1045,2819,1997,1690,1695,1490,906,487,12511,13585,14485,33255,18956,10877,7045,3956,1512,384,104053,1172,1907,3797,2242,1428,1143,806,515,308,13318,15906,20956,47083,27536,17654,13720,10069,5599,2319,160855,21,135,698,1008,1846,3160,3803,2884,1200,14760,1527,2831,6532,4339,2725,2059,1416,736,241,22412,22,64,332,525,867,1368,1646,1146,355,6321,4,3,12,11,38,65,204,541,609,1479,29,129,450,704,1227,1962,2437,1696,518,9153,35,70,189,263,642,1369,2056,1672,818,7108,22,39,139,130,234,322,435,400,212,1941,22,33,109,143,286,665,851,597,228,2934,487,4178,9063,5297,3913,2974,1587,693,292,28485,10,12,44,91,151,297,429,419,249,1707,1007,1690,4596,3808,3601,3596,2856,1592,722,23467,27557,29846,70183,41698,23846,15031,7786,2937,728,219617
118,9,21,32,39,62,91,147,209,154,771,16,19,30,40,86,194,356,414,189,1348,242,1680,2430,1623,1365,1023,700,506,305,9879,6,3,11,19,39,80,162,239,162,712,463,765,1249,1208,1330,1422,1422,1071,764,9685,16703,9913,19208,14650,11749,7852,4887,2305,696,87954,1237,983,1911,1376,1086,825,763,633,597,9417,19366,13873,26110,20161,17203,13531,11143,7608,3937,132925,45,112,367,675,1368,2671,3930,3666,1871,14704,1790,1871,3266,2571,2133,1716,1367,910,325,15948,54,51,170,377,783,1288,1870,1529,632,6754,0,7,5,7,14,45,192,685,987,1944,57,104,227,299,689,1292,2036,1718,697,7120,33,48,94,160,457,1148,2096,2254,1362,7655,32,31,58,85,141,208,396,484,309,1756,33,36,41,73,157,370,662,723,336,2442,455,2434,3620,2716,2327,1801,1196,773,431,15754,3,6,23,38,101,211,401,505,331,1623,1124,1283,1922,1943,2291,2534,2547,1807,1110,16560,33578,20305,37066,29060,22919,15389,8968,4142,1218,172655
119,37,39,78,122,226,341,516,548,407,2311,18,20,51,92,229,574,817,801,439,3041,417,2441,3013,2637,2986,2799,1823,1330,907,18343,9,14,18,61,144,290,452,601,424,2020,1084,1435,2225,2639,3444,4414,3904,2705,1853,23697,44558,27940,36199,30654,24730,18475,10018,4006,1290,197871,4336,2893,3793,3332,2975,2430,1851,1398,1404,24416,52381,36325,47150,42063,38231,34976,26123,16253,8748,302256,69,209,708,1549,3902,7662,10015,8750,4694,37550,5422,4730,4805,4456,3918,3595,2963,1860,812,32567,92,112,285,622,1386,2672,3598,2895,1298,12959,0,4,17,17,53,181,581,1614,2225,4688,117,292,703,1967,3737,7426,8591,5870,2286,30983,150,137,266,515,1372,3567,5525,5288,3177,19996,97,68,151,264,501,812,1201,1217,776,5093,58,56,102,192,441,1144,1724,1721,827,6254,951,3808,4849,4527,5061,4702,3059,2018,1283,30259,18,27,41,113,302,718,1176,1359,810,4567,3060,2770,3814,4666,5989,8014,7000,4620,2873,42804,90203,59437,75156,62252,48896,36661,19426,7969,2448,402447
120,10,21,38,59,86,134,204,218,182,942,15,15,28,42,104,239,435,364,209,1448,266,1980,3097,2052,1781,1415,994,636,452,12674,4,4,17,32,61,100,169,265,208,869,563,816,1770,1614,1793,2106,1920,1351,943,12884,19493,12783,20826,16809,13724,9734,5449,2098,602,101512,1281,1101,1848,1391,1178,1069,823,610,648,9948,22457,17287,28468,23329,20621,17472,13388,7911,4314,155251,35,105,428,765,1779,3390,4978,4065,2346,17891,2083,2204,3491,3271,2535,2013,1569,900,392,18472,48,54,210,405,847,1502,2056,1511,628,7247,0,0,0,9,21,51,217,781,1143,2223,49,118,330,689,1246,2398,3116,2512,1024,11482,54,74,130,229,563,1430,2588,2458,1549,9080,32,44,78,127,189,299,478,460,342,2040,28,31,62,83,197,472,854,740,408,2864,555,2963,4788,3456,3069,2429,1654,979,633,20517,6,9,26,52,136,252,465,575,394,1924,1463,1432,2825,2770,3116,3702,3352,2253,1412,22332,38863,27217,42986,33865,26362,18750,10014,3951,1122,203131
121,17,16,40,97,111,175,191,254,239,1142,23,24,24,53,129,241,558,716,377,2146,530,3208,3041,2568,2344,1659,1112,730,552,15738,3,16,6,34,94,126,249,353,348,1218,1025,1266,1802,2204,2552,2766,2857,1851,1296,17613,32088,15906,20005,26335,21860,14858,9169,4040,1138,145396,1607,1063,1382,1605,1520,1258,1049,837,816,11133,36658,22369,27367,34905,31561,24998,20501,13075,6727,218159,50,151,433,1005,2305,4396,6782,6414,3446,24976,4047,3569,3955,4319,4088,3208,2580,1594,737,28092,53,94,208,618,1333,2330,3349,2944,1300,12227,3,0,9,8,22,77,272,990,1552,2930,78,183,294,894,1582,2569,3537,2775,1087,12997,78,71,123,279,878,2051,3881,4261,2612,14234,50,43,94,183,227,403,532,628,452,2620,53,44,75,116,266,462,1034,1269,650,3960,1044,4788,4750,4213,4018,2873,1909,1150,755,25506,9,16,18,60,190,339,611,823,644,2714,2501,2342,2844,3736,4469,4982,4958,3282,1994,31107,64872,34073,38938,50339,41897,28512,16707,7391,2001,284739
122,12,19,23,35,77,84,120,194,160,721,14,12,4,29,88,187,431,534,293,1593,293,1934,1598,1509,1700,1212,785,589,483,10097,8,8,9,18,47,94,173,303,301,959,604,790,858,1156,1548,1669,1513,1144,817,10101,20375,10154,10678,13389,13770,9422,5438,2601,758,86587,1259,787,855,1014,1164,933,674,555,428,7670,23450,14271,14730,18393,20416,16189,12478,8856,4488,133273,35,88,233,662,1751,3346,4759,4762,2362,17995,2487,2129,2005,2570,2757,2141,1832,1207,498,17624,40,59,142,326,912,1574,2169,2048,895,8173,4,5,4,8,16,60,252,835,1273,2453,60,126,140,330,726,1452,2115,1879,673,7498,56,67,62,149,547,1352,2389,2981,1761,9369,43,39,48,83,165,199,327,480,308,1691,42,31,28,74,171,367,788,989,507,2988,631,2905,2428,2467,2835,2112,1348,970,651,16354,22,14,17,40,130,225,430,691,505,2077,1514,1409,1312,1836,2602,2923,2698,2029,1227,17549,41180,22171,21575,26183,27349,18713,10189,4781,1282,173424
123,33,32,47,105,121,215,322,324,159,1357,26,18,43,100,260,576,837,541,173,2575,602,2385,2795,2565,2372,2014,1186,505,278,14695,0,9,14,56,137,237,305,273,150,1196,1103,988,1545,1913,2068,2296,1881,993,502,13300,26173,12508,14333,14094,10076,7070,3754,1167,280,89457,2725,1479,1568,1608,1313,1043,724,475,332,11269,32321,18385,21584,22092,18520,16676,12655,6088,2361,150682,52,194,690,1625,3314,6189,7453,4481,1510,25499,4763,3610,3778,3734,3109,2774,2353,1033,270,25416,59,74,193,418,848,1628,2226,1382,416,7254,3,9,0,12,23,78,324,665,592,1705,111,242,551,1440,2666,4391,4791,2354,559,17106,124,123,164,368,1016,2274,3400,2415,912,10798,74,67,89,184,272,463,707,609,276,2745,56,41,84,188,428,1006,1543,1058,292,4698,1360,3735,4269,4062,3772,3235,2027,839,366,23659,10,21,27,111,249,485,741,632,263,2543,2890,1982,2467,3154,3521,3945,3349,1707,731,23747,52232,26403,28500,28719,20887,14027,7421,2383,475,181049
124,35,35,79,125,192,266,325,308,170,1528,41,44,53,117,322,677,1021,691,266,3227,735,3271,3898,3385,3236,2609,1559,730,405,19818,9,17,22,65,136,227,321,328,220,1346,1183,1233,1947,2260,2522,2836,2388,1186,640,16179,25889,12605,14287,13896,11416,8725,5186,1829,462,94291,2755,1625,1976,1845,1597,1272,1001,767,610,13438,32387,19825,23583,23316,21640,20075,16218,8333,3395,168767,81,230,791,1744,3651,6641,8495,5302,1908,28848,5071,4019,4691,4581,3918,3522,2889,1337,393,30426,61,91,198,480,978,1991,2799,1777,577,8950,3,7,3,11,33,90,338,725,662,1869,132,247,568,1275,2576,4174,5058,2779,696,17517,125,125,193,409,1092,2543,4216,3186,1311,13188,79,82,143,228,360,542,783,648,266,3125,92,80,118,221,562,1251,1894,1360,450,6019,1638,5173,6026,5421,5320,4329,2679,1173,535,32294,17,23,44,120,250,540,816,740,339,2895,3112,2350,3093,3684,4322,4926,4283,2104,916,28790,51995,27282,29492,28626,23385,17442,9984,3463,788,192461
125,28,28,92,135,170,260,289,328,233,1575,26,10,40,73,203,446,635,583,247,2265,361,2039,2469,2200,2275,2149,1251,759,506,14013,4,7,21,44,110,205,309,362,228,1287,1017,1112,1846,2286,2550,3207,2719,1684,1022,17439,38961,21900,34454,27755,17407,12501,6671,2403,664,162708,4101,2450,3666,3167,2179,1890,1260,852,655,20219,46092,28737,44203,37818,27640,24655,17730,9993,4681,241542,48,143,632,1305,2895,5550,6843,5542,2684,25643,4358,3690,3927,3692,2940,2668,2176,1328,481,25267,66,94,244,509,961,1817,2299,1783,712,8490,0,4,11,13,58,135,371,978,1167,2739,93,220,772,2171,3548,6068,6444,3881,1226,24423,114,111,206,478,1133,2642,3947,3478,1768,13879,85,64,174,305,381,608,734,748,459,3550,56,40,74,145,375,884,1325,1177,520,4602,800,3080,4082,3805,3968,3586,2191,1214,711,23442,12,17,41,108,244,539,777,807,434,2976,2565,2109,3211,4194,4704,5861,4979,2828,1543,31994,78593,47355,72544,59247,35416,24958,12909,4779,1265,337064
126,3,10,28,40,54,85,116,133,127,595,11,10,14,25,51,137,254,272,145,919,192,1300,1338,1018,933,858,508,316,210,6672,4,3,6,17,38,63,110,144,150,522,447,583,819,959,1087,1421,1319,853,516,8005,14724,8358,12972,12575,8885,6823,4129,1493,502,70472,766,570,870,800,613,605,453,386,520,5583,16707,11214,16546,16302,12842,11829,9169,5347,3104,103062,13,70,208,406,1032,2117,3006,2665,1652,11177,1686,1546,1839,1725,1414,1235,1035,655,296,11431,19,33,83,232,557,999,1278,1089,451,4739,0,0,4,5,19,36,127,448,631,1268,24,70,219,528,836,1748,2199,1510,601,7733,46,39,48,150,361,1009,1760,1756,1110,6284,20,20,55,85,119,201,275,321,244,1347,28,25,37,45,103,273,455,512,280,1760,427,1977,2148,1738,1644,1491,874,492,290,11076,3,9,17,31,66,169,283,338,297,1205,1098,1058,1404,1736,1985,2626,2368,1422,833,14529,29523,17724,25506,24789,17228,13027,7707,2728,877,139114
127,45,36,66,146,220,347,395,403,240,1900,29,21,46,81,231,535,588,491,226,2248,427,2010,2252,2166,2412,2603,1370,743,439,14410,5,5,37,80,146,315,401,411,273,1671,1157,1191,1771,2352,3153,4166,3081,1709,958,19544,40130,24134,25954,23848,18748,12951,6661,2072,606,155099,4245,2447,2788,2799,2388,2053,1427,883,646,19685,47918,31449,34723,33649,30558,27535,19273,9680,4287,239063,72,195,665,1608,3848,7387,8301,5727,2332,30140,5304,4573,4229,3674,3181,3059,2389,1263,474,28147,90,83,242,448,1034,1847,2288,1589,551,8177,4,11,25,18,95,199,431,989,1065,2845,141,302,706,1832,4018,7490,7800,4361,1347,27993,158,137,207,508,1384,3265,4312,3371,1527,14870,110,93,124,290,477,796,943,803,436,4069,81,43,86,186,465,1049,1270,1045,448,4669,983,3192,3683,3661,4038,4333,2271,1165,633,23950,17,18,52,148,331,801,1056,976,504,3912,3071,2414,3008,4036,5654,7593,5690,2968,1485,35925,81003,49931,51649,47266,37600,26635,13112,4272,1067,312545
128,11,20,25,50,67,116,195,232,195,911,14,15,24,34,108,226,454,490,256,1618,328,1627,1766,1683,1563,1249,829,568,488,10084,0,0,13,23,61,85,195,288,241,913,647,774,966,1309,1449,1724,1598,1035,935,10435,17385,9195,9265,10632,10382,7779,4543,1903,578,71656,1159,731,723,854,913,751,608,464,422,6624,20400,12946,13419,15792,16341,14482,11762,7471,3973,116581,34,116,323,837,1940,3885,5569,4544,2512,19761,2457,2145,2183,2653,2381,2056,1765,1064,448,17160,50,69,128,361,781,1428,2176,1792,819,7588,3,5,0,8,10,49,231,732,1119,2161,62,144,237,450,941,1883,2514,1893,716,8832,71,45,62,160,518,1440,2741,2717,1721,9484,35,35,51,95,143,255,464,512,368,1963,40,32,42,72,196,437,866,904,467,3061,749,2498,2704,2659,2588,2168,1389,898,657,16312,3,7,23,44,128,227,487,628,447,2004,1678,1422,1556,2025,2424,2961,2832,1746,1345,17986,35142,19670,18765,21140,20735,15245,8637,3576,1007,143911
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5,0,0,0,28
201,13,17,26,51,69,133,193,173,120,801,13,18,33,93,260,472,779,567,227,2460,465,1928,2474,2215,2171,1924,1237,509,294,13213,7,7,10,31,97,167,243,241,166,958,619,758,1132,1149,1481,1663,1422,752,459,9431,11640,5655,5647,5733,5696,4936,3338,1282,359,44301,1427,880,803,795,918,788,728,456,264,7058,15134,9689,10472,10714,11589,11715,10565,5794,2683,88360,39,140,479,970,2231,4116,5817,3966,1631,19395,2776,2273,2629,2593,2435,2354,2175,1138,383,18752,23,43,112,268,623,1300,1979,1402,499,6248,5,9,0,8,22,54,198,463,556,1316,73,142,264,553,1100,1969,2752,1765,566,9174,66,68,119,184,604,1476,2679,2261,1104,8555,40,30,48,93,141,251,431,360,211,1611,31,41,74,159,454,887,1521,1139,415,4705,1057,3007,3843,3515,3603,3271,2151,881,399,21724,15,16,26,64,189,364,603,570,298,2143,1539,1351,1720,1890,2491,2936,2535,1360,674,16516,23275,12314,12155,11667,11527,9774,6511,2464,630,90318
202,18,24,18,38,93,139,209,236,142,921,21,23,29,63,160,410,590,450,166,1915,436,1849,2305,2023,2055,1864,1150,529,330,12545,3,9,23,33,70,135,218,221,153,876,588,665,953,1102,1351,1498,1409,745,554,8866,11411,5421,5528,5682,5532,4864,3222,1215,362,43244,1340,783,793,817,875,912,691,554,422,7191,14568,9105,10042,10366,11001,11669,10256,5773,2731,85505,43,118,377,895,2032,4333,5860,4108,1696,19465,2334,1914,2342,2259,2133,2317,2086,1144,361,16898,32,41,82,225,548,1198,1943,1528,523,6125,6,0,11,8,24,57,201,429,614,1349,53,107,244,461,950,1711,2479,1567,527,8107,62,47,97,175,455,1299,2447,2171,1152,7904,46,40,52,78,158,278,457,480,263,1847,38,34,59,120,289,764,1158,905,327,3697,907,2829,3507,3244,3404,3093,1992,875,464,20318,16,18,34,60,131,307,527,509,294,1896,1435,1172,1512,1774,2270,2662,2515,1285,806,15443,22972,11682,11493,11469,11231,9555,6375,2407,638,87820
203,24,26,70,103,148,242,376,371,293,1657,36,16,48,87,249,628,939,789,392,3182,831,3405,4136,3582,3249,2810,1829,915,813,21574,10,11,26,58,151,209,360,424,320,1565,1023,1239,1874,2048,2252,2783,2534,1409,1142,16302,23059,11477,13374,13037,11691,9519,6561,2564,642,91920,2287,1464,1377,1449,1418,1264,1145,781,451,11636,28739,18552,21875,21868,21052,20642,18439,10533,4886,166585,52,198,619,1298,3007,6140,8748,6327,2842,29235,4521,3973,4644,4742,3996,3672,3524,1817,637,31529,52,87,175,459,1004,2059,3296,2348,906,10395,0,5,10,15,27,96,396,1034,1330,2915,86,234,456,840,1814,3130,4379,2900,1020,14853,106,86,149,274,868,2292,4233,3721,2051,13774,59,62,116,175,269,455,760,748,475,3115,70,35,82,166,440,1116,1807,1484,693,5895,1727,5189,6277,5752,5369,4636,3133,1500,1110,34683,22,24,50,100,286,512,936,951,571,3457,2572,2298,2915,3219,3755,4661,4399,2447,1632,27898,46512,25008,28380,26129,23385,18477,12516,4839,1203,186448
