SA4_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
297,14,5,0,3,25,111,0,158,0,0,0,0,4,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,15,3,89,389,0,565
301,5703,11025,5003,2690,5441,898,41,30795,3185,6988,4838,3365,6208,948,68,25596,1677,3081,2251,1706,4449,979,19,14162,590,753,383,257,2335,1033,12,5352,41546,58615,26652,16829,41194,7994,254,193086
302,4512,8334,3633,1918,4630,817,91,23936,2367,5136,3262,2073,4719,789,73,18424,1354,2604,1668,1253,3847,812,20,11566,672,810,392,296,2691,845,13,5717,40008,56893,23072,13970,41076,8347,406,183779
303,6364,12414,5609,3206,7585,1374,209,36751,3599,7245,4890,3095,7082,1086,189,27191,1837,3330,2293,1614,5271,942,37,15326,736,946,450,295,3516,642,4,6582,65931,86540,35604,22665,77047,13505,958,302242
304,3374,7825,3593,1742,2401,383,71,19388,2148,5185,3496,2031,2760,361,81,16055,1195,2420,1723,1211,2513,347,19,9426,496,598,331,203,1976,308,7,3921,34864,49087,21842,12629,28102,4048,428,151006
305,5933,10593,4016,1781,4289,1769,215,28602,2824,5744,2994,1575,4065,1240,121,18570,1196,2217,1367,806,2849,857,39,9332,459,527,257,154,1785,509,7,3689,65396,80862,25455,13551,54770,17690,1636,259363
306,6246,11313,5175,3142,7513,3503,148,37035,4124,7710,4801,3747,8151,3374,113,32024,1630,2824,1963,1876,5152,1908,46,15405,482,596,308,266,2241,807,7,4700,41649,56731,24978,18313,52316,24385,1951,220327
307,3011,5167,2649,1894,3953,1699,19,18388,1881,3564,2538,2423,4310,1430,8,16150,994,1538,1163,1257,2936,990,0,8882,311,366,215,182,1426,465,0,2963,19208,26383,13013,11265,25470,11259,267,106857
308,4875,9030,4406,3020,6927,3002,38,31314,2765,5359,3709,3188,6527,2231,58,23841,1254,2062,1414,1465,4057,1279,14,11547,406,448,233,232,1747,633,3,3704,34375,48888,22034,17803,45182,19776,688,188747
309,13725,24370,10890,6225,16236,4353,298,76088,8638,16949,10726,6897,18210,4093,297,65808,4486,7626,5064,3676,13751,3526,128,38257,1471,1588,851,639,6362,2478,33,13411,110193,144584,62054,41394,134707,37708,1757,532398
310,6329,11609,5593,3804,9635,2075,116,39163,3245,6387,4503,3931,8268,1582,97,28023,1639,2650,1929,1738,5383,1250,32,14627,559,619,324,238,2301,709,8,4769,52994,74747,33008,25812,75674,22033,512,284782
311,6178,11083,5321,3537,9333,2044,83,37585,3505,6783,4669,3717,9240,1650,76,29634,1661,2663,1890,1479,5869,1181,27,14768,459,459,222,191,2514,602,7,4459,51908,70501,31305,24500,78596,20199,421,277425
312,4174,7243,3343,2264,5780,3982,56,26839,2246,4051,2824,2436,5347,2176,63,19146,952,1465,1035,1099,3096,1088,21,8765,284,315,162,159,1337,394,7,2652,28507,39164,16740,13333,37559,24582,664,160542
313,5466,10469,4987,3207,7314,1506,50,33008,3675,8004,5764,4420,8978,1572,44,32456,2062,3660,2563,2159,6750,1346,35,18577,668,746,375,310,3155,807,4,6068,40338,57073,27290,20434,54952,14318,633,215037
314,3927,8119,3674,2147,3824,560,58,22314,2006,4524,3206,2386,4014,480,49,16660,1033,1783,1302,1047,2790,421,16,8387,327,341,153,106,1288,297,4,2518,36681,51681,22464,15272,35560,6048,247,167952
315,2438,3492,1372,1012,3436,2190,27,13966,1568,2311,1188,1010,3386,1717,20,11204,455,604,343,364,1416,634,9,3823,98,92,51,44,386,120,6,792,14689,17794,6831,5860,20016,13313,559,79062
316,9264,18800,9069,5047,9275,2613,125,54197,6355,14683,10002,6624,11144,2638,158,51607,3514,6775,4824,3699,9486,2359,96,30759,1202,1429,818,704,5179,1567,19,10915,65943,97733,47044,31173,71535,20087,1021,334536
317,3153,6117,2742,1695,3672,892,23,18293,1823,4012,2839,2270,4005,860,15,15826,1093,1938,1448,1333,3327,737,15,9884,422,512,277,240,2019,416,0,3888,25768,36028,16084,11789,32361,7547,213,129790
318,4856,9052,4150,2669,6541,2113,56,29433,2811,5721,3810,3204,6829,1862,51,24297,1363,2193,1635,1528,4353,1158,21,12255,449,482,292,193,1991,585,8,3995,37426,51730,21887,15954,48725,17607,637,193956
319,7176,13615,7447,5573,10268,3074,72,47221,5283,11435,8694,7864,13822,3381,66,50549,2874,4904,3836,3844,10061,2549,37,28104,899,960,584,518,4305,1020,8,8298,44196,65601,34593,29217,67440,20600,874,262514
397,0,5,0,6,9,16,0,34,0,3,0,0,3,6,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,6,5,81,220,24,380
401,7004,14335,6453,3072,5677,1356,133,38038,4426,10307,6661,3954,6323,1200,101,32982,2553,4973,3363,2400,5614,1025,41,19966,1079,1504,756,513,4660,766,12,9294,58256,80597,35491,20640,56412,11586,860,263841
402,8685,16066,7370,4469,12707,1857,137,51289,4809,9882,6485,4912,11804,1697,165,39750,2530,4459,3258,2519,8849,1485,37,23132,1018,1184,588,532,4764,995,13,9091,71799,96292,42198,30974,104637,17688,628,364211
403,8542,17381,7421,3722,7977,1370,76,46487,5280,12212,8292,5110,9542,1341,98,41870,2742,5293,3838,2841,7497,1204,40,23465,1180,1517,820,591,5368,864,12,10354,66678,94976,41982,25573,66875,11047,446,307583
404,5420,10220,4320,2441,6995,1058,70,30527,3118,6297,3967,2669,6725,843,80,23710,1783,3020,2091,1479,5160,774,22,14321,861,1012,589,387,4185,462,6,7509,43521,58325,23925,15160,56057,8233,392,205615
405,2872,5641,2984,2011,3333,1076,3,17927,1924,4067,3130,2669,4155,1060,14,17014,879,1662,1342,1474,3212,838,5,9414,290,439,258,222,1707,379,0,3297,17117,26050,13669,10905,20828,6473,72,95117
406,2020,3818,1835,1053,3046,1397,22,13193,1190,2287,1558,1324,2782,968,12,10120,503,905,674,657,1889,587,0,5205,184,224,130,117,883,224,0,1761,12758,19071,8891,6595,18711,9046,125,75210
407,4853,9173,4697,2725,5155,1795,42,28444,3262,7090,5484,4168,6674,1863,37,28567,1707,3259,2505,2212,5199,1348,15,16246,618,805,525,374,2935,688,13,5953,29300,44170,23159,16698,35679,12270,904,162171
497,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,19,8,7,40
501,4162,8108,4024,2716,4476,1505,38,25038,2585,5574,4055,3319,4916,1307,29,21786,1235,2277,1712,1649,3360,937,16,11184,448,570,343,276,1708,589,0,3940,28446,41516,20169,16384,31582,10333,366,148794
502,2147,4105,2095,1433,2987,498,16,13280,1492,3320,2328,2029,3962,603,21,13763,932,1720,1258,1188,2990,642,4,8737,328,406,225,226,1389,480,5,3055,14912,21652,10635,9421,22225,4652,100,83597
503,4220,7619,3011,1445,3017,1117,147,20586,2465,5136,2843,1486,3341,1035,95,16401,1243,2304,1508,957,2680,820,37,9550,540,722,386,236,2048,607,15,4547,38340,46038,17116,10496,33265,10124,1288,156670
504,5429,9798,4325,2802,7271,1343,110,31075,2878,5865,3687,2938,6517,985,90,22956,1419,2512,1621,1479,4210,817,29,12098,552,593,339,254,2141,555,4,4427,45185,59332,24316,19028,56578,12402,474,217319
505,11851,21509,8964,5328,13531,1950,199,63333,6696,13681,8592,5884,13098,1666,147,49767,3155,5892,3967,3054,9345,1677,61,27157,1292,1659,810,565,5409,1104,15,10850,100642,127428,52655,37256,114972,18634,942,452521
506,9660,17086,7532,5121,12845,2365,282,54888,5540,11248,7289,5545,11878,1871,282,43648,2679,4702,3177,2689,7942,1708,84,22986,1016,1299,606,472,4258,1456,24,9130,86618,110015,45484,36188,114634,23757,1293,417991
507,8858,16677,7091,4417,10256,1877,175,49352,4859,10295,6379,4800,10035,1710,166,38238,2415,4521,2938,2420,7142,1682,47,21175,1002,1290,680,499,3960,1396,11,8839,74410,97636,40880,30932,83718,18537,915,347021
509,3534,6389,3188,2164,3803,1862,11,20945,2279,4260,2930,2832,4160,1571,18,18054,1061,1775,1340,1379,2801,1035,10,9394,394,468,281,252,1368,482,4,3246,20745,29269,14422,12364,23848,11790,294,112735
510,2838,3943,1323,797,4595,4037,83,17613,1501,2331,1079,733,3060,1694,60,10455,365,504,255,196,829,473,5,2620,36,41,17,13,136,73,0,313,18973,23840,8388,6130,27346,25895,796,111367
511,3097,5443,2352,1582,4633,3088,52,20247,1933,3518,2127,1910,4172,1955,29,15647,753,1190,799,813,2209,913,4,6695,194,255,138,137,813,294,8,1832,20141,28200,11900,9469,27935,20196,453,118291
597,39,46,15,11,208,218,29,560,20,20,9,7,67,53,0,178,3,11,3,0,7,6,0,32,0,0,0,0,0,0,4,3,221,231,78,61,1268,1385,164,3410
601,5252,10558,4519,2366,5692,1160,61,29621,3158,7202,4715,3049,6114,1188,40,25470,1594,3186,2049,1698,4802,993,22,14348,670,851,415,336,2791,535,7,5603,43129,60368,25499,15799,49014,10387,482,204671
602,3377,6629,3160,2032,4429,1023,18,20659,2035,4500,3294,2557,4963,1070,13,18433,976,1991,1444,1417,3736,819,11,10398,358,541,282,206,1858,461,8,3708,23538,34297,16186,12007,31747,7370,298,125452
603,1084,2288,1316,860,1153,481,0,7185,680,1615,1203,985,1348,453,6,6281,267,558,388,403,864,290,0,2764,71,89,52,62,323,132,0,722,6042,9957,5288,4010,6996,2749,57,35097
604,2657,5137,2626,1677,3804,844,22,16757,1576,3361,2584,2180,4134,896,13,14746,795,1410,1121,1171,3124,764,6,8392,303,351,209,166,1498,333,7,2875,17039,25332,12761,9872,24476,6118,157,95745
697,7,15,3,3,16,25,0,77,3,13,0,0,7,0,0,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,53,20,13,125,116,13,374
701,3068,5275,2084,1174,3758,2146,150,17665,1844,3171,1668,1068,3391,1543,83,12766,584,922,514,363,1493,536,22,4433,112,129,44,36,431,138,6,904,24733,33039,12327,8053,30173,15402,2555,126296
702,2548,3568,1359,724,3132,2145,65,13556,1446,2197,1037,630,2627,1501,33,9464,315,397,204,161,814,359,13,2264,56,41,14,16,185,48,0,357,18505,21121,8761,5442,19514,13160,553,87063
797,4,6,4,0,54,34,0,106,0,0,0,0,20,11,0,40,0,0,0,0,6,3,0,10,0,0,0,0,0,0,0,0,22,44,12,9,237,155,17,494
801,8282,17558,7454,3308,6640,1509,179,44930,4742,11575,6941,3792,6454,1367,152,35030,2500,5120,3276,2200,4865,1079,49,19085,1017,1315,679,434,2996,755,7,7204,85472,122254,46719,24478,73682,17089,1020,370716
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,148,267,120,61,143,155,5,893,68,174,85,85,150,111,0,673,29,59,23,37,92,60,0,295,8,6,10,7,17,7,0,60,717,1086,467,331,970,1033,23,4630
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
