SUA_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
1014,293,73,70,89,148,30,42,29,1317,0,0,3,0,0,0,0,0,0,94,91,1279,346,384,92,81,97,190,38,55,186,2746
1015,78,17,26,26,27,18,3,8,410,0,0,0,0,0,0,0,0,0,3,6,680,148,128,31,33,30,32,26,3,59,1180
1016,676,267,335,425,544,167,44,143,4363,3,0,0,0,0,3,8,0,0,11,25,1742,744,812,305,365,456,612,192,51,199,5478
1017,54,22,11,19,16,0,7,15,288,0,0,0,0,0,0,0,0,0,88,91,635,75,88,30,10,16,21,7,9,149,1037
1018,199,55,54,81,93,30,14,13,1061,0,0,0,0,0,0,0,0,0,9,8,1687,351,316,84,78,112,123,48,16,67,2887
1019,73,21,15,19,21,5,3,15,450,3,0,0,0,0,0,0,0,0,59,59,910,108,100,31,18,25,30,0,7,105,1336
1020,47,6,12,13,17,6,3,7,304,0,0,0,0,0,0,0,0,0,0,0,917,171,142,10,30,29,21,21,4,33,1384
1021,138,27,25,29,53,19,10,38,927,6,0,0,0,0,0,0,0,0,13,12,2563,330,270,49,54,42,72,24,13,163,3583
1022,77,27,34,17,39,17,0,13,396,0,0,0,0,0,0,0,0,0,0,0,607,108,144,37,40,40,49,20,3,36,1087
1023,108,15,16,29,51,8,0,11,470,0,0,0,0,0,0,0,0,0,66,64,466,171,193,37,34,41,76,11,8,91,1118
1024,115,33,66,62,59,26,15,24,1085,6,0,0,0,0,0,0,0,0,25,33,3341,411,341,71,96,100,105,74,34,155,4727
1025,4816,1366,1516,1590,1696,619,175,524,24840,43,4,0,3,3,0,0,0,0,514,579,30704,7733,7570,1875,1936,2088,2274,929,315,1829,57256
1026,384,115,97,128,186,59,12,30,1854,9,0,0,0,0,0,0,0,0,125,130,3042,496,566,146,120,152,228,73,12,256,5093
1027,579,144,164,168,164,80,11,32,2340,5,0,4,0,0,0,0,0,0,4,14,2127,669,784,186,201,200,200,112,11,119,4606
1028,380,90,133,115,120,54,16,48,1963,9,0,0,0,0,3,0,0,0,22,37,4660,772,741,155,208,185,189,83,31,251,7277
1029,118,33,24,40,47,24,18,5,587,0,0,0,0,0,0,0,0,3,0,0,757,322,217,56,28,57,55,30,36,33,1587
1030,58,30,24,17,17,10,0,32,760,3,0,0,0,0,0,0,0,0,4,10,2364,172,153,53,37,36,40,24,5,109,2994
1031,212613,62340,66320,71036,78613,28028,7171,25508,1417465,807,196,257,62,84,144,134,55,37,9428,11193,973128,285578,270671,75663,79695,85436,93831,35371,9973,45230,1954585
1032,616,225,297,335,372,117,50,61,2682,8,0,0,0,0,0,0,0,0,11,18,1351,466,782,259,358,361,418,146,64,119,4336
1033,127,42,28,51,80,37,13,16,745,3,0,0,0,0,0,0,0,0,7,20,1389,202,178,53,49,65,90,46,17,92,2185
1034,63,19,10,22,19,16,0,26,461,9,0,0,0,0,0,0,0,0,4,10,1673,178,133,25,28,31,32,26,3,89,2222
1035,1029,368,381,432,641,208,88,49,4489,4,4,0,0,0,0,0,0,0,5,13,2191,972,1271,401,435,476,692,243,100,128,6909
1036,3671,1086,960,1210,1458,636,99,640,28786,72,5,9,0,0,8,0,0,0,401,491,39787,5222,5654,1412,1303,1554,1851,882,167,1776,59613
2000,3202,956,1009,1175,1773,574,284,808,21016,102,14,11,4,5,6,4,0,0,675,817,50335,7170,6198,1498,1451,1657,2354,858,402,3791,75713
2001,376,118,78,87,113,31,8,33,1720,0,0,0,0,0,0,0,0,0,3,10,2090,605,550,140,96,103,121,45,15,94,3871
2002,170,39,41,43,47,23,13,19,629,0,0,0,0,0,0,0,0,0,5,9,1012,169,236,52,58,56,67,33,15,71,1761
2003,1257,359,340,424,523,210,38,114,5909,12,0,3,0,0,0,0,0,0,29,46,6067,1992,1874,448,439,562,628,287,56,354,12706
2004,1401,422,403,498,399,155,33,99,5720,3,0,5,0,0,0,0,0,0,41,48,4114,1986,1734,513,485,575,470,193,57,285,10414
2005,39,5,11,12,12,6,0,3,251,0,0,0,0,0,0,0,0,0,227,228,913,144,96,14,22,19,20,14,3,271,1515
2006,111,40,77,116,111,25,28,13,751,0,0,0,0,0,0,0,0,0,0,8,496,156,145,45,82,125,119,29,28,32,1265
2007,151,46,52,83,86,26,0,28,693,3,0,0,0,0,0,0,0,0,0,5,985,203,243,59,59,94,103,44,7,90,1887
2008,4560,1251,1320,1485,1851,691,139,463,23636,51,3,5,0,0,8,6,5,0,415,485,25551,6676,6943,1668,1701,1871,2342,923,213,1588,49469
2009,80,17,14,14,9,12,0,22,617,0,0,0,0,0,0,0,0,0,20,28,1976,364,221,44,29,35,27,30,14,101,2841
2010,165,35,55,63,42,30,0,7,695,0,0,0,0,0,0,0,0,0,0,0,509,245,218,47,59,77,53,42,0,35,1289
2011,211005,55599,58902,64555,74192,26528,7154,21676,1226538,738,198,292,67,104,84,125,38,27,3693,5363,801057,289193,267015,67003,70954,76850,87550,31982,9577,36171,1737346
2012,859,344,383,458,539,191,65,188,4997,8,4,0,8,0,0,0,0,0,15,32,2954,809,1083,390,427,500,610,212,68,317,7372
2013,71,23,18,25,31,40,16,28,793,11,0,0,0,0,0,0,0,0,6,13,1967,172,136,26,27,26,33,46,16,99,2547
2014,64,20,32,24,12,4,3,3,324,0,0,0,0,0,0,0,0,0,0,4,707,93,100,26,39,32,19,12,3,31,1068
2015,155,22,36,55,55,27,7,12,765,3,0,0,0,0,0,0,0,0,11,14,1077,280,239,34,55,85,65,48,7,58,1951
2016,1677,477,495,601,719,231,85,186,7974,5,0,3,0,0,0,0,0,0,14,29,3494,1902,1931,521,542,658,761,261,104,303,10480
2017,239,58,142,172,120,20,21,38,1115,4,0,0,0,0,0,0,0,0,5,8,384,191,280,61,141,175,129,26,21,55,1471
2018,463,98,100,134,204,73,24,108,2733,12,0,0,0,0,0,0,0,0,13,22,3591,699,646,144,119,185,245,80,37,273,6024
2019,136,59,59,63,66,31,14,19,876,4,0,0,0,0,0,0,0,0,6,15,1090,210,200,81,67,77,83,43,14,71,1949
2020,258,64,92,90,156,55,6,43,1739,7,0,0,0,0,0,0,0,0,0,10,3436,688,473,99,133,122,194,68,17,156,5400
2021,281,87,122,187,262,65,16,30,1545,0,0,0,0,0,0,0,0,0,18,25,1522,460,459,121,147,216,315,78,28,108,3459
3000,3827,1049,1093,1630,2945,1222,652,1028,25315,99,17,11,7,6,5,26,3,13,427,600,55225,10345,7901,1722,1730,2333,3935,1729,837,4226,89980
3001,241,63,63,116,262,109,0,15,1213,0,3,0,0,0,0,0,3,0,5,18,1711,496,531,139,124,179,356,178,22,73,3807
3002,65963,15893,16332,19011,23914,9209,2513,6114,342553,305,104,131,12,19,28,55,25,12,1784,2475,306553,131046,103744,22090,22219,25359,30646,12706,4264,15572,674200
3003,660,152,206,257,482,222,66,95,3549,8,0,0,0,0,0,7,6,0,22,42,5659,1105,1070,218,287,324,594,275,92,321,9945
3004,3173,635,645,755,1124,456,100,378,15574,30,0,8,3,0,8,0,5,0,87,138,18501,6240,5218,1002,1041,1098,1546,650,203,938,36434
3005,216,52,66,68,107,45,17,30,961,4,0,0,0,0,0,0,0,0,5,9,694,481,406,88,82,90,129,58,36,67,2137
3006,718,125,131,119,150,57,36,28,2495,3,0,0,0,0,0,0,0,0,7,16,2935,1321,1307,207,199,201,225,85,49,152,6685
3007,12489,3512,3672,4112,5034,2008,474,1444,69927,118,29,19,8,6,3,12,3,0,617,821,97655,33628,26264,5971,5853,6499,7595,3413,1162,5085,193124
3008,98,38,30,35,38,12,3,22,564,0,0,0,0,0,0,0,0,0,9,11,1524,287,223,50,44,66,53,27,6,86,2378
3009,393,100,94,94,130,72,26,59,2324,17,0,0,0,0,3,0,0,0,30,52,7559,1165,839,179,163,164,230,150,59,410,10924
3010,81,17,15,42,61,39,35,9,473,0,0,0,0,0,0,0,0,0,0,4,541,166,122,23,33,55,83,52,34,40,1152
3011,1193,280,264,253,423,163,55,87,5094,3,0,0,0,0,0,0,0,0,18,21,4756,2787,2100,395,403,367,597,260,91,264,12018
3012,82,24,31,22,27,3,3,12,491,4,0,0,0,0,0,0,0,0,47,45,1823,184,168,39,49,47,51,17,3,146,2529
3013,307,53,72,72,127,59,52,38,1412,5,0,0,0,0,0,0,0,0,0,5,1092,616,669,81,114,111,177,79,72,92,3108
3014,967,205,264,290,353,163,64,77,4191,4,3,0,0,0,0,0,0,0,62,73,2956,1794,1387,305,336,349,465,235,88,262,8180
3015,3742,1034,1176,1164,1301,571,146,389,18239,46,10,5,6,4,5,5,0,0,187,267,44377,13307,10215,2289,2300,2217,2574,1262,474,2114,81126
3016,2365,559,953,1309,1928,498,100,220,11921,16,5,3,0,0,4,0,0,0,27,57,8157,3487,3290,695,1114,1468,2078,591,149,476,21499
3017,2146,470,495,684,892,402,91,201,10634,13,7,3,0,0,0,4,0,0,85,112,12075,4914,3620,681,700,971,1219,573,171,666,25605
3018,90,32,21,24,52,13,0,3,440,0,0,0,0,0,0,0,0,0,0,3,857,147,139,43,23,33,56,16,0,36,1361
3019,91,20,31,35,31,10,0,11,543,3,0,0,0,0,0,0,0,0,0,5,1578,361,270,40,64,69,84,28,10,64,2574
4000,1457,427,479,485,782,344,120,306,8118,45,0,0,4,0,0,3,0,10,137,209,20159,3003,2503,623,657,664,996,440,163,1370,30578
4001,40534,11166,11740,13846,16971,6958,1249,3863,219215,252,42,36,15,9,12,25,23,0,539,936,184279,60177,52115,13194,13743,16197,19556,8467,1784,8279,377784
4002,357,62,90,91,99,33,16,31,1433,3,0,0,0,0,0,0,0,0,4,10,1703,458,480,84,106,111,118,45,16,115,3234
4003,334,75,102,58,119,47,13,15,1262,0,0,0,0,0,0,0,0,0,81,79,1038,385,424,82,105,70,132,59,13,150,2455
4004,119,30,60,61,74,50,26,12,578,0,0,0,0,0,0,0,0,0,52,53,556,108,147,36,76,72,88,53,32,90,1263
4005,78,15,29,26,34,17,0,10,458,0,0,0,0,0,0,0,0,0,16,15,864,162,154,35,33,45,45,26,0,64,1416
4006,87,28,28,19,32,17,0,8,434,0,0,0,0,0,0,0,0,0,4,7,654,104,127,32,31,31,43,29,0,40,1092
4007,84,18,33,31,26,19,5,19,632,14,0,0,0,0,0,0,0,0,5,24,4458,337,247,38,52,45,46,26,13,202,5469
4008,195,46,51,95,63,31,18,43,1081,3,0,0,0,0,0,0,0,0,4,7,2689,334,267,55,65,120,76,37,27,152,3820
5000,3018,567,566,810,1291,544,324,527,14533,117,24,21,0,3,0,14,8,3,891,1086,32928,8578,6746,1045,941,1310,2074,842,482,3021,57974
5001,381,98,62,83,83,25,41,27,1760,16,0,0,0,0,0,0,0,0,94,105,4168,1035,657,149,98,120,148,45,64,271,6760
5002,229,47,46,61,164,68,14,23,1078,5,0,0,0,0,0,0,0,0,6,13,1692,518,472,72,80,91,217,87,14,103,3348
5003,1307,204,249,226,293,130,44,74,4844,10,0,0,0,3,0,0,0,0,83,101,7508,3059,2463,314,350,337,427,209,75,404,15148
5004,412,84,64,71,88,35,21,26,1565,6,0,0,0,0,0,3,0,0,16,26,4876,1078,963,148,122,120,173,93,36,248,7861
5005,96,12,23,20,35,11,6,9,402,0,0,0,0,0,0,0,0,0,0,3,933,241,196,24,39,33,62,29,6,56,1624
5006,529,96,85,84,78,72,40,31,1988,15,0,0,0,0,0,0,0,0,16,34,2901,989,936,132,146,115,109,96,49,159,5630
5007,843,131,155,202,279,120,63,51,3045,4,9,0,0,0,0,0,0,0,28,39,2233,1689,1593,206,239,338,394,173,90,163,7122
5008,483,110,76,92,126,70,18,43,1687,0,0,0,0,0,0,0,0,0,3,10,1339,900,896,143,114,124,175,99,33,88,3918
5009,73650,14308,13088,15011,19257,8310,1885,5953,339964,361,109,96,23,19,23,30,20,6,1314,2001,355335,149071,126569,20205,18249,20326,25287,11751,3395,14882,745077
5010,427,79,76,101,139,36,9,26,1579,0,0,0,0,0,0,6,0,0,10,11,1174,884,820,124,120,152,204,70,26,89,3667
6000,772,269,270,259,235,101,29,111,3751,18,0,0,0,0,0,0,0,0,22,38,12991,1607,1427,422,385,370,390,162,51,760,18559
6001,177,61,93,95,106,26,17,25,932,0,0,0,0,0,0,0,0,0,3,4,1654,233,273,77,108,127,121,44,24,111,2761
6002,297,124,146,151,157,43,29,40,1386,7,0,0,0,0,0,0,0,0,3,11,1852,290,360,138,166,179,190,54,29,104,3361
6003,7637,2743,2680,2413,2124,715,111,435,26001,33,4,6,6,5,0,5,3,0,83,152,17176,5009,9131,3116,2988,2784,2464,884,181,1031,44767
6004,2093,857,840,793,771,297,60,130,7816,12,3,0,4,4,0,0,0,0,20,40,5828,1550,2552,943,951,906,871,354,66,339,14363
6005,52,26,28,24,25,5,0,11,296,0,0,0,0,0,0,0,0,0,0,0,972,61,105,37,39,27,51,14,0,46,1345
7000,675,218,169,222,334,181,24,126,3307,8,0,0,0,0,0,6,5,0,24,52,4271,1068,1139,301,256,332,523,270,51,370,8582
7001,800,289,264,278,340,115,68,77,3737,0,0,4,0,0,0,0,0,0,6,14,2264,1250,1309,397,360,431,519,257,187,169,7147
7002,6053,1872,1883,1763,1892,668,161,476,24890,17,6,16,0,6,7,3,3,0,131,189,13435,6502,8028,2255,2209,2115,2359,865,275,977,39020
8000,0,0,0,0,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,86,11,6,0,5,6,12,0,0,0,125
8001,18582,4924,6072,5809,5112,2133,489,1438,89546,60,11,20,9,8,9,10,9,0,204,334,62309,21156,23238,5774,6884,6671,5986,2715,780,2625,138148
9000,96,24,16,16,12,8,0,62,711,4,3,0,0,0,0,0,0,0,214,220,797,148,150,35,24,25,21,21,5,308,1529
