CED_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
CED239,11,53,13,8,0,0,82,11,85,8,20,0,0,130,41,488,39,108,15,4,698,127,161,47,165,22,3,527,156,80,30,152,5,3,420,617,80,27,244,46,0,1015,3054,70,25,628,77,8,3864,7296,41,9,881,85,3,8315,3722,11,0,509,21,4,4269,1754,0,3,233,5,3,2001,869,0,0,99,3,0,976,378,0,0,75,3,0,449,172,3,0,30,0,0,206,225,0,0,32,4,0,262,296,114,11,221,61,48,749,18719,1183,214,3401,368,85,23977
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,19,69,5,22,27,0,139,7,117,4,9,15,6,154,49,480,32,112,48,7,729,126,274,73,205,67,11,755,311,121,49,270,53,5,809,2225,235,107,627,629,13,3836,6398,115,69,1105,326,26,8050,6929,17,15,548,114,9,7631,885,7,3,87,20,0,1005,194,0,0,39,6,0,239,41,4,0,12,0,0,55,25,0,0,4,0,0,28,5,0,0,5,0,0,11,10,0,0,9,3,0,26,295,141,33,195,116,52,833,17512,1577,397,3244,1426,141,24303
CED302,8,113,3,4,8,3,132,3,152,6,8,3,0,178,32,669,38,63,17,3,821,54,366,57,108,57,7,649,81,120,26,107,54,0,397,203,108,23,166,103,4,606,674,72,40,322,154,3,1267,4050,59,35,879,438,25,5469,3240,7,10,435,149,8,3847,1465,4,4,167,35,3,1671,634,0,0,57,0,0,699,264,0,0,30,3,0,297,88,0,0,12,3,0,103,94,0,0,26,10,0,129,169,124,14,134,59,25,518,11047,1794,259,2518,1089,86,16783
CED303,0,96,6,16,12,0,131,3,108,9,0,0,0,124,12,562,26,46,17,3,671,34,258,89,115,38,3,536,66,82,43,160,19,9,376,361,70,38,238,56,7,776,630,51,54,394,52,5,1180,2902,42,25,820,275,12,4078,3169,4,7,431,53,5,3669,841,5,0,140,12,5,996,273,0,0,44,7,0,329,95,0,0,12,0,0,110,41,0,0,11,4,0,58,77,0,0,17,3,0,102,147,88,26,131,42,28,457,8659,1366,312,2578,590,81,13594
CED304,17,134,11,19,10,0,187,5,144,5,12,0,0,173,74,715,82,93,19,8,992,269,194,157,225,19,9,871,285,129,193,237,47,3,891,1304,107,155,404,87,5,2058,4388,87,77,930,111,10,5595,11515,34,29,1621,368,25,13589,7641,13,19,1128,285,13,9101,3429,4,6,553,118,8,4117,1551,0,4,263,44,0,1864,775,0,0,160,19,4,959,455,0,3,94,12,0,573,682,0,0,181,21,8,890,351,117,28,265,92,80,930,32732,1679,766,6178,1254,170,42775
CED305,39,148,23,37,1414,11,1666,7,169,8,23,204,3,424,90,395,61,204,248,4,1008,283,278,149,331,134,15,1195,476,116,59,440,89,14,1189,1452,83,47,688,130,6,2405,2269,55,35,880,174,22,3438,2641,22,23,551,94,4,3334,1036,4,0,179,21,0,1244,277,0,4,48,11,0,345,77,0,0,14,21,0,110,25,0,0,4,9,0,42,6,0,0,0,3,0,13,11,0,0,13,22,0,53,209,114,30,269,441,29,1094,8898,1399,438,3694,3017,114,17558
CED306,11,146,0,37,92,0,284,8,140,11,26,34,0,222,77,540,45,170,116,9,965,325,382,131,368,172,21,1397,480,133,58,422,149,15,1254,1270,169,90,638,211,14,2380,2422,80,56,911,260,10,3737,3782,19,44,783,245,13,4893,1640,9,9,269,64,6,1996,381,0,0,77,19,0,486,132,0,0,31,31,0,184,30,0,0,14,15,0,60,20,0,0,15,4,0,35,19,0,0,51,34,0,105,201,152,26,262,219,45,896,10805,1762,463,4063,1659,132,18886
CED307,0,55,0,3,4,0,72,0,67,4,7,0,0,82,15,276,16,50,23,0,364,33,158,5,87,47,0,331,41,86,21,103,15,3,275,294,89,23,185,397,7,992,1570,74,59,494,211,12,2424,4150,29,16,708,255,13,5171,1939,9,0,231,56,3,2230,503,0,0,69,12,0,591,180,0,0,32,0,0,216,83,0,0,7,0,0,91,27,0,0,0,0,0,24,32,0,0,11,0,0,43,146,39,10,118,50,35,407,9017,887,160,2098,1074,77,13308
CED308,13,39,3,16,9,0,79,0,94,7,4,0,0,107,12,381,27,50,16,4,497,36,121,53,107,67,4,400,47,77,32,113,38,3,302,145,56,41,174,50,0,460,1162,77,52,519,157,10,1980,6565,39,33,1180,769,33,8621,6051,5,8,668,263,12,7013,2030,0,0,289,78,6,2409,826,0,3,116,27,0,973,399,0,0,62,13,0,476,176,0,0,33,3,4,220,336,0,0,64,19,0,413,338,85,13,218,76,66,801,18139,989,285,3621,1586,145,24758
CED309,4,64,3,19,9,0,105,0,106,10,10,10,0,141,17,455,17,67,21,3,582,50,208,67,129,75,4,532,55,72,26,174,55,7,388,321,61,36,286,101,18,823,1133,59,33,569,129,10,1946,3144,22,26,960,193,6,4352,3551,8,7,656,110,8,4339,1919,0,0,261,31,3,2229,685,0,0,131,14,0,835,266,0,0,53,3,0,322,136,0,0,28,3,0,166,123,0,0,69,12,4,211,192,90,10,194,73,39,604,11612,1154,247,3612,845,114,17579
CED310,11,56,5,20,16,0,111,4,93,0,9,19,0,137,17,457,23,56,19,4,574,64,159,28,132,68,0,451,53,78,30,133,34,4,331,124,67,15,233,76,4,517,905,71,48,601,93,10,1731,3641,48,22,1070,156,22,4953,4599,4,4,738,98,4,5446,1724,0,0,221,28,7,1979,551,0,0,105,11,0,673,233,0,0,53,6,0,293,102,0,0,35,4,0,137,116,0,0,65,15,0,201,201,74,12,208,72,30,595,12340,1119,183,3682,719,95,18143
CED311,31,216,10,79,583,0,924,25,178,20,47,199,0,467,168,578,88,323,301,13,1469,799,311,97,542,220,26,2008,773,91,63,596,153,10,1683,1706,78,55,672,148,13,2687,3228,26,20,661,152,10,4099,2705,8,5,374,94,9,3179,495,0,0,86,42,0,628,87,0,0,22,19,0,127,24,0,0,11,12,0,47,7,0,0,5,8,0,23,6,0,0,0,16,0,22,22,0,0,24,31,0,78,241,83,13,356,502,48,1242,10309,1567,377,3806,2485,132,18672
CED312,15,97,6,10,6,0,136,6,146,4,9,0,0,170,25,537,9,45,21,5,643,71,297,27,102,95,3,595,97,135,26,99,22,4,389,667,108,23,178,140,4,1123,3994,93,38,599,240,18,4981,7987,26,25,999,339,28,9402,2936,14,0,339,42,5,3340,644,0,4,103,8,0,759,198,0,0,32,11,0,238,79,0,0,19,0,0,93,26,0,0,4,0,0,32,37,0,0,13,12,0,58,341,109,22,170,69,50,758,17125,1555,201,2721,999,118,22707
CED313,14,219,8,6,4,0,256,10,264,17,12,5,0,299,52,1153,44,77,11,3,1336,173,387,62,215,23,3,867,193,137,20,190,19,0,562,778,109,42,296,43,5,1278,2739,74,25,727,80,6,3654,8484,62,15,1355,233,15,10166,7016,9,14,1029,225,11,8310,3173,7,5,455,104,5,3742,1352,0,0,213,30,4,1598,661,0,0,126,15,0,804,340,0,0,62,0,0,407,542,0,0,98,14,0,654,287,159,19,216,72,53,799,25807,2584,279,5070,884,114,34746
CED314,7,92,3,26,31,0,163,10,129,13,32,21,0,204,78,488,44,184,47,6,849,303,213,69,276,68,6,938,659,95,26,377,46,9,1212,2296,103,49,694,189,14,3342,5245,56,32,1048,159,18,6568,3940,24,15,570,75,10,4628,806,0,4,125,32,0,968,201,3,0,32,8,0,244,37,0,0,9,0,0,51,17,3,0,12,5,0,35,9,0,0,4,0,0,12,17,0,0,17,9,0,38,188,95,19,177,114,42,637,13823,1320,267,3570,797,115,19892
CED315,16,221,9,19,23,0,293,9,258,21,7,10,5,309,80,964,48,158,72,3,1331,293,582,103,284,52,11,1319,673,181,41,424,67,15,1399,2403,275,68,739,820,18,4320,4373,116,36,1219,253,24,6020,5140,31,28,839,123,14,6184,919,18,0,180,48,6,1170,244,0,0,62,12,0,319,77,0,0,35,3,0,114,25,0,0,11,0,0,36,14,0,0,18,5,0,39,49,0,0,42,15,0,100,263,186,38,188,128,43,847,14582,2837,405,4215,1628,134,23806
CED316,8,97,9,27,20,0,166,0,115,14,20,32,0,191,57,504,59,142,71,13,844,167,336,113,263,150,9,1046,397,123,31,381,151,5,1091,1502,143,48,805,173,23,2683,3706,77,66,1332,257,31,5475,3311,21,25,691,157,17,4220,541,5,5,103,27,0,688,133,3,0,32,18,0,185,46,0,0,23,15,0,80,22,0,0,14,11,0,43,12,0,0,9,16,0,34,24,0,0,35,24,0,81,173,103,40,220,141,51,719,10096,1525,408,4101,1275,148,17560
CED317,25,295,48,63,449,3,892,6,236,87,50,130,3,516,112,702,219,315,249,13,1605,494,555,470,572,271,35,2385,614,164,84,633,212,25,1737,1450,191,94,943,325,23,3022,1820,74,35,1099,240,14,3286,2183,37,7,673,149,7,3051,675,7,3,146,38,0,869,157,6,0,54,31,0,247,38,0,0,16,35,0,87,12,0,0,4,23,0,42,0,0,0,8,19,0,32,33,0,0,31,38,0,105,137,179,49,343,625,67,1401,7755,2442,1085,4958,2840,189,19275
CED318,25,391,108,30,447,3,1009,14,356,112,20,68,10,573,50,1517,277,156,145,23,2171,233,951,311,303,146,30,1989,439,194,60,364,108,8,1178,1541,243,119,642,222,22,2799,2885,180,48,1012,333,12,4483,3900,77,38,1160,370,24,5567,2131,9,9,446,111,8,2724,753,4,0,144,43,5,950,308,0,0,62,49,0,418,112,0,0,34,23,0,172,57,3,0,19,11,0,87,79,7,0,123,68,0,275,232,276,76,302,433,74,1394,12754,4214,1155,4833,2591,225,25778
CED319,12,219,11,22,0,0,270,10,223,15,5,4,0,253,41,1078,47,67,14,9,1259,112,428,107,148,31,10,830,160,178,47,168,15,5,563,638,174,55,270,212,9,1357,2390,113,45,613,125,12,3293,7530,52,23,1121,265,18,9006,3490,9,4,421,51,6,3992,1290,0,0,121,14,0,1429,399,0,0,60,7,0,468,139,0,0,20,8,0,166,61,0,0,4,0,0,66,46,0,0,22,3,0,66,207,203,22,144,69,45,703,16527,2688,379,3204,816,116,23725
CED320,10,64,3,22,15,0,113,3,89,3,11,5,3,115,53,428,29,91,47,10,656,63,261,71,113,69,5,583,131,110,51,165,65,7,521,883,126,85,333,179,22,1629,4733,97,53,887,187,16,5975,7297,25,17,829,272,22,8464,1197,0,3,202,13,8,1418,339,0,0,56,10,0,405,142,0,0,28,4,0,177,42,0,0,3,3,0,54,16,0,0,0,0,0,19,26,0,0,11,13,0,41,265,108,20,140,61,51,647,15196,1312,344,2893,937,133,20815
CED321,35,146,22,86,411,0,705,21,127,29,55,161,3,394,218,374,106,472,312,23,1502,822,283,164,735,248,28,2279,936,80,55,807,124,14,2015,2429,76,39,946,175,23,3690,2587,19,15,669,132,9,3430,870,6,11,249,46,5,1187,130,0,4,48,15,0,194,21,0,0,16,17,0,46,3,0,0,5,10,0,24,4,0,0,6,24,0,27,6,0,0,5,12,0,24,15,0,0,36,23,0,78,187,74,25,384,749,46,1467,8276,1183,463,4511,2468,155,17051
CED322,10,62,0,11,11,0,102,0,98,5,7,0,0,107,9,433,24,49,24,3,532,29,156,37,105,29,5,367,31,55,18,149,11,6,266,218,65,31,224,63,4,597,448,34,8,369,55,4,906,2250,21,34,960,363,0,3635,3607,6,16,911,540,15,5095,2595,5,9,450,166,13,3225,1152,5,0,210,78,3,1447,570,0,0,118,20,7,703,267,0,0,47,5,0,322,305,0,0,85,21,0,407,215,85,15,232,59,41,643,11696,1019,179,3920,1440,105,18360
CED323,24,83,6,19,8,0,133,0,115,11,13,7,0,146,35,593,36,80,29,0,773,174,245,94,183,58,4,760,114,122,56,190,99,8,588,387,89,52,287,91,10,920,2100,81,71,778,368,19,3418,6142,40,66,1556,808,46,8653,4513,13,23,1033,498,17,6101,2513,0,17,462,201,13,3205,1231,0,3,239,69,0,1552,601,0,0,120,26,3,745,372,0,0,64,10,0,445,502,0,0,137,32,0,669,306,120,27,297,129,82,955,19007,1510,466,5452,2426,206,29071
CED324,11,128,6,17,7,0,173,9,162,4,17,6,0,195,85,756,55,165,50,5,1109,131,326,115,280,68,12,933,106,109,31,178,39,0,465,471,123,37,270,55,10,965,2053,84,54,661,100,17,2970,5776,43,37,1101,481,22,7460,3012,12,11,533,108,8,3680,1251,3,3,198,36,0,1495,427,0,0,88,5,0,523,193,0,0,40,13,0,248,97,0,0,17,4,0,119,123,0,0,35,6,0,165,207,167,19,252,85,53,778,13951,1914,374,3856,1051,133,21281
CED325,12,110,3,14,4,0,147,0,147,5,10,0,0,163,26,667,30,79,32,8,836,80,537,38,112,57,6,830,63,227,15,117,69,6,494,579,234,40,247,205,12,1322,3066,216,54,810,372,23,4541,7412,54,21,909,507,19,8928,2190,12,0,224,61,6,2490,501,3,0,81,9,0,594,185,0,0,32,3,0,222,64,0,0,8,0,0,76,15,0,0,0,0,0,19,26,0,0,15,4,0,42,238,186,15,180,67,50,745,14466,2399,226,2823,1391,140,21459
CED326,19,126,4,17,6,3,170,7,161,6,10,6,0,189,25,749,29,54,46,6,901,91,392,75,111,71,5,751,138,155,35,128,67,7,528,659,170,59,298,279,9,1473,2978,153,67,727,302,28,4244,8441,35,34,1134,622,30,10294,3528,13,0,308,42,7,3903,884,5,0,88,14,0,992,267,0,0,21,4,0,290,80,0,0,18,3,0,102,34,0,0,9,0,0,36,46,0,0,11,3,0,65,287,140,19,129,61,53,700,17490,2107,331,3053,1515,143,24640
CED327,13,157,6,13,0,3,189,6,205,6,4,0,3,225,44,678,34,69,28,11,862,94,497,39,107,38,4,785,106,176,19,135,27,0,458,1041,207,23,216,54,11,1545,4261,174,55,815,296,20,5621,6619,42,32,1041,443,24,8203,2020,7,0,241,45,0,2319,526,6,3,78,13,0,614,128,0,4,25,0,0,160,33,0,0,10,0,0,45,14,0,0,0,0,0,16,16,0,0,4,0,0,23,308,157,22,162,61,61,783,15221,2321,249,2920,1018,140,21861
CED328,12,61,0,12,5,0,87,4,60,3,11,0,0,78,48,332,13,62,16,0,475,134,162,57,185,19,6,569,96,70,13,166,16,4,370,288,79,24,196,318,3,911,1477,50,24,446,199,5,2201,4577,24,13,788,178,3,5585,3318,16,0,579,76,8,4004,1630,9,4,269,35,0,1940,743,0,0,119,16,0,883,380,0,0,65,8,0,451,199,0,0,23,6,0,230,251,0,0,72,4,0,325,140,61,16,145,52,24,445,13295,927,182,3138,950,64,18557
CED329,8,79,7,38,54,0,183,4,136,13,20,17,0,189,37,559,71,134,42,7,856,187,223,62,335,92,9,903,392,83,25,423,66,8,1011,1023,72,23,709,100,16,1938,1825,27,26,804,101,11,2790,1485,20,12,540,66,12,2124,930,4,0,269,39,0,1243,534,0,0,133,19,0,683,325,0,0,70,16,0,407,148,0,0,29,13,0,190,94,0,0,27,0,0,129,243,0,0,112,18,0,369,146,73,13,267,119,46,669,7381,1282,267,3897,757,108,13694
CED330,7,20,0,24,23,3,74,3,11,0,10,14,0,44,47,110,11,129,64,5,358,77,43,17,160,48,4,349,138,36,10,215,53,7,456,505,28,34,367,66,8,1012,2042,37,17,640,110,17,2863,3132,7,4,570,41,13,3760,1022,0,0,281,19,3,1327,483,0,0,104,5,0,589,182,3,0,51,6,3,237,75,0,0,27,0,0,104,36,0,0,13,0,0,49,49,0,0,27,7,0,80,171,10,10,237,104,34,569,7968,305,96,2851,555,92,11865
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,13,147,39,32,8,0,236,10,327,64,17,8,4,428,84,1785,323,268,49,30,2539,235,707,725,385,71,21,2148,289,287,193,400,48,11,1230,1442,307,269,853,204,22,3099,3937,283,224,1748,256,25,6473,6791,189,133,1901,281,13,9305,3371,32,17,790,85,3,4295,1015,5,7,239,27,0,1291,348,4,3,87,8,0,451,153,3,3,56,5,0,218,85,3,0,35,0,0,130,112,3,0,68,17,0,200,209,222,102,307,104,72,1020,18093,4312,2108,7187,1165,200,33062
CED402,20,66,13,96,120,5,320,19,166,25,86,38,3,342,244,885,163,517,201,23,2025,1099,566,229,827,263,44,3019,933,211,70,779,136,11,2138,2274,188,56,906,163,26,3615,1787,51,22,650,74,7,2597,723,23,16,210,23,7,991,100,4,4,55,21,0,192,14,0,5,18,7,0,45,0,0,0,13,9,0,24,7,0,0,13,6,0,26,3,0,0,6,6,0,15,11,0,0,30,19,0,58,105,149,35,309,296,56,955,7338,2312,636,4505,1396,176,16362
CED403,7,82,7,31,6,0,135,0,177,19,21,0,4,225,63,1105,244,182,28,18,1643,121,556,514,332,29,14,1559,131,187,114,268,28,12,743,1009,205,175,608,49,11,2056,2669,144,115,1249,91,6,4270,3562,117,57,1354,86,13,5191,1788,18,9,501,34,0,2350,533,5,9,148,15,0,706,207,3,5,58,0,0,265,89,0,0,37,4,0,133,48,3,0,10,4,0,64,64,0,0,26,8,0,99,125,164,128,182,61,46,702,10413,2760,1405,5004,439,126,20142
CED404,14,256,68,143,121,5,606,21,553,87,93,71,9,833,277,1719,171,554,389,23,3144,1338,899,160,1073,411,30,3911,794,329,48,805,219,13,2213,1682,261,46,905,205,12,3107,1724,93,26,664,99,14,2619,703,25,6,258,62,4,1056,130,11,0,68,35,5,245,26,9,5,14,29,0,82,6,4,0,9,38,0,67,10,0,0,12,30,0,52,4,6,0,9,11,0,24,10,3,0,46,45,0,103,144,272,59,420,595,56,1543,6880,4434,680,5069,2352,182,19603
CED405,11,129,14,24,0,0,180,3,284,37,29,0,0,362,42,1545,131,159,28,18,1916,114,679,324,297,40,22,1473,174,254,96,323,38,7,884,1146,319,150,718,165,24,2524,2771,278,128,1368,159,12,4711,3597,129,72,1321,120,24,5256,1436,20,13,398,23,3,1891,449,5,0,100,10,0,564,196,6,0,37,5,0,241,75,0,0,17,3,0,95,44,0,0,5,0,0,45,38,0,0,32,7,0,84,128,227,48,213,62,56,730,10219,3875,1009,5047,660,160,20973
CED406,0,69,0,25,0,5,99,0,165,15,10,9,5,202,17,1078,64,82,17,13,1259,59,392,156,180,37,6,824,54,155,92,213,37,3,552,405,241,125,480,83,9,1336,2865,193,109,1474,82,15,4736,3233,38,28,871,47,4,4224,454,8,5,113,3,0,582,87,4,0,35,3,0,127,26,0,0,10,3,0,40,17,5,0,9,7,0,28,5,0,0,5,0,0,7,6,0,0,4,0,0,14,87,124,29,118,36,50,438,7312,2455,626,3617,365,108,14476
CED407,9,72,11,14,0,0,104,7,167,11,21,5,3,215,17,1004,61,101,33,9,1226,72,370,119,192,24,10,783,75,162,37,188,16,0,478,413,178,85,419,122,12,1232,2696,255,61,1385,202,16,4620,3326,68,16,904,141,6,4458,561,7,0,124,26,0,719,101,6,0,27,3,0,138,22,0,0,12,0,0,42,7,0,0,8,0,0,23,7,0,0,5,0,0,12,4,0,0,12,0,0,15,93,111,31,162,49,33,490,7408,2415,435,3578,625,89,14555
CED408,7,11,8,51,23,3,104,3,25,11,28,12,0,75,30,216,38,158,54,7,503,133,129,151,342,87,0,846,145,45,69,311,52,6,627,609,82,78,609,94,6,1484,2091,41,57,1003,87,12,3289,2264,13,15,656,59,10,3011,496,5,8,153,19,0,681,160,0,0,51,3,0,216,58,3,0,22,4,5,93,21,0,0,10,3,0,31,8,0,0,5,3,0,23,22,0,0,42,20,0,78,64,35,30,206,109,31,476,6113,602,479,3638,615,79,11522
CED409,13,118,18,26,9,5,187,0,242,36,14,11,4,305,69,1730,136,131,81,20,2162,284,771,293,274,51,15,1688,475,386,144,435,65,13,1518,2606,472,162,1177,491,42,4947,5405,250,96,1638,274,22,7680,2104,33,46,497,96,4,2788,213,11,6,65,14,4,309,45,0,6,24,0,0,83,15,0,0,3,10,0,24,12,0,0,3,3,0,19,0,3,0,3,0,0,9,9,0,0,7,3,0,22,180,263,65,217,97,82,901,11421,4280,1012,4517,1200,207,22634
CED410,0,76,19,29,5,4,132,4,131,50,22,0,0,210,57,900,215,183,31,10,1390,128,399,349,269,37,17,1197,154,141,103,270,19,3,695,940,148,137,589,135,18,1961,3091,118,88,1322,164,15,4804,4077,84,65,1260,120,17,5621,2010,8,13,498,37,0,2564,704,0,3,163,15,0,883,289,0,0,63,4,0,359,139,3,0,27,0,0,170,79,0,0,6,3,0,92,104,0,0,31,3,0,138,136,140,61,207,55,56,654,11914,2148,1091,4939,642,143,20881
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,19,36,3,19,4,0,84,4,63,8,9,4,0,90,28,414,57,93,18,3,627,198,290,109,170,31,3,798,333,96,41,263,33,3,767,956,160,40,589,287,4,2032,3114,108,13,1272,160,7,4674,4280,26,10,1174,104,15,5600,805,4,0,187,21,0,1013,147,5,0,33,4,0,189,43,0,0,7,3,0,62,15,0,0,9,0,0,24,0,0,0,8,0,0,12,14,0,0,11,4,0,26,164,86,18,189,71,41,567,10115,1289,298,4042,733,78,16556
CED502,12,53,8,25,6,3,108,5,75,17,20,7,0,118,49,429,69,123,23,5,697,131,323,125,179,56,13,826,332,135,47,274,46,13,850,1173,205,43,639,104,10,2180,3220,139,23,1422,199,18,5027,3017,40,35,1085,169,8,4353,811,11,6,246,33,6,1105,129,0,0,37,7,0,170,20,6,0,15,3,0,45,10,0,0,12,3,0,21,4,4,0,8,0,0,11,5,0,0,18,8,0,28,160,103,26,222,62,43,619,9077,1518,413,4308,725,123,16160
CED503,11,22,5,25,10,0,76,0,33,5,6,11,0,64,20,251,72,123,29,11,507,161,220,149,210,56,6,807,207,90,52,291,46,8,696,848,83,61,614,75,10,1689,2217,28,34,1051,108,18,3451,2370,21,44,819,88,15,3365,649,3,5,205,21,3,881,155,0,0,60,4,7,219,42,0,0,14,6,0,61,21,0,0,8,3,0,32,3,0,0,0,0,0,11,7,0,0,18,11,0,39,101,51,35,188,74,33,490,6811,817,464,3643,548,95,12380
CED504,11,98,15,24,0,0,141,0,177,12,17,0,0,215,33,1132,59,139,34,6,1408,69,449,118,205,18,13,871,85,186,30,206,30,4,539,575,257,55,481,92,4,1458,3200,190,32,1572,282,19,5301,3850,64,35,1583,248,30,5806,1004,12,0,322,35,7,1383,183,0,4,67,4,0,261,68,3,0,22,0,0,98,38,0,3,8,3,0,49,18,0,0,8,0,0,23,10,0,0,6,3,0,26,146,164,34,240,70,59,726,9305,2738,391,4901,823,148,18304
CED505,8,81,9,20,0,0,113,0,131,21,15,0,6,174,33,798,33,104,17,6,996,112,251,90,152,15,7,628,295,82,18,197,19,4,626,1186,117,32,420,164,3,1921,1872,66,23,791,137,4,2884,2938,42,25,1067,75,9,4160,2420,15,18,706,48,3,3206,1428,3,0,393,24,0,1852,925,0,0,235,4,3,1166,612,0,0,140,9,0,764,425,0,0,87,5,0,515,859,4,0,185,19,0,1061,174,89,24,219,57,24,588,13272,1689,289,4724,607,67,20646
CED506,72,544,434,57,2094,10,3218,13,432,303,40,329,8,1124,83,1132,313,304,1405,19,3262,329,836,205,416,661,26,2474,368,460,62,514,494,9,1913,778,667,105,697,668,15,2937,1379,539,122,824,651,7,3524,1436,164,47,692,518,13,2866,935,37,9,293,227,3,1501,618,10,4,132,98,0,862,374,11,0,93,74,0,558,253,6,0,74,62,0,398,168,5,0,40,44,0,259,275,3,0,159,303,0,745,361,413,170,575,1796,55,3369,7443,5266,1773,4920,9428,186,29014
CED507,4,40,5,35,15,0,107,3,66,19,26,14,0,125,31,587,65,145,62,11,897,86,369,183,213,89,7,948,193,146,53,337,78,4,809,569,189,44,595,122,8,1521,1851,119,29,1264,142,14,3417,2887,41,25,1194,122,12,4288,954,3,0,280,31,4,1273,206,0,0,96,10,0,314,50,0,0,28,35,0,115,13,6,0,18,9,0,43,4,0,0,12,3,0,28,24,0,0,62,29,0,123,132,93,33,268,174,37,728,7006,1662,462,4574,955,93,14743
CED508,13,113,10,13,9,0,150,10,143,14,12,10,0,187,25,912,64,103,11,0,1119,67,398,131,189,22,8,813,177,161,39,183,33,0,592,461,178,46,339,91,0,1119,1671,142,27,762,92,9,2704,3999,58,8,1267,111,9,5452,2067,12,0,571,41,0,2687,742,0,0,213,7,0,963,283,9,3,86,8,0,387,147,0,0,40,7,0,193,80,0,0,23,6,0,111,105,11,0,43,31,0,194,137,128,31,204,60,38,592,9979,2257,369,4050,531,75,17264
