CED_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
CED222,40,118,217,566,189,1293,118,743,64,3361,366,1579,1215,1581,1018,1630,729,1528,239,9885,2023,7630,3162,2537,2829,1730,2064,3037,742,25751,3216,6089,2510,1875,2514,1112,1380,1947,519,21162,2534,3780,2117,1742,2361,984,1508,2117,375,17511,1372,1920,1510,1166,1629,645,1449,1855,243,11786,304,511,367,293,448,192,350,442,73,2967,36,27,35,21,42,11,11,74,14,276,7,0,0,0,4,0,0,4,10,24,9882,21658,11140,9785,11031,7605,7605,11744,2279,92720
CED223,85,48,740,914,189,1437,121,1193,114,4842,279,434,1410,1223,412,666,402,842,101,5783,1357,2819,2659,2000,1149,872,842,1474,221,13382,2331,3262,2198,1719,1462,775,836,1294,235,14128,2877,3040,2010,1821,2035,1036,1137,1580,269,15794,2695,2496,1706,1695,1928,995,1246,1766,233,14755,1607,844,454,428,519,294,415,574,115,5252,544,84,36,26,57,30,33,79,54,950,59,3,0,4,9,6,7,11,20,109,11830,13026,11217,9841,7756,6122,5044,8796,1370,74992
CED224,55,93,359,707,180,1504,108,800,42,3850,276,944,1065,1091,725,1290,298,600,100,6385,1946,5359,2495,1510,1905,1063,647,862,283,16066,3898,6540,2281,1461,2618,1096,700,833,360,19784,4002,4873,2185,1667,2956,1199,879,1126,320,19202,2158,2610,1541,1165,2358,864,853,998,177,12712,495,767,413,268,660,258,230,312,63,3467,61,89,47,22,53,35,15,38,24,385,8,4,3,0,3,4,0,5,5,33,12900,21286,10394,7888,11450,7313,3728,5564,1379,81888
CED225,51,102,412,756,174,1347,72,764,41,3740,283,1134,1127,1320,814,1215,249,579,112,6826,1840,6110,2232,1613,1803,861,392,653,224,15725,3660,7600,1964,1287,2183,705,361,510,313,18586,3902,5795,1841,1528,2695,889,548,718,253,18172,2300,3772,1385,1224,2363,754,546,726,170,13228,614,1254,383,294,729,276,174,263,60,4044,79,140,41,27,76,26,25,55,19,482,6,5,0,0,5,0,0,4,8,39,12738,25922,9387,8042,10830,6073,2373,4269,1191,80830
CED226,51,207,127,1022,299,1371,97,670,32,3868,394,2119,673,1649,1314,1673,210,648,136,8820,2180,8272,1413,1373,1885,1125,295,529,311,17387,3891,7528,841,729,1638,800,174,284,338,16221,5259,7268,809,817,2225,959,195,322,290,18147,3170,5684,740,745,1780,698,185,337,188,13516,920,2171,211,231,724,229,74,157,79,4799,165,359,32,26,94,60,15,44,19,814,15,28,0,5,5,3,0,9,9,75,16049,33643,4851,6593,9964,6919,1239,3007,1395,83665
CED227,77,82,623,619,175,1637,142,1144,60,4572,351,779,1585,1199,857,1159,458,990,157,7541,1969,4431,3932,2452,2482,1380,1628,1833,426,20522,3034,5112,3135,2457,2806,1245,1786,1524,420,21517,2702,3135,2375,1862,2667,1099,1361,1407,316,16928,1574,1587,1396,1056,1706,678,1077,1006,173,10255,432,436,278,173,401,158,247,261,55,2440,108,46,29,8,29,17,7,32,31,309,20,0,0,0,0,0,0,0,7,37,10265,15622,13340,9835,11123,7384,6703,8199,1648,84125
CED228,57,85,359,407,153,1534,194,823,83,3703,358,804,1485,1209,859,1376,1089,1255,247,8681,1910,5880,3380,2949,3077,1694,3336,2355,721,25299,3351,7401,2935,3204,3808,1421,2959,1876,625,27578,1869,2673,1944,1921,2470,861,2060,1490,340,15633,1012,1261,1199,1091,1742,634,1470,1133,166,9712,230,299,230,177,301,123,266,257,44,1946,25,22,10,13,16,0,13,23,3,132,4,0,0,0,0,0,0,4,5,11,8818,18424,11549,10970,12427,7649,11384,9222,2245,92694
CED229,29,104,91,639,125,565,60,346,20,1972,469,1843,693,1809,1043,1154,238,591,142,7982,4446,14207,3114,3174,3593,2114,680,1632,617,33575,5626,9571,1554,1317,2526,1108,313,591,470,23082,4611,6287,905,969,1978,842,232,400,285,16502,2737,4199,646,725,1488,635,215,338,172,11155,892,1800,192,195,559,266,85,122,101,4205,138,287,27,19,74,56,12,28,36,679,11,16,6,7,8,8,0,3,6,60,18951,38321,7213,8858,11396,6743,1842,4043,1852,99209
CED230,154,41,628,507,120,1380,141,1079,84,4131,414,546,1233,926,444,736,316,1019,120,5759,1701,2966,2243,1841,1181,942,863,2360,335,14428,2481,2375,1704,1463,1393,782,878,1731,278,13087,3074,2301,1561,1822,1723,951,1082,1872,308,14696,3312,1918,1485,1729,1724,954,1390,2069,271,14845,1708,599,391,353,502,268,411,574,112,4921,509,51,43,24,53,32,33,85,92,929,76,3,3,0,4,3,0,4,24,119,13424,10798,9301,8659,7154,6046,5113,10797,1619,72910
CED231,40,86,229,575,201,1320,92,662,40,3248,337,1342,949,1202,1006,1224,300,678,126,7164,2307,7614,2215,1786,2478,1091,627,968,364,19450,3932,6768,1670,1230,2471,848,548,651,357,18476,3582,4706,1559,1324,2726,966,649,861,299,16677,1994,2954,1030,929,2118,670,650,682,194,11230,412,882,282,217,557,199,199,234,71,3053,49,70,32,13,37,29,12,38,18,300,4,0,0,0,6,0,0,0,6,20,12666,24429,7972,7278,11603,6344,3072,4782,1459,79615
CED232,51,58,719,750,156,1523,120,1035,79,4473,288,629,1596,1118,616,982,359,797,135,6524,1469,3793,3340,2108,1976,967,1022,1214,331,16221,2977,4935,3089,2283,2699,962,1235,1147,377,19697,3113,3702,2482,1949,2717,1024,1146,1143,271,17554,1881,2238,1566,1219,1971,746,908,863,199,11592,489,657,336,213,532,176,241,258,52,2963,156,71,40,21,43,19,25,37,22,432,14,3,0,0,5,3,0,0,9,32,10435,16082,13166,9656,10714,6402,5050,6487,1476,79482
CED233,50,206,107,907,217,835,55,528,47,2955,708,4197,1204,3621,2073,2395,418,1399,319,16334,6017,25007,4425,4909,5226,2797,1017,2423,827,52641,5146,11284,1794,1464,2346,958,420,783,449,24644,3369,5374,815,810,1412,538,287,454,240,13309,1902,3497,506,531,1078,376,254,384,124,8638,564,1323,139,116,319,134,53,93,38,2779,96,217,20,9,47,18,3,20,19,456,7,10,4,0,0,0,0,0,7,25,17850,51124,9012,12361,12714,8052,2506,6081,2070,121778
CED234,44,141,288,793,213,1475,86,731,49,3810,382,1575,991,1243,916,1555,245,668,149,7720,1837,6333,1843,1356,2008,1228,397,803,393,16190,3809,7072,1688,1219,2294,1088,399,564,367,18507,3936,5627,1811,1487,2680,1187,481,822,318,18355,2517,3666,1438,1229,2105,934,517,897,213,13532,682,1116,377,292,678,267,172,301,73,3963,143,194,50,32,93,54,17,45,25,661,13,9,0,0,11,8,0,0,9,52,13371,25734,8494,7661,10998,7797,2315,4836,1600,82794
CED235,78,39,595,646,127,1214,61,868,109,3745,268,418,1132,897,439,629,193,735,76,4793,1216,2426,2409,1555,1164,827,621,1411,214,11842,1831,2507,2012,1429,1382,736,702,1199,214,12013,2348,2384,1872,1616,1616,931,917,1447,235,13372,2142,2179,1589,1355,1665,859,1046,1427,219,12480,1155,740,429,324,466,262,279,464,90,4221,325,80,34,33,56,32,34,59,47,703,44,0,3,0,4,0,0,3,19,75,9411,10784,10078,7857,6924,5484,3856,7619,1220,63235
CED236,112,61,695,691,141,1519,122,1099,100,4532,361,575,1317,1104,445,721,300,982,117,5930,1474,2860,2454,1818,1189,840,784,1977,262,13662,2193,2538,1859,1531,1365,760,822,1729,244,13048,2732,2269,1809,1762,1858,1001,1243,1958,260,14886,2530,1864,1473,1463,1750,888,1314,1945,245,13469,1198,631,377,336,502,244,399,551,111,4349,314,58,37,9,50,27,34,71,51,660,50,0,0,0,0,4,4,0,23,86,10973,10866,10027,8726,7297,6000,5008,10303,1414,70626
CED237,59,76,366,401,147,1427,97,638,68,3276,321,900,1278,1197,858,1491,496,962,198,7692,1629,4817,3134,2370,2423,1380,1477,1715,487,19430,2457,4692,2665,2229,2798,1159,1696,1535,463,19699,1873,2351,2023,1704,2515,1057,1587,1605,296,14993,1029,1246,1376,1222,1782,759,1382,1425,203,10435,187,268,290,257,335,155,339,380,44,2252,15,15,17,5,21,14,12,34,23,156,6,0,0,0,0,0,0,3,4,11,7574,14358,11141,9391,10877,7438,7098,8296,1773,77938
CED238,145,29,644,668,131,1498,119,1219,114,4566,386,443,1095,951,380,662,300,1107,92,5415,1555,2746,2325,1689,989,853,729,2101,241,13231,2422,2804,1860,1409,1267,730,793,1547,200,13034,3087,2617,1791,1868,1690,925,1102,1775,270,15131,3134,2408,1480,1713,1681,904,1331,1884,239,14771,1885,810,379,385,523,282,350,604,143,5359,572,84,39,23,56,47,34,75,65,992,68,3,6,0,5,3,6,8,22,126,13255,11960,9613,8697,6718,5908,4759,10331,1393,72622
CED239,23,79,218,427,101,944,74,542,29,2436,317,1386,1145,1675,974,1308,358,1024,146,8347,2893,10861,3068,2931,3036,1526,928,1567,485,27305,3905,8719,1908,1456,2441,798,632,753,365,20978,2695,4767,1477,1125,2097,711,616,694,261,14458,1275,2481,1000,812,1540,513,554,668,145,8983,213,533,193,182,308,105,140,195,40,1911,26,42,13,10,10,13,14,33,16,180,4,3,0,0,0,0,0,0,4,14,11360,28871,9032,8636,10506,5921,3308,5486,1488,84604
CED297,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,4,4,0,0,3,4,0,16,3,11,9,8,0,0,5,8,0,44,9,10,11,3,4,0,8,6,4,56,0,8,7,3,0,0,12,11,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,36,22,4,0,29,33,5,170
CED301,91,85,624,774,226,1916,236,1315,118,5383,389,692,1524,1459,919,1040,717,1280,196,8225,1651,3519,3550,2964,2609,1475,1740,2073,424,20010,2288,3835,2725,2543,2652,1082,1711,1868,390,19096,2279,2815,2148,2253,2534,961,1708,1848,304,16850,1427,1822,1505,1600,1944,700,1355,1428,208,11983,390,409,304,274,408,158,272,279,55,2542,98,40,19,11,25,24,29,35,18,301,13,0,0,0,4,5,0,0,7,25,8621,13230,12397,11872,11325,7348,7772,10128,1720,84422
CED302,70,140,411,916,276,1746,239,1077,66,4943,332,1315,988,1310,961,1133,419,759,127,7335,1826,5490,2241,1550,2116,1068,762,1000,301,16351,3714,7146,2220,1504,2827,984,757,950,352,20446,3600,5547,1905,1605,2951,1003,860,1078,290,18844,1989,2920,1226,1024,2169,751,726,1011,161,11976,428,717,262,229,473,249,199,271,58,2885,61,82,18,8,66,36,10,40,26,343,4,9,0,0,4,4,0,0,15,32,12021,23368,9274,8150,11831,6972,3965,6190,1382,83160
CED303,87,81,725,1022,221,1724,276,1123,75,5335,241,719,1356,1167,747,916,356,753,108,6369,1350,2753,2661,1517,1816,881,716,1048,233,12968,2569,3646,2511,1638,2560,865,946,1119,296,16150,3173,3607,2327,1825,2966,1144,1046,1293,284,17662,2098,2549,1795,1486,2619,1054,1026,1200,172,13990,472,670,418,287,600,310,310,362,50,3476,68,73,33,17,52,39,14,38,22,341,9,5,4,0,0,0,0,0,9,21,10064,14090,11821,8953,11581,6931,4694,6940,1247,76324
CED304,78,246,280,1142,361,1321,177,801,39,4437,742,3463,1257,2891,2151,1908,450,1084,223,14176,3965,14451,3416,3684,3940,2098,912,2234,561,35265,4841,9853,1762,1500,2636,985,497,895,384,23351,4642,7528,1213,1171,2525,886,361,554,278,19162,2677,4433,741,683,1784,704,327,459,171,11971,596,1202,199,178,477,228,118,162,58,3228,110,176,20,11,63,60,8,17,22,493,7,0,0,0,0,3,0,3,11,36,17664,41358,8885,11261,13932,8208,2850,6213,1754,112122
CED305,79,65,856,867,264,1580,203,1175,100,5190,205,792,1478,1146,627,712,629,928,120,6639,1205,3022,3643,1730,1796,870,1870,1529,301,15959,1797,3020,3149,1601,1965,774,2272,1497,347,16417,2118,2456,2530,1639,2054,867,2548,1592,345,16153,1705,1858,1885,1329,1672,722,2223,1490,250,13131,641,470,396,262,396,184,478,364,85,3292,142,46,21,11,36,18,19,41,36,367,32,0,4,0,0,0,0,0,13,46,7912,11734,13955,8591,8810,5727,10250,8622,1585,77191
CED306,73,62,887,853,226,1837,179,1136,112,5371,297,875,1627,1319,653,740,548,1045,143,7254,1263,3155,3376,2024,1530,1007,1402,1946,286,15981,2093,3170,2906,1700,1912,930,1581,1385,321,15992,2463,2840,2454,1811,2196,1035,1976,1590,286,16651,1982,1979,1947,1304,1813,1010,1796,1624,234,13693,661,607,446,311,465,276,492,466,89,3805,185,56,37,23,52,29,29,61,32,505,15,0,0,0,4,4,3,0,12,43,9022,12750,13679,9342,8840,6870,8018,9255,1505,79293
CED307,88,91,654,998,266,1939,248,1186,71,5535,323,873,1296,1426,867,1035,384,751,110,7060,1499,3686,2718,1882,2213,964,899,995,267,15121,2934,5216,2553,1851,2759,880,836,977,324,18329,3416,4998,2299,1918,3210,1043,961,1141,295,19289,1848,2753,1500,1301,2307,827,841,910,168,12454,370,571,277,242,538,217,208,252,53,2719,51,36,22,20,44,24,29,34,10,265,0,0,0,0,0,0,0,5,6,8,10533,18233,11322,9634,12202,6923,4395,6246,1299,80789
CED308,94,102,554,901,230,1980,260,1207,113,5447,405,1056,1460,1578,871,1499,460,1039,176,8555,2012,4205,3249,2589,2271,1693,1188,1728,439,19372,3043,4432,3012,2197,2665,1393,1145,1488,406,19780,3261,3762,2633,2215,2951,1568,1213,1575,374,19558,2097,2340,1762,1557,2255,1256,1070,1392,250,13981,674,730,432,310,703,455,311,361,68,4040,111,75,40,25,75,62,47,37,21,503,6,4,0,0,8,0,0,0,8,34,11714,16706,13138,11378,12022,9909,5697,8828,1861,91263
CED309,80,84,667,1166,184,1638,176,1244,69,5303,294,621,1222,1399,558,940,261,819,121,6237,1489,3350,2663,2080,1515,1106,613,1269,289,14375,2504,4585,2694,1914,2035,1019,671,1239,291,16950,2936,4531,2394,2134,2500,1253,793,1371,299,18214,1997,2983,1739,1718,2190,1144,838,1251,208,14067,586,833,388,290,583,376,264,389,67,3776,97,92,20,13,53,51,23,34,30,405,9,5,0,0,0,0,0,0,10,27,9987,17073,11789,10718,9623,7535,3634,7608,1385,79359
CED310,89,101,774,1198,220,1883,202,1308,99,5876,319,733,1348,1446,717,1090,303,980,126,7058,1399,3828,2869,2106,1643,1149,681,1340,258,15271,2443,4349,2682,1944,2027,927,710,1235,310,16639,2733,4024,2349,2189,2549,1274,909,1374,273,17672,1907,2747,1609,1573,2105,1071,826,1287,194,13326,635,728,336,301,528,317,243,409,70,3564,119,81,26,16,45,39,22,45,38,426,8,5,0,0,0,0,3,0,9,31,9657,16593,11998,10788,9835,7751,3892,7986,1365,79859
CED311,67,38,788,612,179,1515,185,1207,97,4689,257,611,1271,758,491,584,615,1068,99,5760,1218,2267,2961,1448,1296,817,1788,1952,329,14076,1944,2285,2950,1486,1619,752,2132,1766,338,15276,2367,2115,2585,1573,1774,861,2388,1787,351,15802,2097,1520,1911,1111,1499,743,2219,1738,245,13078,1051,383,396,208,317,169,491,435,105,3550,407,37,30,12,58,16,29,73,54,712,38,0,0,0,0,0,0,7,6,65,9452,9246,12904,7204,7245,5456,9849,10031,1634,73017
CED312,95,84,694,763,255,1821,265,1294,115,5382,402,807,1721,1507,1023,1214,788,1344,210,9015,1906,3568,3806,2585,2774,1530,2038,2111,519,20836,2611,3812,3204,2304,2889,1232,1717,1900,452,20123,2443,2785,2516,2119,2770,1167,1791,1850,355,17800,1442,1602,1687,1371,2066,860,1444,1452,187,12106,333,399,383,264,458,237,340,344,71,2835,31,29,23,8,30,15,14,29,13,204,3,0,0,0,0,0,0,0,8,14,9269,13089,14024,10930,12256,8079,8400,10331,1938,88320
CED313,68,202,307,1166,295,1520,202,930,37,4727,570,3069,1151,2409,1792,1669,382,912,179,12139,3383,12528,3112,3033,3566,1605,881,1561,436,30104,4820,9739,2000,1490,2703,945,515,871,390,23469,4665,7052,1319,1230,2586,843,440,684,277,19084,2262,3883,829,786,1844,593,348,537,162,11242,457,944,176,148,458,177,132,181,29,2701,74,96,15,15,50,36,7,13,22,333,9,4,0,0,3,4,3,0,5,33,16312,37518,8908,10274,13287,7392,2906,5698,1543,103835
CED314,95,91,806,965,279,1695,158,1187,103,5373,311,906,1539,1556,790,905,319,996,144,7467,1321,3798,2788,2231,1856,1069,851,1703,242,15859,1983,3778,2076,1891,1895,831,904,1426,244,15025,2172,3342,1761,1807,2234,939,985,1400,195,14833,1699,2405,1316,1362,1820,697,1014,1256,172,11745,659,675,354,285,453,244,262,354,58,3337,184,76,32,29,59,32,22,61,36,537,31,7,0,0,0,8,0,5,16,70,8451,15065,10674,10127,9393,6412,4525,8398,1204,74247
CED315,78,114,653,1183,237,1892,176,1119,100,5555,367,1128,1504,2380,843,1196,519,880,147,8959,1448,4269,3066,3255,1935,1125,1123,1379,364,17957,2071,3831,2396,2252,2181,851,1142,1187,267,16184,2082,3244,1978,2127,2258,868,1209,1289,266,15324,1438,2140,1359,1562,1854,731,1162,1235,209,11691,350,581,326,315,430,230,309,379,50,2978,37,62,24,21,30,14,19,45,15,277,3,0,0,0,3,0,0,3,0,11,7876,15369,11309,13096,9775,6915,5668,7502,1412,78929
CED316,54,47,474,726,165,1427,125,954,89,4071,204,419,837,964,448,698,233,852,78,4744,887,2026,1781,1663,1017,869,591,1624,190,10648,1354,2466,1579,1732,1295,781,692,1212,200,11327,1586,2448,1581,1951,1684,913,949,1435,226,12773,1317,1864,1375,1743,1520,831,997,1449,158,11247,429,509,275,295,397,258,264,373,62,2871,107,52,25,17,46,23,27,40,43,380,7,0,0,0,8,3,0,0,12,33,5959,9833,7931,9102,6579,5792,3881,7961,1064,58090
CED317,81,61,794,586,193,1463,165,1309,127,4769,259,645,1313,814,502,616,435,1282,134,6005,1369,2671,2945,1819,1492,849,1386,2323,335,15187,2135,2483,2449,1716,1786,784,1464,1682,295,14790,2611,2334,2289,2054,2051,902,1824,1896,353,16319,2387,2083,1971,1628,1872,923,1814,1962,303,14943,1207,683,517,355,498,315,546,609,151,4879,389,69,42,30,66,42,44,84,55,819,34,0,0,0,5,3,0,11,20,71,10475,11025,12325,9009,8447,5891,7680,11150,1783,77781
CED318,69,89,559,879,218,1650,144,960,127,4700,283,766,1167,1376,571,779,328,779,147,6192,1395,4145,2884,2980,1643,1031,752,1509,301,16643,2389,4347,2605,2634,2043,989,898,1481,331,17718,2803,4149,2463,2618,2434,1282,1104,1624,353,18824,2076,3072,1746,1767,2081,1123,1037,1514,255,14676,697,924,425,367,571,370,300,422,93,4171,119,96,42,26,67,50,26,46,35,518,9,5,5,0,4,3,3,7,9,42,9835,17606,11893,12651,9637,7277,4591,8344,1649,83482
CED319,63,110,358,845,220,1546,175,921,44,4286,374,1256,1123,1625,1050,1188,454,773,126,7980,2250,6939,2816,2380,2754,1315,924,1308,397,21081,3540,7019,2239,1665,2753,903,792,1032,363,20310,3017,4950,1794,1648,2882,885,775,1042,282,17268,1478,2622,1246,1130,2081,672,684,1002,176,11088,316,640,273,232,517,192,195,284,33,2680,41,65,20,17,40,32,20,38,19,291,5,3,0,0,0,0,0,5,9,27,11083,23608,9869,9545,12297,6729,4019,6414,1431,84995
CED320,71,60,678,860,211,1875,241,1380,101,5475,357,525,1543,1332,790,1105,494,1278,180,7595,1500,2371,3230,2318,2087,1270,1197,2498,382,16855,2020,2747,2602,2191,2432,1048,1352,1738,331,16457,2127,2536,2377,2267,2651,1149,1607,1796,324,16833,1438,1693,1620,1639,1933,1018,1318,1512,205,12373,382,448,360,311,438,219,326,349,50,2875,51,39,12,16,32,26,18,39,22,255,6,5,0,0,6,0,0,6,14,24,7952,10428,12421,10933,10572,7697,6550,10596,1604,78752
CED321,94,56,770,658,169,1219,155,1155,110,4388,293,632,1064,726,441,556,339,1258,115,5422,1548,2040,2186,1260,1224,773,1010,2260,249,12554,2283,1956,1841,1316,1479,649,1070,1665,240,12492,2997,1840,1674,1569,1684,881,1442,1858,266,14204,2990,1567,1435,1308,1579,727,1515,1879,247,13236,1768,535,410,286,456,229,479,606,137,4898,629,49,41,22,56,42,60,97,70,1073,71,0,0,0,3,5,0,13,16,109,12679,8673,9417,7148,7085,5072,6066,10788,1446,68370
CED322,57,156,448,1117,209,1770,148,1088,82,5076,332,1042,1089,1552,735,1191,251,661,128,6973,1899,4968,2677,2120,1753,1252,512,988,347,16519,3128,5344,2606,1942,2161,1215,540,995,401,18329,3000,4243,2299,2013,2538,1399,650,1179,338,17661,1763,2424,1540,1466,2036,1130,645,1141,188,12327,518,805,396,318,582,372,273,356,82,3703,81,88,21,18,53,52,26,46,22,405,6,4,5,0,9,0,0,0,12,33,10779,19076,11073,10552,10074,8384,3038,6448,1608,81035
CED323,48,102,370,983,236,1574,151,854,101,4422,424,1308,1251,2083,981,1508,349,1033,226,9166,2339,5350,3505,3197,2140,1782,942,2075,472,21793,3003,4559,2572,2078,2069,1240,692,1421,380,18012,3006,3745,2064,2073,2470,1423,851,1497,332,17467,2042,2683,1516,1457,2075,1321,771,1313,243,13427,788,990,418,338,736,579,252,415,108,4632,149,125,42,33,104,107,33,64,37,698,12,12,3,0,6,6,0,6,15,56,11811,18875,11737,12242,10811,9542,4047,8687,1917,89674
CED324,62,159,314,806,212,1231,163,800,55,3797,385,1772,1044,1631,1094,1368,557,1047,211,9101,1898,7618,2591,2281,2397,1393,1277,1844,463,21763,3121,7639,2037,1636,2400,968,955,1166,408,20327,2620,5252,1576,1439,2176,737,724,1108,263,15895,1434,3060,1116,871,1562,499,643,913,152,10258,357,809,214,187,400,219,190,245,41,2668,77,98,24,11,38,24,15,37,19,342,0,5,0,0,6,0,0,0,0,14,9959,26415,8913,8870,10277,6435,4522,7171,1606,84164
CED325,71,127,375,740,275,1620,262,1088,96,4653,331,1007,1084,1375,989,1123,779,1107,165,7955,1614,4850,2758,2647,2558,1324,1778,1676,436,19644,2796,5660,2506,2442,2800,954,1693,1670,455,20980,2487,3788,2010,2058,2569,942,1545,1786,334,17529,1425,2178,1278,1227,1733,623,1236,1345,198,11249,295,547,269,255,394,177,264,297,48,2546,28,46,16,15,28,18,24,20,15,215,0,0,0,0,0,0,3,0,0,16,9048,18203,10293,10767,11357,6784,7589,8987,1747,84778
CED326,74,90,551,991,215,1694,259,1213,91,5180,330,883,1237,1475,858,1054,498,935,132,7394,1657,3913,2785,2476,2343,1309,1205,1451,394,17531,2868,5367,2736,2506,2981,1166,1363,1479,393,20865,2738,3971,2230,2333,3064,1182,1222,1502,292,18539,1523,2295,1404,1623,2150,903,1038,1248,214,12397,376,602,329,310,520,236,301,313,51,3044,57,57,34,30,43,33,22,32,19,310,4,4,0,0,3,3,0,0,9,29,9618,17184,11306,11745,12174,7572,5904,8179,1600,85290
CED327,74,85,430,589,237,1630,344,1162,94,4647,271,851,1104,1251,821,1071,885,1169,200,7619,1402,3712,2725,2108,2245,1301,1997,1962,459,17918,2350,4422,2633,2318,2906,1136,2067,1958,462,20251,1822,2721,2141,1948,2435,943,1816,1889,317,16026,1076,1652,1431,1259,1792,718,1536,1451,199,11125,280,436,307,261,458,211,330,354,51,2679,28,35,27,14,25,14,23,28,16,219,0,0,0,0,6,0,0,0,0,3,7313,13920,10804,9746,10925,7022,8992,9972,1796,80495
CED328,99,346,385,1464,419,1741,248,1050,54,5797,445,2402,898,2210,1398,1452,374,846,109,10126,1663,6833,1625,1730,1804,888,409,770,221,15944,3718,8863,1469,1270,2120,681,330,519,271,19245,4372,7868,1234,1273,2344,728,313,467,236,18832,2101,4520,795,756,1551,524,248,385,128,11009,562,1446,195,181,562,205,102,177,49,3477,111,203,25,20,79,39,13,19,14,525,15,13,3,0,7,0,0,4,4,43,13082,32499,6622,8903,10270,6267,2038,4233,1082,85005
CED329,66,57,587,738,152,1363,120,1039,75,4192,189,292,850,826,306,621,250,725,93,4152,814,1422,1801,1357,936,692,564,1148,178,8905,1727,2290,1690,1449,1276,753,693,1111,247,11237,2170,2794,1883,1873,1737,1062,951,1475,294,14229,1889,2156,1530,1615,1745,960,955,1479,216,12538,901,704,331,324,490,315,284,363,105,3798,226,89,30,23,72,50,26,38,49,600,19,0,3,0,3,7,0,3,14,48,7990,9792,8702,8202,6716,5810,3834,7376,1270,59694
CED330,109,100,851,940,251,1806,243,1492,109,5907,314,613,1462,1080,711,853,448,1128,134,6754,1571,2519,3032,1768,1910,957,1203,2219,355,15543,2753,3502,3110,1899,2553,1046,1393,1622,395,18267,3145,3196,2833,2141,2910,1163,1707,1836,402,19329,2164,2057,2026,1457,2130,897,1476,1621,255,14081,785,605,477,267,514,253,359,385,83,3723,235,69,31,21,58,34,36,38,38,561,16,3,3,0,6,0,0,0,13,45,11092,12666,13827,9570,11041,7003,6880,10333,1792,84215
