SOSR_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
SOSR401,14659,44099,33229,266490,3312,361788,243,1358,695,17814,385,20507,51036,900,1853,1570,254,55613,4783,852,484,2101,45,8264,8556,3061,1935,5797,96,19459,106971,43102,33498,253233,3913,440719,14112,405,1893,494,82,16983,2686,508,416,2287,25,5931,13984,5981,4106,53673,493,78235,18382,3850,1767,11915,230,36148,2719,613,287,1161,33,4818,39400,685,509,460,82,41135,18430,7142,4951,61476,589,92588,39856,10007,4204,33827,556,88448,4025,81,266,121,9,4507,2838,784,429,1263,20,5344,924,161,104,421,5,1620,2616,837,499,2416,41,6404,1360,507,276,361,32,2534,2179,1143,799,502,23,4638,9698,1650,1055,4161,108,16669,4126,397,429,885,50,5885,309,112,33,17,0,472,22938,8880,6896,58801,599,98109,4967,561,334,798,29,6691,3624,496,423,193,12,4752,3217,320,285,789,20,4630,2680,184,175,101,13,3156,19410,695,745,517,107,21482,4305,989,739,3066,35,9133,134454,10239,8028,15317,1178,169212,6245,463,406,4246,39060,50421,483820,87543,63819,552646,49061,1236891
SOSR412,723,3723,2884,31123,433,38874,22,127,65,2521,40,2779,527,29,47,107,0,719,207,43,19,116,10,403,938,320,213,739,14,2225,9281,3648,2989,27448,426,43794,796,43,156,40,12,1046,148,28,16,192,5,396,1137,544,391,6650,73,8799,271,105,35,340,5,756,116,45,23,88,0,272,581,39,14,28,4,678,1499,548,405,5809,61,8318,972,376,149,1588,27,3114,48,4,15,5,0,71,34,18,8,40,0,101,21,5,0,8,0,28,119,66,21,143,0,349,131,86,42,40,0,305,177,115,97,60,3,452,313,94,62,317,5,786,123,27,21,47,0,218,4,7,0,0,0,10,2327,765,588,6046,65,9795,93,19,3,25,0,145,363,39,50,17,0,471,189,34,13,75,0,315,93,11,7,9,0,119,98,22,17,7,0,142,351,91,52,247,6,744,3383,567,430,1082,61,5527,225,46,16,701,3917,4902,20331,6701,5025,60022,4918,97006
SOSR413,476,2837,2142,29096,467,35011,15,181,53,4811,91,5152,605,40,52,110,4,803,211,61,18,155,6,449,684,210,144,448,5,1488,6403,2971,2175,27255,477,39284,840,15,114,28,8,1008,149,40,32,190,6,413,986,468,309,6554,83,8405,212,78,40,295,10,635,91,23,19,47,5,183,378,19,18,30,0,438,1043,466,295,5684,64,7547,934,357,144,1371,22,2825,46,3,20,9,0,86,39,24,0,45,3,107,15,3,6,8,0,34,74,25,13,92,4,209,143,38,22,27,0,226,143,99,53,55,4,358,252,97,51,208,9,613,101,17,11,50,0,177,16,0,0,0,0,17,1356,629,458,6010,55,8509,42,17,10,18,0,83,161,39,28,18,0,243,101,21,10,50,0,182,24,5,13,24,0,70,186,10,12,4,0,213,261,68,33,254,3,625,2562,528,403,1203,44,4744,149,29,34,665,5147,6013,15231,5458,3844,59741,6201,90478
SOSR414,176,1056,834,10077,175,12318,4,23,26,438,15,502,201,4,12,15,0,238,30,10,0,25,4,71,311,97,70,214,3,700,2882,1152,833,9408,168,14436,206,0,30,12,5,249,62,21,11,62,0,150,414,195,122,3142,29,3900,42,16,5,66,0,132,38,11,10,23,0,85,64,4,0,4,0,69,454,175,117,1802,16,2569,163,78,57,338,9,642,13,3,4,0,0,18,9,4,0,12,0,26,11,0,0,0,0,11,20,10,8,39,0,73,92,15,9,8,5,129,57,31,35,13,0,133,97,14,6,80,0,203,29,5,9,10,0,49,23,6,4,0,0,26,506,261,186,2267,27,3246,8,0,4,9,0,17,50,18,3,4,0,69,34,8,8,19,3,57,9,0,8,5,0,19,41,0,4,0,0,52,118,21,15,88,0,242,1041,184,145,380,26,1772,62,9,12,202,1140,1428,5948,1947,1486,20294,1522,31188
SOSR415,746,3557,2931,39665,661,47560,13,121,79,3276,69,3566,464,17,35,96,7,627,193,41,21,135,3,393,905,275,188,595,13,1967,9265,3738,3076,33916,731,50725,725,18,144,43,12,944,171,41,17,227,5,460,1271,598,441,10289,159,12754,632,130,51,503,20,1337,108,43,11,82,4,243,597,29,23,50,5,707,1219,515,361,6657,103,8854,1027,416,178,1736,42,3392,47,0,13,3,0,61,45,19,14,61,0,136,26,9,0,6,0,41,119,49,23,177,0,371,210,44,47,29,5,337,212,89,80,42,4,428,337,80,47,305,4,778,103,13,16,42,3,178,22,3,0,3,0,27,1923,751,606,7170,132,10572,95,11,9,37,0,151,200,26,22,16,5,263,128,33,7,80,4,258,75,6,6,11,0,98,278,16,9,23,8,330,292,79,46,338,3,762,3384,522,439,1409,77,5826,183,52,33,881,5912,7056,20457,6553,5164,77079,7537,116778
SOSR421,165,921,757,11297,175,13310,6,35,11,1108,56,1212,75,3,15,32,3,132,34,16,0,4,0,60,287,65,57,160,12,583,2458,944,814,9663,228,14101,192,7,24,3,0,231,46,14,7,63,0,135,323,143,122,2712,48,3342,32,9,8,39,0,87,40,13,5,13,0,64,56,7,0,17,0,80,336,142,91,1959,21,2556,171,75,39,309,9,610,7,0,3,0,0,10,14,3,0,12,0,27,6,0,0,7,0,9,21,10,0,25,0,55,35,7,13,4,0,62,52,18,16,19,0,101,105,22,11,83,0,221,27,11,4,17,0,63,3,0,0,0,0,3,427,194,153,2082,38,2898,9,7,3,10,0,26,77,7,8,7,0,96,15,0,0,17,0,33,10,0,0,0,0,13,22,6,4,0,0,37,83,25,8,87,0,210,603,131,97,340,25,1195,23,15,7,258,1925,2237,4630,1648,1305,22017,2412,32004
SOSR422,89,509,398,6242,112,7355,0,29,9,1715,33,1792,30,0,0,18,0,55,40,11,6,18,0,72,189,35,35,103,3,363,1435,511,442,5566,143,8095,67,0,4,0,0,75,32,0,0,32,0,72,207,106,70,1447,23,1849,29,4,7,26,0,63,31,8,0,17,0,60,47,0,0,12,0,56,196,64,61,1189,19,1522,98,49,10,156,0,314,4,0,0,0,0,3,0,0,0,8,0,17,6,0,0,0,0,3,25,7,0,14,0,47,38,0,8,5,0,50,31,11,4,4,0,58,71,20,6,35,0,132,22,3,3,3,0,38,0,0,0,0,0,5,294,118,95,1198,25,1732,9,0,0,5,0,20,40,3,0,4,0,49,20,3,0,10,0,34,5,0,0,4,0,5,5,0,0,0,0,8,55,11,15,51,0,136,333,74,59,189,16,671,23,10,4,157,1426,1616,2775,930,725,13483,1726,19643
SOSR431,789,4164,3521,50973,644,60089,17,120,52,3547,102,3830,456,28,49,135,15,678,219,57,32,156,3,460,1247,383,280,689,22,2629,10543,4109,3581,42898,731,61865,491,12,147,52,13,704,221,42,38,283,3,595,1626,718,636,13901,144,17025,796,109,60,487,23,1476,203,63,8,97,4,377,346,29,27,35,5,441,1565,629,432,8728,106,11462,1642,484,181,2066,42,4412,41,0,15,12,0,58,55,26,13,80,3,174,32,6,7,23,0,67,135,42,44,121,3,347,185,60,27,24,7,309,286,155,97,81,6,619,394,99,71,372,4,941,176,26,18,77,3,302,21,4,0,6,0,32,2174,870,670,9999,122,13823,101,22,6,39,0,169,245,28,34,20,5,327,132,23,23,91,4,273,34,8,6,7,0,55,568,11,27,14,13,632,358,77,71,371,7,888,3509,682,552,1510,65,6316,196,41,45,1100,11033,12418,23334,7575,6233,99465,12621,149237
SOSR479,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,8,7,13,0,0,8,6,34
SOSR501,28287,90857,74661,361200,4260,559261,575,2722,1695,31754,699,37446,101070,2242,4247,2937,522,111021,9139,2601,1408,7403,145,20693,20093,5500,3732,10049,183,39558,286096,81242,64814,299968,5402,737527,33922,535,2663,592,132,37847,9366,1087,931,2416,71,13867,23022,5053,4237,23805,359,56474,5880,1999,1060,5162,70,14169,3004,543,353,835,31,4767,66703,2255,1599,1690,189,72444,67326,14882,10927,82283,983,176398,44640,14634,7144,44490,613,111529,7461,114,404,118,16,8110,1887,431,240,505,9,3071,6333,1088,690,2228,60,10402,1923,671,368,1338,24,4322,17791,2483,1619,781,179,22849,12542,4924,2953,1448,101,21960,11532,1829,1531,4038,97,19023,4410,356,601,727,37,6132,2227,318,94,55,19,2713,67644,16959,13122,74413,921,173060,6337,554,350,635,40,7908,22927,2184,1897,571,100,27673,7566,617,556,1704,56,10505,5449,468,303,355,24,6609,20411,511,931,412,68,22328,11260,1988,1396,4093,64,18805,246912,18960,18991,20337,1931,307127,12089,991,834,5148,76150,95213,948214,161077,127978,672926,90077,2000278
SOSR511,626,3316,2570,21152,204,27866,13,159,67,2212,40,2493,711,19,56,57,5,849,71,34,31,139,0,270,741,237,145,431,5,1557,7852,3303,2592,18729,251,32727,1048,8,101,22,6,1189,168,29,15,128,0,356,706,193,139,1335,19,2404,95,43,13,188,6,344,42,14,6,31,0,89,714,30,19,53,3,813,1673,494,415,4251,37,6869,1066,510,194,2590,20,4376,135,4,16,0,0,157,65,13,10,9,0,96,18,10,9,38,0,72,27,18,16,32,0,96,907,148,99,43,13,1213,424,218,110,81,5,843,321,85,82,225,5,713,123,6,15,23,0,177,47,3,6,0,0,56,1874,634,547,4044,44,7140,47,3,8,12,0,65,823,54,62,29,0,965,139,17,22,101,0,277,46,3,8,5,0,57,114,5,17,3,3,138,252,83,45,202,4,580,3214,423,421,768,44,4869,194,42,32,329,3460,4054,19047,5900,4538,39362,4004,72840
SOSR512,973,5043,4369,34080,455,44914,22,305,164,6096,142,6727,855,35,85,148,5,1129,173,69,39,293,9,585,1169,376,215,829,21,2610,11820,4771,3917,28780,512,49799,2010,37,206,59,14,2326,325,49,45,163,6,579,1138,312,288,2296,33,4065,97,58,28,156,0,344,97,21,12,47,0,174,975,46,52,93,5,1173,2179,842,605,7250,80,10965,1062,483,254,2611,45,4456,98,0,15,7,0,118,24,8,0,18,0,54,51,18,15,68,0,153,72,36,12,59,4,182,1338,187,168,77,33,1794,759,338,193,127,9,1430,381,98,73,303,3,855,121,18,25,49,0,212,164,16,4,6,3,196,2741,1013,760,6465,66,11047,55,9,7,15,0,93,926,110,68,46,6,1159,243,30,15,131,3,419,88,6,11,3,0,114,268,9,17,3,0,300,437,115,83,308,4,949,5598,722,791,1428,72,8608,344,68,64,680,8999,10155,28905,8829,7154,64564,10211,119662
SOSR513,645,2757,2584,18520,208,24712,14,372,175,7013,174,7750,679,48,52,186,11,974,118,50,28,162,6,363,581,204,127,374,20,1297,8228,2522,2122,14271,270,27422,1286,25,145,46,3,1510,307,27,24,103,0,465,765,217,164,1421,17,2584,89,31,15,106,0,245,55,16,9,23,0,102,788,43,21,43,0,898,1826,456,349,3982,46,6659,617,282,127,1238,16,2281,66,0,12,0,0,79,20,3,5,6,0,37,58,15,7,36,0,112,41,34,14,49,0,130,1099,157,94,64,20,1425,630,229,119,65,9,1050,209,46,39,133,0,429,70,4,14,34,0,128,104,9,10,10,6,130,2061,536,455,3473,39,6565,48,9,5,13,0,74,626,57,85,21,3,789,214,9,22,48,3,303,69,8,13,5,0,94,117,0,12,0,3,141,292,52,37,142,0,518,4116,555,610,1619,70,6959,268,37,32,379,11427,12146,20297,5058,4265,37181,12161,78955
SOSR514,234,1336,1160,8022,109,10859,0,45,32,951,11,1040,158,20,12,32,5,222,27,25,11,64,4,125,248,73,33,179,3,541,3061,1257,1082,6783,147,12328,272,6,43,6,3,335,145,12,31,40,0,226,375,105,79,531,10,1101,25,9,8,41,0,89,19,7,4,6,0,47,139,17,5,19,0,189,617,246,163,1601,27,2660,367,157,44,605,7,1178,50,0,0,0,0,50,5,0,0,0,0,3,9,0,3,9,0,17,12,3,4,15,0,29,162,42,26,4,0,235,169,87,64,31,0,353,191,30,28,108,3,363,29,9,6,15,4,60,8,0,0,0,0,9,706,275,175,1570,20,2749,28,0,3,3,0,34,149,27,25,12,0,202,74,0,10,13,0,95,17,3,4,3,0,36,38,0,5,0,3,49,139,36,21,92,0,278,1065,205,223,274,17,1789,64,19,19,133,2048,2286,6575,2303,1893,14690,2338,27798
SOSR515,792,4022,3441,27130,472,35850,21,332,172,6929,182,7642,629,29,49,109,3,818,173,65,34,202,6,475,915,287,192,612,17,2013,10297,3809,3181,21758,580,39622,1327,14,115,39,5,1501,306,39,26,135,3,513,934,243,240,1897,31,3339,86,41,21,134,5,289,89,20,13,25,7,150,454,39,21,56,7,573,1992,643,461,5161,84,8342,1095,411,221,1937,27,3689,55,6,10,0,0,67,27,5,7,20,0,55,95,28,10,67,3,194,58,26,17,43,0,143,949,146,126,55,28,1309,635,274,171,87,11,1180,317,66,43,197,6,633,59,9,16,36,4,130,66,10,3,6,0,87,2458,779,682,4991,85,8990,80,5,0,18,0,108,460,79,61,19,0,612,151,17,13,83,0,268,38,7,4,3,0,50,150,0,16,3,3,168,387,72,50,205,8,711,4245,572,526,1242,114,6705,246,58,48,473,10129,10956,23381,7096,5722,51692,11416,99305
SOSR521,318,1545,1273,10606,281,14021,14,132,48,4738,141,5079,145,9,7,41,5,211,40,22,5,67,8,136,324,100,65,164,0,662,4075,1477,1128,8613,282,15576,541,0,39,4,6,586,105,16,13,37,4,176,392,106,101,628,28,1251,33,14,9,37,0,88,51,9,6,3,0,69,153,21,10,25,0,208,783,244,169,2060,51,3302,339,136,68,642,11,1197,10,0,3,0,0,14,3,3,5,0,0,10,26,0,3,3,0,34,18,9,0,12,0,44,304,50,51,30,11,448,202,90,63,15,6,373,111,33,20,80,4,246,33,10,7,5,0,57,18,4,0,0,0,19,994,324,255,1907,41,3513,21,5,4,5,0,36,194,19,23,9,0,243,67,15,3,38,0,119,18,8,0,4,0,26,54,0,0,0,5,57,158,32,13,112,3,321,1277,207,168,362,50,2055,102,16,25,228,5098,5474,8501,2712,2079,22335,5830,41457
SOSR522,123,786,635,5606,93,7245,3,63,12,5196,84,5359,69,0,0,17,0,98,41,14,0,51,0,109,189,59,31,83,4,358,2213,787,682,4660,114,8454,150,0,13,5,5,170,43,3,0,17,0,62,180,39,40,397,7,665,11,10,0,12,0,35,10,5,0,10,0,23,89,10,7,13,0,128,415,137,111,1198,21,1883,162,71,36,296,5,565,7,0,0,0,0,8,10,0,0,7,0,11,8,0,0,5,0,13,8,4,0,4,0,23,139,9,16,3,3,175,114,39,25,9,5,197,61,13,11,35,0,124,13,0,6,11,0,27,19,0,0,0,0,17,509,161,140,1051,18,1888,13,5,0,4,0,23,71,8,8,5,0,97,32,0,0,10,0,51,5,3,0,5,0,12,22,0,7,0,0,25,75,22,18,35,0,148,614,116,84,256,11,1079,43,11,11,137,2433,2636,4293,1403,1086,14748,2744,24271
SOSR531,1447,7362,6687,51329,723,67551,46,267,154,7058,124,7659,1200,48,89,180,14,1545,523,157,93,545,14,1330,2195,636,448,1069,28,4380,23128,7079,6311,42661,862,80039,1125,12,130,28,17,1305,704,56,73,261,3,1100,2246,523,518,3668,56,7017,222,89,38,233,9,586,166,41,30,70,5,309,661,80,47,85,8,878,4454,1217,967,10357,170,17158,2639,973,476,3950,83,8124,86,0,14,3,0,107,46,7,12,23,0,94,153,43,23,107,0,329,143,62,26,115,0,344,1299,124,102,46,15,1594,1203,396,289,136,19,2042,640,140,100,358,11,1245,163,13,30,84,3,291,89,7,5,3,0,101,5183,1508,1286,10218,147,18339,150,40,9,34,0,235,1312,110,100,38,0,1563,341,40,21,173,3,576,81,19,17,22,0,132,409,15,23,13,0,461,784,154,133,462,4,1535,6718,1077,997,1761,117,10676,365,86,56,784,31956,33246,46904,13055,11083,96691,33819,201544
SOSR579,20,58,69,409,3,557,0,0,0,41,0,45,21,0,6,0,0,25,3,0,0,11,0,14,27,11,4,13,0,54,334,60,75,381,3,853,47,0,0,0,0,46,8,0,0,0,0,11,24,11,0,56,0,97,0,3,0,5,0,10,3,0,0,0,0,5,17,0,0,0,0,17,97,8,6,142,0,259,32,12,6,36,0,73,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,5,31,0,0,0,0,36,18,0,4,0,0,29,9,0,0,0,0,14,12,0,0,0,0,12,5,0,0,0,0,5,132,15,11,106,0,266,3,0,0,0,0,0,9,0,0,0,0,6,6,0,0,0,0,6,5,0,0,0,0,5,5,0,0,0,0,5,7,3,0,7,0,16,139,9,6,16,0,176,17,0,0,7,1357,1376,803,107,119,850,1369,3250
SOSR603,1019,6726,4491,58457,677,71372,33,246,117,7299,98,7793,8023,120,233,298,33,8704,346,104,40,207,7,709,1388,574,370,1335,11,3687,10924,6538,4372,58985,827,81644,1108,36,244,39,3,1429,397,89,73,315,12,877,1740,640,425,4189,46,7043,804,214,71,607,9,1704,203,107,28,135,5,476,3384,83,82,105,5,3664,2083,1377,839,16554,168,21015,1334,545,177,1802,23,3884,506,18,54,27,3,615,113,37,22,63,0,234,38,7,4,16,0,69,85,66,23,115,0,292,155,101,62,87,0,405,387,221,134,165,3,912,929,312,138,778,7,2165,286,42,36,126,3,502,32,23,11,3,0,72,2631,1610,1057,12926,97,18321,172,36,17,42,0,271,440,77,54,45,0,613,393,48,32,122,3,590,366,15,10,16,0,409,957,16,17,22,3,1014,461,159,105,525,6,1261,16004,1621,1157,2783,146,21716,650,67,39,1147,7798,9702,48505,12372,8163,118399,9554,196998
SOSR611,378,2511,1884,27487,368,32637,8,94,57,2740,49,2944,1480,37,60,152,5,1742,61,25,7,59,0,146,683,297,214,759,10,1961,3911,2359,1723,26467,381,34838,427,15,139,23,5,604,99,32,19,143,4,294,507,254,141,1804,18,2725,92,36,9,91,3,233,52,36,8,50,0,147,1018,44,22,24,5,1102,726,401,279,6223,57,7687,382,217,53,709,10,1375,123,0,15,9,0,147,33,13,5,14,0,66,12,0,3,5,0,27,26,14,12,44,0,92,76,49,25,45,0,203,119,89,55,53,0,320,217,68,37,185,0,506,96,6,10,29,0,139,27,8,6,4,0,50,998,586,413,5517,47,7553,23,3,5,3,0,38,133,26,19,13,0,187,110,5,9,54,4,187,127,11,8,6,0,147,235,5,15,4,0,257,155,36,36,154,0,383,6042,466,444,886,62,7899,220,27,24,596,3240,4099,15719,4455,3271,53436,4082,80963
SOSR612,160,1134,831,17472,299,19893,6,72,46,3172,25,3319,383,12,8,58,3,469,26,20,0,16,0,58,266,108,70,264,4,705,1943,1075,775,15521,346,19656,225,13,74,18,6,340,39,3,10,60,0,108,239,97,47,955,14,1349,41,14,5,46,0,108,26,10,6,6,0,51,332,11,6,19,4,374,332,175,112,3456,46,4110,85,64,6,235,3,392,26,0,0,4,0,35,13,8,0,4,0,29,5,3,0,0,0,8,33,9,4,30,0,71,45,17,17,22,0,104,84,44,28,50,4,198,76,17,14,62,0,161,25,5,0,20,0,45,24,6,0,3,0,33,503,240,194,3027,40,4008,19,4,0,3,0,26,60,6,7,3,0,79,58,0,0,29,0,91,48,0,10,6,0,64,73,3,4,0,0,79,90,18,15,77,0,199,1466,190,143,576,30,2412,79,23,15,435,1827,2380,5661,1975,1418,33005,2485,44541
SOSR613,45,317,248,4785,63,5456,0,16,11,954,7,995,42,0,0,18,0,66,4,4,0,6,0,15,188,50,29,153,0,416,589,296,226,4563,94,5767,47,0,18,3,0,67,15,4,7,19,0,41,50,18,7,231,4,319,9,9,0,11,0,26,10,4,0,3,0,23,31,0,0,6,0,46,101,47,30,973,11,1156,30,11,10,54,0,116,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,8,3,0,0,0,13,8,3,3,0,0,20,21,18,10,13,0,66,21,8,4,9,0,41,3,0,0,0,0,8,3,0,0,0,0,5,139,68,55,874,11,1145,4,0,0,0,0,7,8,0,0,4,0,11,8,3,3,13,0,24,7,0,5,0,0,9,0,0,6,0,0,10,29,5,5,26,0,62,215,52,39,149,3,461,16,5,0,97,495,613,1375,550,416,9431,676,12450
SOSR614,49,468,312,6425,91,7344,3,29,13,1051,14,1107,37,0,0,25,0,63,8,3,0,11,0,31,99,40,28,51,0,221,802,442,315,6015,133,7714,45,6,21,0,0,73,25,4,0,22,0,59,118,51,19,435,3,624,18,6,0,20,0,49,9,9,0,12,0,27,20,8,10,7,0,44,160,68,51,1266,22,1566,34,17,9,102,5,165,5,0,0,0,0,6,0,9,0,3,0,9,0,4,0,0,0,9,7,0,0,10,0,19,21,5,0,10,0,34,34,21,13,9,0,80,24,14,7,34,0,74,14,7,0,6,0,18,0,0,0,0,0,0,219,116,82,1018,15,1448,10,0,0,5,0,15,15,3,3,0,0,25,17,3,9,13,0,30,3,0,0,0,0,4,7,0,0,0,0,5,41,11,4,16,0,81,282,87,60,215,8,647,15,11,7,150,810,980,1699,817,564,12369,1034,16477
SOSR615,250,1814,1261,24393,382,28103,3,95,44,3495,35,3669,302,22,28,90,6,440,37,21,10,35,0,101,635,211,134,530,3,1514,3960,1738,1300,22088,456,29541,236,7,65,12,0,326,108,7,9,116,0,240,465,184,85,1432,26,2193,61,12,9,68,0,155,60,21,10,24,3,110,213,12,32,19,5,285,676,331,199,5039,69,6311,224,121,37,433,4,813,42,0,6,6,0,56,14,4,7,18,0,45,0,3,0,4,0,13,39,13,5,42,3,95,71,27,22,14,0,146,136,66,39,51,0,300,141,37,29,124,0,328,59,3,5,25,0,95,10,0,3,4,0,15,904,401,277,4234,44,5863,29,3,4,21,0,56,122,16,16,11,4,162,58,14,6,37,4,117,11,7,0,3,0,27,16,4,11,4,0,32,146,44,22,129,4,342,1714,323,217,666,23,2947,82,29,22,639,2744,3506,8647,3242,2268,46271,3639,64064
