POA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
POA2487,..,3,110,511,582,571,582,300,66,2712,..,26,136,141,130,110,64,23,8,639,..,0,6,21,53,19,10,6,4,120,1360,..,..,..,..,..,..,..,..,1360,..,306,..,..,..,..,..,..,..,306,..,246,87,52,34,23,4,0,0,454,..,14,10,4,0,15,23,10,7,71,..,23,21,7,14,12,4,0,0,74,..,23,40,16,26,47,29,8,6,197,..,8,19,51,81,145,181,105,35,623,17,27,22,20,10,17,17,9,0,138,0,0,0,0,3,0,0,0,0,4,1374,681,458,816,939,954,923,458,122,6720,..,4,194,597,601,607,515,222,36,2770,..,44,172,139,131,112,58,15,0,668,..,4,37,107,132,64,38,34,22,441,1205,..,..,..,..,..,..,..,..,1205,..,349,..,..,..,..,..,..,..,349,..,149,49,26,11,14,6,0,0,266,..,17,11,6,5,27,33,25,21,149
POA2488,..,0,48,131,122,125,85,42,16,573,..,10,40,38,27,32,14,0,0,158,..,0,0,6,17,11,3,0,0,35,344,..,..,..,..,..,..,..,..,344,..,58,..,..,..,..,..,..,..,58,..,71,38,8,3,3,0,0,0,126,..,10,3,4,0,9,4,0,0,22,..,4,6,3,3,7,4,0,0,30,..,9,14,3,6,11,10,3,0,56,..,6,7,12,25,41,18,12,8,135,0,3,9,3,4,8,5,0,0,34,0,0,0,0,0,0,0,0,0,0,340,162,156,200,213,254,136,67,23,1558,..,0,66,143,127,123,82,36,9,585,..,10,58,29,29,30,6,0,0,164,..,6,9,38,42,30,4,4,5,132,318,..,..,..,..,..,..,..,..,318,..,78,..,..,..,..,..,..,..,78,..,48,19,4,3,0,0,0,0,78,..,5,0,0,3,3,12,4,0,29
POA2489,..,3,66,294,272,219,289,211,43,1409,..,14,67,97,77,56,45,12,0,370,..,0,5,13,20,6,6,6,7,52,838,..,..,..,..,..,..,..,..,838,..,125,..,..,..,..,..,..,..,125,..,106,49,26,14,11,0,0,0,203,..,10,3,6,3,3,8,0,3,33,..,3,12,10,4,3,3,0,0,36,..,0,8,3,11,6,11,5,3,52,..,7,9,19,44,45,64,47,21,255,0,13,7,4,8,8,7,3,0,59,0,0,0,0,0,0,0,0,0,0,841,285,225,477,444,366,432,288,81,3447,..,4,126,347,252,244,290,158,23,1435,..,16,82,107,78,65,38,8,0,398,..,3,24,82,82,35,12,8,7,266,780,..,..,..,..,..,..,..,..,780,..,174,..,..,..,..,..,..,..,174,..,67,26,10,5,11,6,0,0,122,..,11,3,3,3,16,15,12,9,76
POA2490,..,0,10,15,15,37,18,6,0,113,..,0,13,9,12,9,3,0,0,42,..,0,0,4,0,3,0,0,0,10,69,..,..,..,..,..,..,..,..,69,..,14,..,..,..,..,..,..,..,14,..,15,8,0,4,0,0,0,0,25,..,0,4,0,6,0,0,0,0,8,..,0,0,0,0,0,3,0,0,3,..,0,0,0,3,0,5,0,0,6,..,0,3,5,4,9,4,0,0,20,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,68,32,39,34,37,65,37,11,0,326,..,0,14,21,19,38,20,4,0,115,..,3,11,11,6,11,3,0,0,43,..,0,0,0,5,3,0,0,0,14,64,..,..,..,..,..,..,..,..,64,..,14,..,..,..,..,..,..,..,14,..,4,4,0,3,0,0,0,0,13,..,0,0,0,0,4,0,0,0,5
POA2500,..,34,764,1185,1100,1167,1080,706,233,6269,..,327,975,311,211,167,78,23,3,2094,..,3,5,58,114,79,19,13,15,310,2508,..,..,..,..,..,..,..,..,2508,..,788,..,..,..,..,..,..,..,788,..,560,346,133,109,51,6,0,0,1202,..,100,105,34,32,29,22,15,3,354,..,111,161,33,7,12,5,0,0,337,..,1192,1159,154,89,73,33,8,3,2706,..,160,505,428,449,550,376,227,106,2796,40,81,71,38,38,32,13,8,0,333,4,0,12,0,0,4,4,0,0,21,2552,3356,4099,2366,2160,2163,1646,1015,374,19723,..,53,1003,1252,1135,1147,1037,576,97,6294,..,470,940,279,200,152,62,12,0,2113,..,28,113,240,388,212,87,86,59,1212,2384,..,..,..,..,..,..,..,..,2384,..,743,..,..,..,..,..,..,..,743,..,351,222,70,49,39,13,0,0,752,..,135,83,25,29,72,56,47,36,483
POA2502,..,10,208,332,318,314,330,257,85,1855,..,59,189,89,76,52,27,6,0,501,..,0,6,21,53,38,14,11,7,154,1149,..,..,..,..,..,..,..,..,1149,..,233,..,..,..,..,..,..,..,233,..,258,204,112,83,48,9,0,0,722,..,30,30,25,29,29,23,11,7,183,..,9,27,12,9,16,8,0,0,81,..,29,43,18,26,36,19,14,0,178,..,15,57,59,126,194,117,91,38,701,17,10,23,18,10,14,5,0,0,100,0,0,0,0,0,0,0,0,0,0,1160,651,783,698,733,738,554,389,140,5846,..,22,279,387,311,325,313,198,45,1877,..,87,182,84,62,50,24,7,0,491,..,34,105,133,129,78,42,62,46,634,1099,..,..,..,..,..,..,..,..,1099,..,257,..,..,..,..,..,..,..,257,..,186,100,41,47,22,4,0,0,397,..,23,22,3,15,33,38,36,23,193
POA2505,..,5,74,143,122,163,136,74,41,760,..,11,83,44,33,30,16,0,0,215,..,0,7,16,30,15,4,9,7,86,418,..,..,..,..,..,..,..,..,418,..,84,..,..,..,..,..,..,..,84,..,99,71,32,35,33,4,0,0,280,..,14,9,3,10,11,0,6,3,59,..,8,7,3,3,0,0,0,0,24,..,13,18,7,3,13,5,3,0,67,..,11,32,36,52,77,74,29,18,342,7,3,7,13,8,3,4,0,0,52,0,0,0,0,0,0,0,0,0,0,429,249,300,300,297,349,252,125,71,2378,..,6,101,145,140,169,119,65,17,766,..,26,81,47,35,39,15,0,0,234,..,3,30,48,60,27,16,31,20,248,393,..,..,..,..,..,..,..,..,393,..,88,..,..,..,..,..,..,..,88,..,70,35,18,6,10,3,0,0,138,..,18,8,3,6,5,10,13,8,62
POA2506,..,12,98,187,222,267,222,103,40,1153,..,28,105,62,52,46,23,11,4,326,..,0,9,19,27,20,7,8,9,98,692,..,..,..,..,..,..,..,..,692,..,167,..,..,..,..,..,..,..,167,..,203,154,62,42,21,8,0,0,495,..,31,9,8,7,7,6,3,0,78,..,6,10,7,10,6,3,0,0,45,..,14,25,11,14,17,12,7,0,101,..,8,23,44,65,75,83,44,22,369,12,10,16,16,18,7,5,0,0,90,0,0,0,0,0,0,0,0,0,0,704,483,455,418,457,471,368,169,70,3605,..,14,145,197,242,285,185,75,17,1153,..,43,113,63,58,50,18,5,0,345,..,20,70,103,92,62,43,26,22,433,671,..,..,..,..,..,..,..,..,671,..,158,..,..,..,..,..,..,..,158,..,133,66,22,17,7,3,0,0,256,..,12,12,0,6,18,20,21,14,105
POA2508,..,3,157,414,458,429,280,116,18,1878,..,26,134,100,84,60,24,4,0,436,..,0,6,6,36,17,0,0,0,77,967,..,..,..,..,..,..,..,..,967,..,243,..,..,..,..,..,..,..,243,..,259,108,28,24,7,3,0,0,427,..,5,12,8,10,6,11,8,3,58,..,12,13,10,7,3,3,0,0,43,..,11,20,11,12,3,5,3,0,63,..,6,17,20,32,59,40,30,6,219,5,11,8,6,8,6,4,0,4,49,0,0,3,0,0,0,0,0,0,6,973,569,479,606,679,601,370,161,28,4462,..,4,229,465,442,414,246,82,7,1886,..,43,142,110,81,46,14,6,0,445,..,0,13,38,81,43,11,8,9,206,965,..,..,..,..,..,..,..,..,965,..,268,..,..,..,..,..,..,..,268,..,162,60,22,6,7,0,0,0,254,..,5,5,6,0,10,10,4,4,47
POA2515,..,5,124,452,534,540,460,195,32,2336,..,18,121,125,113,101,48,13,3,541,..,0,0,10,38,13,8,6,6,81,1169,..,..,..,..,..,..,..,..,1169,..,335,..,..,..,..,..,..,..,335,..,201,119,28,15,12,4,0,0,388,..,9,3,6,3,11,9,7,6,58,..,7,13,11,4,8,4,0,0,46,..,24,58,15,8,13,12,4,0,145,..,10,22,43,48,96,91,38,17,363,15,20,10,10,10,11,8,3,0,81,0,0,0,0,0,0,0,0,0,6,1189,634,476,698,781,810,636,271,62,5552,..,0,177,507,571,554,401,139,13,2370,..,25,161,129,113,97,50,11,0,587,..,0,14,56,91,61,10,19,19,271,1030,..,..,..,..,..,..,..,..,1030,..,363,..,..,..,..,..,..,..,363,..,126,88,13,11,7,5,0,0,251,..,12,9,0,5,14,32,17,19,103
POA2516,..,0,91,312,325,285,201,95,16,1321,..,11,51,72,61,36,20,5,0,249,..,0,0,4,15,8,3,0,0,45,766,..,..,..,..,..,..,..,..,766,..,182,..,..,..,..,..,..,..,182,..,166,65,23,13,13,0,0,0,280,..,19,8,0,5,5,12,5,0,49,..,9,12,3,3,3,0,0,0,30,..,3,23,0,3,8,0,4,0,43,..,0,15,27,34,55,44,31,12,226,11,15,8,4,6,5,4,0,0,47,0,0,0,0,0,0,0,0,0,0,781,402,272,452,471,405,283,142,36,3235,..,0,124,342,331,282,182,62,12,1333,..,6,71,69,67,22,17,8,0,258,..,0,7,42,67,40,19,8,8,193,655,..,..,..,..,..,..,..,..,655,..,241,..,..,..,..,..,..,..,241,..,84,43,13,7,8,0,0,0,154,..,11,7,3,4,10,12,9,11,59
POA2517,..,5,162,537,589,468,422,271,61,2512,..,24,174,137,92,73,35,6,0,536,..,0,3,27,43,19,11,9,0,119,1281,..,..,..,..,..,..,..,..,1281,..,373,..,..,..,..,..,..,..,373,..,307,138,47,36,16,4,0,0,545,..,20,17,3,7,16,14,4,3,90,..,9,20,4,5,0,0,3,0,42,..,24,51,4,15,14,15,3,0,119,..,11,49,59,84,127,102,82,35,534,10,10,15,10,9,8,9,3,0,76,0,0,0,3,0,0,0,0,0,4,1296,776,628,832,871,742,610,376,105,6232,..,4,232,607,605,478,385,214,29,2560,..,33,201,137,102,70,25,4,0,573,..,9,44,122,158,89,27,22,25,505,1270,..,..,..,..,..,..,..,..,1270,..,404,..,..,..,..,..,..,..,404,..,178,98,16,17,24,4,0,0,341,..,10,9,7,10,17,39,15,10,112
POA2518,..,9,274,600,613,678,537,339,95,3148,..,54,341,178,151,91,45,12,6,876,..,0,16,44,80,51,24,12,10,227,1632,..,..,..,..,..,..,..,..,1632,..,396,..,..,..,..,..,..,..,396,..,422,267,91,72,36,9,0,0,903,..,41,52,16,21,27,17,22,11,210,..,24,32,12,10,14,9,0,0,95,..,96,118,21,34,40,25,15,4,355,..,20,81,122,165,244,230,118,65,1047,24,30,27,20,13,22,17,5,3,176,0,0,0,0,0,0,0,0,0,5,1656,1108,1207,1113,1160,1208,917,522,192,9076,..,13,375,673,635,680,494,262,51,3191,..,84,374,186,136,80,38,18,0,911,..,19,86,216,231,164,53,47,45,867,1547,..,..,..,..,..,..,..,..,1547,..,478,..,..,..,..,..,..,..,478,..,251,155,36,25,16,9,0,0,492,..,29,22,3,21,45,41,51,5,222
POA2519,..,8,233,595,586,602,515,391,107,3038,..,58,199,144,98,70,37,12,8,628,..,0,8,23,67,40,14,15,15,191,1449,..,..,..,..,..,..,..,..,1449,..,366,..,..,..,..,..,..,..,366,..,353,232,79,83,46,3,0,0,799,..,27,28,8,12,23,7,7,4,117,..,37,51,7,11,3,7,0,0,115,..,196,195,29,23,27,23,18,0,511,..,19,72,87,121,167,147,106,48,758,18,27,20,9,17,19,11,4,0,121,0,0,0,0,0,0,0,0,0,5,1465,1085,1048,984,1022,998,757,554,190,8101,..,13,339,637,620,587,524,298,53,3072,..,81,225,133,99,60,26,12,4,628,..,7,51,151,179,106,52,42,39,633,1338,..,..,..,..,..,..,..,..,1338,..,416,..,..,..,..,..,..,..,416,..,226,115,29,28,30,3,0,0,439,..,39,20,11,10,38,32,39,24,224
POA2525,..,5,201,542,583,458,414,279,52,2538,..,22,117,78,55,35,16,6,0,333,..,0,9,21,32,17,5,7,6,93,1202,..,..,..,..,..,..,..,..,1202,..,398,..,..,..,..,..,..,..,398,..,291,142,65,43,16,0,0,0,566,..,22,20,9,6,10,8,4,5,82,..,19,16,4,5,3,0,0,0,49,..,43,46,7,15,20,7,7,0,139,..,11,32,39,54,68,76,64,28,371,18,10,11,11,8,4,7,0,4,69,0,0,0,0,0,0,0,0,0,0,1219,826,590,779,799,638,543,368,97,5849,..,10,291,590,615,433,407,192,24,2565,..,25,133,88,56,38,15,0,0,355,..,4,34,64,124,57,28,21,16,349,1162,..,..,..,..,..,..,..,..,1162,..,418,..,..,..,..,..,..,..,418,..,188,82,22,16,8,0,0,0,321,..,18,12,7,5,16,28,31,12,131
POA2526,..,6,344,637,650,727,559,280,70,3276,..,58,237,124,106,59,31,6,0,626,..,0,6,29,42,34,15,7,4,136,1551,..,..,..,..,..,..,..,..,1551,..,441,..,..,..,..,..,..,..,441,..,444,250,83,53,26,0,0,0,858,..,27,31,19,10,24,26,9,9,152,..,21,30,12,7,11,5,0,0,75,..,25,46,17,11,18,18,7,0,136,..,11,42,49,88,109,72,55,30,458,21,26,22,25,10,13,9,0,0,125,3,0,0,0,0,0,0,0,0,8,1575,1059,1010,999,978,1014,721,368,105,7832,..,15,437,682,702,720,493,211,34,3294,..,82,242,122,98,59,21,6,0,643,..,11,86,130,144,96,34,35,11,552,1464,..,..,..,..,..,..,..,..,1464,..,464,..,..,..,..,..,..,..,464,..,316,133,38,16,5,6,0,0,524,..,25,9,7,19,34,42,22,19,177
POA2527,..,17,642,986,938,945,759,357,80,4715,..,137,562,232,195,123,41,16,4,1309,..,3,22,61,58,54,20,7,7,239,2733,..,..,..,..,..,..,..,..,2733,..,489,..,..,..,..,..,..,..,489,..,680,329,109,62,27,3,0,0,1209,..,67,40,23,28,24,27,15,10,244,..,39,47,18,22,6,7,8,0,148,..,37,52,31,42,38,25,9,0,242,..,22,98,73,101,159,132,62,43,693,32,42,44,31,17,22,13,7,0,212,0,0,0,0,4,0,0,0,0,8,2761,1535,1850,1572,1465,1397,1035,478,142,12238,..,34,827,1004,954,971,674,260,35,4764,..,204,584,220,189,101,40,11,0,1342,..,37,192,255,268,143,60,44,29,1020,2510,..,..,..,..,..,..,..,..,2510,..,614,..,..,..,..,..,..,..,614,..,504,197,29,22,17,8,0,0,783,..,59,30,16,20,62,85,40,32,334
POA2528,..,4,245,524,598,761,809,576,127,3645,..,101,325,195,182,134,62,35,10,1042,..,5,31,48,91,53,39,28,16,313,1910,..,..,..,..,..,..,..,..,1910,..,430,..,..,..,..,..,..,..,430,..,590,331,164,136,75,11,0,0,1312,..,76,57,18,30,57,32,22,11,291,..,30,28,27,19,17,7,0,0,131,..,34,55,17,44,48,41,15,4,263,..,28,93,119,192,329,279,194,79,1315,43,34,34,28,35,15,15,7,4,219,0,0,0,0,0,0,0,0,0,8,1957,1327,1204,1150,1322,1489,1304,883,250,10877,..,22,355,570,650,801,785,453,56,3691,..,139,337,187,196,128,53,27,0,1071,..,48,212,295,290,201,108,83,52,1297,1757,..,..,..,..,..,..,..,..,1757,..,396,..,..,..,..,..,..,..,396,..,404,162,62,48,44,10,0,0,736,..,60,20,12,23,53,69,56,32,332
POA2529,..,14,421,1120,1245,1210,1100,492,123,5725,..,76,356,216,180,143,81,34,5,1084,..,3,7,65,82,58,29,15,10,267,2681,..,..,..,..,..,..,..,..,2681,..,681,..,..,..,..,..,..,..,681,..,817,388,133,92,43,7,0,0,1471,..,55,46,21,19,30,30,19,3,237,..,35,40,15,22,9,6,3,0,128,..,50,60,26,16,35,30,18,4,235,..,22,91,104,126,162,153,109,34,796,45,46,36,24,21,24,14,8,10,224,0,5,3,0,0,0,7,0,0,18,2725,1798,1445,1724,1804,1718,1435,696,188,13543,..,18,639,1203,1323,1230,966,373,51,5805,..,131,393,218,187,123,70,22,3,1148,..,30,136,257,284,161,58,54,36,1015,2498,..,..,..,..,..,..,..,..,2498,..,829,..,..,..,..,..,..,..,829,..,582,240,50,37,31,9,0,0,945,..,62,30,14,23,84,63,41,31,351
POA2530,..,13,654,1259,1255,1241,1131,691,144,6390,..,151,549,313,247,165,64,18,0,1509,..,11,30,78,100,76,34,25,11,358,3389,..,..,..,..,..,..,..,..,3389,..,775,..,..,..,..,..,..,..,775,..,949,445,175,122,49,9,0,0,1762,..,102,52,41,29,37,46,29,17,339,..,53,54,35,18,22,4,3,0,187,..,49,93,29,37,57,35,11,4,310,..,27,112,143,184,238,206,176,68,1161,50,45,44,35,32,22,18,5,5,261,7,0,0,4,0,0,0,0,0,11,3448,2175,2032,2100,2028,1910,1552,954,247,16443,..,26,857,1381,1284,1195,1097,540,71,6461,..,207,568,301,237,145,46,16,0,1524,..,36,238,396,366,206,77,89,42,1456,3206,..,..,..,..,..,..,..,..,3206,..,863,..,..,..,..,..,..,..,863,..,647,267,77,51,38,4,0,0,1094,..,77,36,9,28,83,87,79,33,430
POA2533,..,3,188,553,618,794,894,515,123,3689,..,26,215,133,100,93,67,36,0,677,..,0,3,14,45,23,4,6,7,114,1400,..,..,..,..,..,..,..,..,1400,..,352,..,..,..,..,..,..,..,352,..,331,143,46,44,23,5,0,0,601,..,35,12,8,16,17,14,15,7,114,..,14,12,6,11,6,6,0,0,47,..,16,35,12,7,11,19,11,4,118,..,8,35,39,74,133,141,87,43,556,22,29,42,21,22,16,14,8,5,170,0,0,0,0,4,0,5,0,0,8,1423,815,676,842,932,1117,1171,669,180,7829,..,4,267,615,669,878,849,362,77,3719,..,60,209,130,107,91,63,15,5,675,..,11,41,95,123,70,35,25,27,422,1275,..,..,..,..,..,..,..,..,1275,..,417,..,..,..,..,..,..,..,417,..,180,104,28,20,20,4,0,0,356,..,14,10,4,8,19,29,34,24,138
POA2534,..,0,54,168,220,257,266,160,21,1155,..,5,72,47,31,37,21,9,0,221,..,0,0,8,12,11,6,5,0,41,476,..,..,..,..,..,..,..,..,476,..,120,..,..,..,..,..,..,..,120,..,105,55,11,12,10,0,0,0,199,..,10,5,0,3,3,3,5,0,32,..,8,8,3,3,4,3,0,0,32,..,17,15,3,0,3,8,0,0,51,..,6,17,15,17,38,45,28,11,177,7,18,16,12,10,9,3,0,0,64,0,0,0,0,0,0,0,0,0,0,482,292,239,272,312,370,357,206,39,2566,..,0,94,198,237,279,259,109,11,1183,..,13,84,48,26,29,18,9,0,224,..,4,8,29,40,27,8,9,0,130,431,..,..,..,..,..,..,..,..,431,..,154,..,..,..,..,..,..,..,154,..,71,22,8,3,5,0,0,0,109,..,0,5,0,4,4,8,12,3,42
POA2535,..,0,71,201,222,350,503,299,77,1717,..,15,67,46,44,76,46,18,4,318,..,0,3,12,18,11,13,3,0,58,543,..,..,..,..,..,..,..,..,543,..,120,..,..,..,..,..,..,..,120,..,99,52,27,21,8,3,0,0,220,..,4,7,3,4,8,9,9,4,53,..,8,13,0,3,9,0,0,0,36,..,5,3,7,8,10,18,8,3,70,..,11,20,21,35,68,100,93,37,374,23,15,15,13,6,12,8,6,0,102,0,0,0,0,0,0,0,0,0,0,565,282,255,345,352,551,709,434,126,3623,..,4,110,229,231,407,481,244,30,1730,..,21,76,48,48,77,51,13,0,335,..,6,22,46,54,32,7,19,16,191,509,..,..,..,..,..,..,..,..,509,..,119,..,..,..,..,..,..,..,119,..,77,42,9,12,8,3,0,0,141,..,9,0,0,0,11,12,15,12,67
POA2536,..,11,152,346,468,683,1021,585,131,3402,..,60,191,142,149,176,120,34,8,874,..,0,17,29,63,43,18,12,6,197,1286,..,..,..,..,..,..,..,..,1286,..,261,..,..,..,..,..,..,..,261,..,287,161,73,69,44,8,0,0,634,..,59,22,23,19,22,31,13,9,192,..,29,29,14,17,5,5,4,4,100,..,23,45,28,30,59,40,14,3,233,..,28,60,76,176,229,290,163,47,1079,51,43,31,22,32,27,17,11,5,239,0,0,0,0,0,0,0,0,0,6,1332,798,711,749,1025,1289,1550,836,207,8498,..,14,232,407,518,800,977,431,55,3440,..,85,209,141,159,180,88,31,7,903,..,30,122,163,179,91,54,45,31,721,1265,..,..,..,..,..,..,..,..,1265,..,247,..,..,..,..,..,..,..,247,..,221,64,32,31,19,11,0,0,368,..,20,7,0,19,48,45,32,25,202
POA2537,..,0,101,232,330,517,782,373,93,2427,..,28,130,102,102,155,98,18,5,629,..,0,8,16,30,34,15,3,4,118,841,..,..,..,..,..,..,..,..,841,..,196,..,..,..,..,..,..,..,196,..,195,107,57,38,22,0,0,0,418,..,16,17,9,16,15,17,7,9,110,..,17,26,8,15,13,9,0,0,78,..,20,24,11,18,40,35,6,0,148,..,8,34,46,80,211,168,109,49,708,16,19,27,20,17,21,19,0,0,138,0,0,0,0,0,0,0,0,0,6,855,502,452,511,639,1027,1150,526,149,5816,..,9,136,264,402,621,686,299,45,2463,..,47,158,96,128,154,62,19,0,664,..,5,45,85,109,67,28,29,18,378,736,..,..,..,..,..,..,..,..,736,..,184,..,..,..,..,..,..,..,184,..,128,51,13,13,11,4,0,0,228,..,16,9,0,8,15,25,30,16,120
POA2538,..,0,10,75,78,122,159,53,21,516,..,3,19,11,18,18,17,7,0,95,..,0,0,5,4,0,0,0,0,14,211,..,..,..,..,..,..,..,..,211,..,34,..,..,..,..,..,..,..,34,..,23,14,4,11,0,0,0,0,62,..,6,5,0,0,8,5,0,0,25,..,5,0,0,0,0,0,0,0,5,..,0,5,0,0,0,5,4,0,18,..,0,0,4,5,20,29,16,5,90,7,5,0,4,0,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,219,77,65,106,119,176,226,79,22,1097,..,0,24,76,89,144,133,39,10,519,..,12,18,19,20,14,17,4,0,105,..,0,7,12,19,6,7,5,0,59,166,..,..,..,..,..,..,..,..,166,..,57,..,..,..,..,..,..,..,57,..,26,11,11,3,4,0,0,0,54,..,8,5,0,0,4,9,3,6,34
