SA2_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
312011340,70,533,504,187,133,1427,190,1616
312011341,72,816,1179,481,248,2795,211,3004
312021342,259,1970,2201,838,412,5687,419,6103
312021343,98,544,517,166,86,1412,108,1520
312021344,76,1289,1983,717,333,4402,296,4699
312021345,0,3,3,0,0,8,0,8
312021346,246,830,397,108,40,1616,323,1942
312021347,28,116,108,26,15,295,38,332
312021348,103,1105,1757,644,369,3973,175,4150
312021349,182,1120,841,285,154,2590,205,2796
312021350,51,555,868,321,187,1984,260,2238
312021351,51,693,1192,532,319,2792,370,3153
312021352,105,1209,1626,739,429,4108,448,4561
312021353,72,793,1156,577,413,3010,313,3325
312021354,38,599,926,374,134,2074,145,2219
312021355,72,454,483,179,93,1281,93,1374
312021356,229,1077,972,327,159,2760,222,2978
312021357,46,616,1139,603,392,2791,250,3042
312021358,191,889,879,269,144,2380,213,2587
312031359,487,2215,1783,504,264,5243,479,5723
312031360,0,0,0,0,0,0,0,0
312031361,135,1162,1246,514,295,3351,308,3662
313011362,169,2615,2420,868,567,6641,306,6942
313011363,660,4609,3100,814,389,9573,446,10021
313021364,17,341,855,422,370,2010,64,2081
313021366,503,3383,2921,948,410,8165,534,8701
313021367,12,187,474,325,293,1295,54,1348
313021368,142,1352,1523,504,293,3812,212,4021
313021369,15,191,483,314,285,1290,66,1358
313021572,452,2346,2029,765,475,6064,557,6622
313021573,364,1524,1371,584,406,4253,301,4554
313031370,52,633,770,357,243,2055,297,2358
313031371,56,639,1008,506,446,2649,165,2809
313041372,214,1733,2109,915,712,5677,293,5974
313041373,556,3461,2699,984,661,8364,547,8912
313041374,30,424,685,352,417,1906,82,1995
313041375,85,1510,2889,1206,716,6414,210,6621
313041376,7,144,383,247,242,1025,35,1064
313051377,252,1285,1173,433,217,3356,206,3564
313051378,522,2350,1730,474,243,5317,344,5664
313051379,578,2327,1358,369,167,4799,335,5134
313051380,524,2641,2172,783,359,6473,322,6797
313051574,16,29,29,5,7,94,35,124
313051575,351,2324,2351,742,404,6178,242,6418
314011382,191,1525,2523,958,546,5743,109,5847
314011383,64,1301,2984,1207,788,6348,105,6450
314011384,26,472,1226,613,587,2924,168,3091
314011385,12,418,1195,517,328,2471,31,2496
314011386,163,2504,3943,1301,677,8587,156,8740
314011387,31,637,1748,856,726,3994,108,4106
314021389,187,2674,3694,1048,434,8038,263,8302
314021576,55,812,739,206,90,1906,148,2050
314021577,451,3164,2950,994,458,8012,426,8441
314021578,160,1592,2166,574,230,4723,205,4927
314021579,216,2556,3419,1023,398,7618,205,7827
314031391,123,1114,1447,505,280,3467,128,3602
314031392,205,1037,1013,278,155,2684,128,2810
314031393,122,983,1340,462,230,3134,105,3240
314031394,341,2143,1782,574,311,5164,286,5444
315011395,139,64,19,0,0,221,29,253
315011396,468,1498,734,232,127,3057,665,3726
315011397,39,414,181,51,61,752,143,894
315011398,207,119,45,19,8,405,69,467
315011399,172,366,180,45,38,809,172,976
315011400,69,610,685,330,246,1934,347,2284
315011401,288,454,196,63,42,1044,93,1144
315011402,555,353,100,24,3,1036,73,1106
315011403,55,413,574,220,107,1370,194,1563
315021404,352,1053,477,115,91,2090,332,2423
315021405,540,2384,2467,772,406,6566,776,7341
315021406,155,735,454,148,100,1600,383,1982
315021407,64,517,394,156,170,1298,233,1529
315031408,112,926,673,283,218,2202,217,2425
315031409,108,697,523,210,132,1667,227,1896
315031410,79,541,284,86,114,1096,227,1320
315031411,113,588,409,128,117,1356,103,1464
315031412,107,701,503,178,137,1627,223,1852
316011413,378,2556,2766,866,489,7047,239,7288
316011414,172,1976,2647,948,518,6266,256,6521
316011415,76,1267,1808,616,296,4068,150,4216
316011416,218,1420,1455,459,254,3806,244,4053
316021417,147,1269,1550,518,269,3754,115,3865
316021418,130,950,1028,356,212,2670,202,2875
316021419,335,1934,894,164,94,3421,268,3688
316021421,271,2043,2150,598,311,5371,222,5595
316021422,185,1228,1227,416,198,3255,165,3414
316021423,162,1589,1548,449,224,3974,176,4152
316021424,128,1552,1573,476,268,3996,196,4187
316021580,96,1756,2446,698,355,5342,170,5511
316021581,236,2012,1943,662,315,5168,277,5440
316031425,176,2411,2604,776,344,6308,312,6620
316031426,130,1896,1926,574,273,4803,263,5068
316031427,741,4899,3236,870,431,10172,786,10957
316031428,341,2419,1942,525,273,5499,348,5850
316051434,69,925,863,229,80,2157,127,2292
316051435,252,1898,1489,407,214,4256,180,4434
316051437,79,1089,1184,344,126,2821,137,2959
316051438,246,1655,1563,517,264,4244,240,4487
316051543,36,599,706,197,96,1639,67,1706
316051544,62,1251,1732,414,164,3627,159,3789
316061439,80,916,1285,562,374,3215,202,3416
316061440,107,1352,1386,517,318,3670,240,3907
316061441,42,627,897,395,295,2253,122,2374
316061442,74,1248,2314,932,640,5198,271,5473
316061443,53,767,1064,404,296,2596,185,2776
316061444,95,1035,1596,689,554,3969,205,4167
316071545,69,1252,1652,574,284,3832,137,3970
316071546,49,496,554,282,220,1599,81,1688
316071547,79,957,1826,764,594,4223,252,4467
316071548,518,2897,3174,1136,664,8389,475,8859
316081549,160,2303,3524,1568,1148,8700,498,9201
317011445,15,549,1159,525,383,2633,126,2759
317011446,384,2322,1887,537,211,5346,256,5599
317011447,475,1932,1375,400,209,4379,260,4639
317011448,170,1059,909,371,218,2729,182,2912
317011449,23,413,1025,497,318,2273,72,2343
317011450,59,1041,2253,947,604,4902,128,5037
317011451,51,820,1610,849,666,3994,271,4261
317011452,67,750,1224,385,188,2605,52,2657
317011453,445,1970,1289,322,154,4181,247,4432
317011454,199,1086,828,231,109,2460,172,2631
317011455,133,1318,1427,375,145,3399,103,3499
317011456,500,2669,1906,519,224,5816,371,6182
317011457,252,1580,1603,442,195,4073,159,4238
317011458,205,1471,2271,913,639,5492,221,5717
317011459,447,2693,1889,541,247,5811,261,6074
318011460,260,1236,1333,467,196,3483,373,3856
318011461,76,944,1189,466,341,3016,262,3277
318011462,217,1282,1042,312,149,3004,459,3459
318011463,29,476,469,253,211,1438,242,1678
318011464,181,738,642,216,81,1860,190,2048
318011465,80,972,1084,452,243,2827,204,3028
318011466,244,177,55,11,3,486,33,522
318021467,200,710,630,193,96,1828,164,1997
318021468,55,729,1347,473,211,2809,74,2886
318021469,116,558,478,145,64,1355,89,1445
318021470,27,640,1423,530,290,2912,62,2969
318021471,232,1493,1404,482,234,3844,324,4170
318021472,209,791,794,274,137,2203,141,2340
318021474,41,845,1066,360,182,2492,105,2604
318021475,356,1312,844,191,110,2812,289,3109
318021476,230,1141,1024,341,151,2885,288,3171
318021477,162,619,477,172,80,1505,113,1615
318021478,234,1120,740,174,79,2352,215,2564
318021479,247,894,599,181,106,2024,158,2181
318021480,128,1073,1368,575,321,3466,274,3742
318021481,279,1033,966,352,149,2778,188,2963
318021482,128,1724,2304,770,360,5280,216,5499
318021483,174,605,315,81,35,1204,112,1315
318021484,77,1053,1643,519,240,3532,159,3681
318021485,123,619,471,121,59,1393,84,1478
318021486,47,872,1021,415,291,2651,245,2898
318021487,62,1006,1171,366,128,2729,141,2868
318021488,177,962,789,201,97,2229,257,2483
318021489,17,370,787,294,226,1699,181,1886
318021490,365,2060,1315,312,118,4174,343,4515
318021491,121,740,709,254,138,1962,122,2085
318021582,60,1499,3241,1015,448,6264,321,6588
318021583,56,628,868,347,194,2087,127,2213
319011492,130,759,790,269,108,2047,88,2138
319011493,267,3166,3091,906,473,7910,294,8202
319011494,30,460,740,354,247,1838,88,1925
319011495,419,1235,667,194,91,2600,272,2873
319011496,143,805,819,308,129,2204,116,2322
319011497,223,1250,928,366,236,2997,192,3189
319011498,58,1009,1332,607,411,3418,290,3711
319011499,125,1511,1639,654,394,4322,525,4851
319011500,261,1320,1005,302,160,3037,124,3164
319011501,224,1044,749,239,100,2358,126,2481
319011502,320,1824,1430,493,265,4328,257,4586
319021503,153,876,875,351,256,2505,328,2835
319021504,53,718,809,307,194,2081,263,2344
319021505,288,1580,1383,512,248,4017,290,4303
319021506,265,1342,1182,475,286,3551,396,3946
319021507,25,339,579,315,224,1486,134,1619
319021508,57,573,492,230,178,1533,178,1714
319021509,157,1530,1454,591,294,4024,463,4488
319021510,0,0,4,0,0,4,0,6
319031511,141,1468,1124,330,117,3185,274,3455
319031512,455,2332,2014,656,356,5818,365,6186
319031513,148,1019,1105,402,209,2886,126,3014
319031514,95,1895,2974,1368,983,7315,575,7890
319031515,32,501,519,260,167,1481,165,1644
319041516,25,471,877,396,273,2038,59,2098
319041517,8,447,926,373,206,1960,59,2016
319041518,481,3093,2111,557,238,6481,399,6881
319041519,107,1000,815,282,115,2316,115,2436
319041520,595,3367,2098,606,287,6946,471,7418
319041521,296,2681,2090,646,371,6085,338,6421
319051522,136,1776,1731,552,322,4517,271,4788
319051523,93,458,380,162,92,1181,80,1258
319051524,781,3004,2243,775,437,7246,513,7761
319051525,61,1219,1530,576,412,3797,389,4185
319051526,69,685,900,355,218,2225,93,2323
397979799,4,0,0,0,0,7,4,5
401011001,3148,4070,975,113,58,8356,721,9081
401011002,381,1510,773,161,82,2900,109,3012
401021003,34,412,988,536,481,2444,109,2559
401021004,117,1633,2913,1129,712,6510,173,6682
401021005,52,443,648,288,261,1690,70,1756
401021006,70,953,1401,588,406,3421,150,3574
401021007,390,2838,3395,1078,621,8322,282,8603
401021008,35,507,1026,519,363,2452,145,2594
401021009,38,565,861,300,166,1940,83,2017
401021010,31,457,941,390,280,2097,95,2191
401031011,357,2627,2948,939,458,7334,123,7457
401031012,121,1088,1617,504,282,3616,63,3678
401031013,542,2839,2426,650,317,6777,139,6911
401041014,100,1017,1541,527,342,3529,65,3593
401041015,764,3448,3000,834,478,8530,300,8825
401041016,733,3686,3369,971,509,9270,253,9530
401051017,605,2512,1446,302,109,4963,237,5196
401051018,582,2376,1743,482,280,5456,168,5623
401051019,516,2242,1934,559,303,5544,177,5720
401061020,203,992,948,317,133,2587,62,2652
401061021,470,2232,2263,697,349,6016,181,6194
401061022,254,1190,1233,327,195,3196,127,3323
401071023,573,3028,2539,689,378,7213,174,7387
401071024,690,3503,3001,765,360,8314,220,8531
402011025,94,887,1313,619,481,3387,116,3504
402011026,648,3198,3007,1081,692,8618,372,8994
402011027,27,361,832,499,442,2171,105,2274
402021028,238,2262,2838,1022,519,6870,236,7109
402021029,623,2491,2146,624,309,6191,485,6673
402021030,926,1823,913,279,145,4085,402,4490
402021031,570,1841,1697,577,327,5006,310,5316
402021032,181,1711,2325,778,489,5476,204,5683
402021033,3,77,323,203,194,794,29,827
402021034,760,2095,1274,397,184,4700,451,5151
402021035,75,709,752,305,199,2049,149,2201
402031036,1041,3533,3203,976,549,9307,487,9787
402031038,736,3465,3228,886,389,8701,334,9027
402031175,398,2516,2592,687,272,6472,203,6674
402031176,247,1426,1511,478,211,3882,152,4034
402041039,0,0,0,0,0,0,0,0
402041040,410,2265,2173,692,329,5866,229,6094
402041041,303,1844,2140,802,457,5545,193,5739
402041042,0,0,0,0,0,0,0,0
402041043,392,1978,2341,921,442,6077,256,6334
402041044,290,1986,2345,870,521,6017,295,6310
402041046,770,2819,2116,682,388,6775,447,7223
402041047,433,2509,2449,917,545,6856,264,7120
402041048,542,2239,2255,768,378,6183,383,6566
402041171,249,1949,1980,588,284,5054,127,5180
402041172,228,1175,1039,378,193,3013,118,3132
402051049,178,1397,1541,521,308,3947,71,4016
402051050,115,1042,1349,508,316,3336,51,3387
402051051,107,1123,1791,636,373,4020,98,4124
402051052,613,2901,2345,724,345,6930,247,7175
402051053,332,2450,2948,1014,554,7309,169,7479
402051054,172,1749,2708,941,527,6103,119,6219
402051055,271,1912,2015,637,354,5188,140,5331
403011056,450,2441,2325,625,320,6151,179,6335
403011057,848,4177,3040,784,386,9230,302,9536
403021058,716,2685,2011,528,250,6190,202,6394
403021059,129,1435,2098,722,343,4732,67,4800
403021060,150,1087,1604,545,300,3682,77,3752
403021061,783,2982,2234,583,253,6838,337,7169
403021062,696,2751,2436,669,294,6835,205,7046
403021063,61,974,1661,599,292,3582,71,3645
403021064,707,2966,2352,571,238,6835,218,7050
403031065,45,497,743,303,176,1763,61,1827
403031066,129,875,1065,327,234,2625,58,2683
403031067,136,1410,2150,688,392,4780,73,4851
403031068,392,2025,2320,764,399,5906,123,6030
403031069,291,1999,2603,838,429,6164,102,6269
403031070,241,1318,1269,385,175,3385,106,3491
403041071,115,1309,1864,698,391,4372,86,4451
403041072,199,2255,2438,816,412,6112,305,6415
403041073,518,1619,1177,328,182,3826,325,4157
403041074,399,1979,1581,509,214,4673,219,4891
403041075,3,145,391,205,209,955,52,1008
403041076,13,338,739,287,163,1541,20,1564
403041077,73,962,1801,653,358,3846,81,3932
403041078,133,879,971,375,239,2595,107,2700
403041079,304,1226,1047,332,154,3053,198,3249
403041080,171,1802,2278,764,417,5435,110,5542
403041081,0,0,0,0,0,0,0,0
403041082,0,3,4,3,0,14,0,13
403041083,89,851,1143,430,271,2785,99,2886
403041084,387,2292,2000,642,325,5647,249,5895
403041085,353,1720,1503,434,187,4191,197,4394
403041086,236,1607,1588,494,262,4185,140,4320
403041088,31,332,564,226,169,1329,56,1385
403041089,182,1443,1703,618,400,4347,88,4440
403041177,254,2024,2209,609,320,5419,174,5592
403041178,194,1392,1604,543,292,4021,136,4156
404011090,250,1301,1301,420,187,3454,114,3571
404011091,521,2370,2341,761,400,6395,223,6615
404011092,439,2190,2409,734,427,6201,166,6366
404011093,887,3465,2560,700,321,7925,351,8277
404011094,265,1009,960,310,128,2666,76,2739
404011095,589,2962,2510,771,359,7200,275,7474
404011096,398,2430,2466,672,380,6344,305,6648
404011097,687,2905,2488,829,432,7342,288,7630
404021098,0,0,0,0,0,0,0,0
404021099,512,2670,2224,622,316,6352,229,6575
404021100,506,2275,2270,694,353,6097,225,6322
404021101,606,1986,1562,475,246,4866,245,5117
404021102,864,2622,2340,779,382,6988,387,7379
404021103,0,5,0,0,0,3,0,3
404031104,0,0,0,0,0,0,0,0
404031105,82,338,444,142,79,1086,49,1140
404031106,496,2080,1965,575,313,5429,158,5586
404031107,1086,4644,3646,1019,470,10867,347,11218
404031108,813,2983,2220,664,323,7001,257,7263
404031109,91,794,808,254,139,2087,73,2167
405011110,50,662,963,463,330,2465,144,2612
405011111,69,879,1346,679,504,3476,186,3662
405011112,30,492,945,475,375,2311,90,2405
405011113,46,320,431,216,188,1197,125,1324
405011114,133,1085,1062,404,288,2976,76,3051
405011115,69,713,760,236,162,1940,55,1993
405021116,90,589,681,234,110,1705,119,1831
405021117,48,594,781,338,264,2024,129,2154
405021118,53,565,609,281,217,1722,119,1836
405021119,179,1301,1352,615,418,3861,246,4112
405031120,74,590,699,320,232,1910,118,2027
405031121,137,831,758,353,281,2355,310,2668
405031122,648,2333,1820,660,350,5809,381,6188
405031123,47,402,449,236,157,1300,82,1382
405041124,101,752,803,291,194,2135,134,2270
405041125,105,862,887,294,142,2295,154,2450
405041126,107,814,709,183,121,1939,122,2062
405041127,126,1177,1240,426,298,3269,231,3502
405041128,73,734,734,246,133,1922,161,2085
406011129,93,382,395,140,69,1081,105,1194
406011130,89,883,1130,479,270,2846,173,3017
406011131,75,530,601,291,201,1698,137,1837
406011132,33,283,302,127,111,860,106,967
406011133,444,2271,2400,797,387,6295,488,6782
406011134,92,489,483,214,179,1459,181,1635
406011135,11,17,3,0,0,35,12,48
406011136,1115,3552,2805,1001,534,9007,689,9697
406011137,0,0,0,0,0,0,0,0
406021138,210,222,86,17,7,538,69,609
406021139,80,379,232,73,32,797,209,1001
406021140,39,399,346,122,97,1003,109,1112
406021141,104,536,262,82,102,1089,157,1239
406021142,547,2007,1687,598,307,5158,574,5738
406021143,38,389,547,223,96,1287,149,1433
407011144,257,2542,2022,578,315,5715,217,5929
407011145,98,745,761,276,175,2057,182,2236
407011146,112,954,1142,511,322,3041,137,3177
407011147,37,638,1132,633,486,2923,187,3117
407011148,394,3333,2435,680,314,7168,252,7420
407011149,63,993,1109,388,225,2786,143,2929
407021150,34,397,722,438,345,1932,158,2089
407021151,65,566,658,254,165,1705,97,1796
407021152,146,787,734,330,169,2162,121,2286
407021154,120,800,972,342,165,2398,186,2584
407021155,9,159,321,180,196,864,82,949
407021156,39,392,487,194,123,1225,81,1310
407021157,81,741,990,449,292,2553,243,2798
407021158,28,316,523,268,173,1306,114,1421
407021173,363,1974,2209,799,455,5799,370,6174
407021174,475,2347,2038,710,445,6020,310,6335
407031159,114,770,922,463,303,2571,150,2718
407031160,185,755,558,195,87,1773,152,1928
407031161,53,335,419,208,165,1179,110,1290
407031162,116,709,894,311,185,2218,151,2370
407031163,16,145,265,117,120,667,58,728
407031164,99,1019,997,437,326,2880,270,3150
407031165,553,2730,2373,897,582,7138,463,7601
407031166,20,320,548,278,230,1394,99,1490
407031167,196,874,685,217,86,2059,111,2175
407031168,42,432,732,400,255,1862,162,2025
407031169,109,729,763,329,270,2197,229,2423
407031170,125,941,955,423,272,2706,267,2974
497979799,0,0,0,0,0,0,0,0
501011001,50,777,1087,379,204,2497,226,2728
501011003,49,1298,1890,664,369,4276,305,4579
501011004,123,1219,1551,467,222,3584,301,3885
501011293,153,1300,1444,481,234,3615,222,3836
501011294,287,2779,2834,954,493,7342,348,7689
501021005,149,1859,2929,1148,610,6697,280,6978
501021007,31,527,797,400,228,1989,136,2125
501021008,236,1130,888,293,98,2654,214,2871
501021009,166,1065,1227,555,357,3381,274,3653
501021010,10,246,475,265,207,1196,83,1275
501021011,0,0,4,0,0,4,0,8
501021012,124,1469,1905,668,297,4464,192,4654
501021014,97,975,1328,600,427,3425,227,3654
501021015,149,1099,1090,362,177,2880,138,3016
501021016,60,472,597,269,205,1597,94,1692
501021251,96,974,1432,543,226,3276,123,3398
501021252,8,124,403,251,207,994,22,1012
501021253,327,2321,2020,510,231,5410,311,5721
501021254,164,841,705,211,103,2022,239,2259
501031017,81,840,1051,463,320,2756,231,2984
501031018,39,676,890,433,282,2325,150,2470
501031019,136,743,772,314,186,2138,150,2286
501031020,84,639,799,336,207,2068,247,2312
502011021,52,967,1368,463,249,3104,99,3209
502011022,90,1421,1581,491,273,3861,142,4007
502011023,303,1780,1200,447,289,4018,198,4211
502011024,345,3068,3003,958,472,7848,220,8074
502011025,588,2386,1218,296,133,4616,484,5100
502011026,57,852,948,406,282,2545,154,2703
502011027,179,2408,3116,1073,507,7287,246,7531
502011028,283,2046,1547,536,216,4628,231,4854
502011029,106,1199,1316,610,437,3669,239,3909
503011030,87,493,1010,418,292,2301,58,2359
503011031,259,1735,1356,321,139,3811,182,3992
503011032,84,985,1229,414,211,2927,102,3025
503011033,58,749,1343,477,232,2859,45,2902
503011034,347,1437,1492,491,278,4046,195,4243
503011035,363,2052,2608,834,427,6279,169,6453
503011036,105,967,1537,468,216,3294,91,3385
503021037,0,3,4,3,0,16,4,23
503021038,259,1849,1862,441,162,4571,201,4771
503021039,589,3146,2407,614,315,7060,259,7314
503021040,294,1611,1461,384,154,3903,141,4047
503021042,726,3876,2364,508,181,7659,299,7957
503021043,638,3676,2675,533,251,7777,275,8051
503021295,1028,3346,1083,157,55,5673,501,6171
503021296,795,2986,1281,220,78,5353,368,5727
503021297,1493,3190,708,56,31,5483,801,6288
504011044,404,2408,2427,712,348,6303,328,6632
504011045,568,3738,3897,943,437,9579,358,9942
504011046,682,3343,1851,328,153,6344,350,6697
504011047,480,3125,3454,1057,556,8672,365,9037
504011048,116,918,1204,447,277,2966,72,3034
504021049,5,196,366,221,194,984,58,1050
504021050,26,513,1130,523,342,2544,69,2608
504021051,78,644,848,327,237,2135,79,2206
504021052,5,0,3,0,0,5,0,5
504021053,94,976,1805,979,810,4665,155,4819
504021054,303,1646,1830,717,430,4925,258,5184
504031055,0,0,3,0,0,0,0,0
504031056,199,1709,2456,1073,702,6150,209,6360
504031057,240,1990,2916,1119,623,6883,287,7175
504031058,32,398,694,378,344,1852,115,1961
504031060,6,113,339,215,239,921,54,967
504031061,59,613,935,294,151,2047,59,2104
504031062,181,1411,1861,625,294,4371,216,4583
504031063,4,6,4,0,0,16,7,21
504031064,0,0,0,0,0,0,0,0
504031065,97,690,755,327,264,2129,262,2396
504031066,572,2247,1360,349,160,4687,621,5307
504031067,70,730,1009,440,246,2491,78,2565
504031068,55,958,1751,756,515,4041,114,4158
504031069,0,0,0,0,0,0,0,0
504031298,67,1581,2503,758,319,5232,140,5375
504031299,47,944,1798,526,294,3614,91,3702
504031300,204,2089,2543,826,483,6150,326,6473
505011070,125,1458,1765,554,244,4154,113,4265
505011071,103,1320,2100,791,438,4755,126,4883
505011072,136,1426,2701,805,444,5519,98,5621
505011073,143,1601,2296,743,363,5149,144,5296
505011074,90,1222,1778,577,288,3954,144,4095
505011075,73,913,1846,683,417,3934,78,4011
505011076,21,532,1526,645,375,3100,52,3154
505011077,298,2043,2015,617,294,5267,294,5562
505011078,162,1450,2096,729,395,4822,91,4913
505011079,85,998,1889,707,417,4082,91,4180
505011080,37,592,1208,536,323,2692,69,2766
505011081,64,964,1507,472,195,3206,63,3266
505011082,75,799,1682,615,366,3538,112,3654
505011083,78,854,1534,533,365,3372,54,3428
505021084,416,2552,2503,686,370,6521,292,6815
505021085,564,3030,2534,839,383,7347,657,8008
505021087,0,0,0,0,0,0,0,0
505021088,480,3070,3139,728,277,7696,347,8041
505021089,214,2068,3768,1095,563,7713,162,7880
505021090,599,3672,2896,677,246,8087,560,8649
505021091,10,96,21,0,0,124,16,133
505021092,296,3388,3000,654,269,7607,422,8030
505021093,317,2046,2313,684,350,5716,248,5961
505021094,113,939,1345,423,245,3059,104,3163
505021095,453,3117,1930,350,158,6008,311,6314
505021096,190,1743,2390,703,337,5361,127,5491
505021097,518,3123,2469,663,338,7111,300,7409
505021301,228,1268,1629,676,448,4251,129,4383
505021302,411,2424,1941,475,272,5531,244,5773
505031098,189,1133,1550,630,415,3913,166,4079
505031099,457,3308,3042,950,462,8220,412,8633
505031100,142,1709,2733,947,496,6030,186,6212
505031101,213,1913,2029,625,230,5011,229,5240
505031102,234,1251,1110,385,239,3212,233,3440
505031104,156,1042,1365,583,366,3511,119,3633
505031105,138,1828,3060,1249,708,6986,244,7231
505031106,0,0,0,0,0,4,0,4
505031107,130,1324,1926,713,465,4558,112,4669
505031255,86,1794,2178,498,198,4749,164,4919
505031256,3,37,69,51,65,222,23,243
505031257,37,451,536,191,117,1337,99,1435
505031258,110,1374,1546,457,231,3720,166,3889
505031303,74,1291,2032,678,453,4537,156,4687
505031304,56,922,2307,860,491,4629,87,4722
505031305,91,1144,2072,787,422,4522,109,4629
505031306,252,1785,2098,809,448,5384,190,5577
506011110,697,3432,3031,922,473,8556,657,9209
506011111,0,0,0,0,0,0,0,0
506011112,86,768,799,274,171,2097,149,2239
506011114,271,1503,1421,545,322,4066,268,4333
506011115,73,716,1102,613,456,2959,101,3059
506011116,33,505,1072,546,421,2581,61,2645
506011117,107,996,1597,539,311,3555,214,3766
506011307,36,910,1909,509,211,3570,82,3654
506011308,51,1126,2768,711,282,4928,117,5045
506021118,434,2342,2177,655,281,5894,391,6285
506021119,559,2951,2567,638,260,6971,424,7393
506021120,3,5,0,0,0,4,0,4
506021121,0,0,0,0,0,0,0,0
506021123,592,3322,2267,539,209,6933,361,7290
506021309,260,1344,1193,355,183,3335,279,3614
506021310,196,1185,1039,280,139,2842,141,2979
506021311,436,2381,1559,339,148,4860,248,5110
506031124,813,2978,2500,861,473,7622,483,8106
506031125,32,640,1465,657,406,3203,54,3252
506031126,0,0,0,0,0,3,6,10
506031127,470,2775,2661,808,407,7127,503,7627
506031128,245,1944,2223,649,334,5398,161,5555
506031129,172,1544,2215,698,359,4996,115,5109
506031130,3,11,0,0,0,17,5,18
506031131,138,1711,2856,975,459,6139,105,6249
506041132,327,2586,2560,968,562,7006,448,7458
506041133,113,1876,3254,1275,684,7199,181,7382
506041134,610,3133,2632,915,512,7802,515,8315
506041135,110,1686,3155,1185,665,6801,232,7033
506041136,316,1858,1783,705,521,5174,348,5517
506041137,340,2738,3338,1235,688,8330,335,8664
506051138,228,2112,2935,1042,636,6959,378,7336
506051139,133,1487,1799,725,394,4532,175,4702
506051140,154,1535,2345,965,731,5742,141,5879
506051141,100,778,1546,815,676,3911,101,4012
506061142,93,1639,2955,1100,674,6455,208,6663
506061143,20,295,816,517,607,2260,100,2361
506061144,18,278,530,309,299,1435,112,1553
506071145,397,3015,2350,532,186,6482,263,6746
506071146,208,1228,1660,602,277,3965,146,4110
506071147,415,3263,2654,670,293,7297,310,7602
507011148,104,1898,3391,1078,588,7068,156,7218
507011150,0,0,0,0,0,9,3,13
507011151,0,0,0,0,0,0,0,0
507011152,89,1016,1532,590,336,3563,170,3736
507011153,243,1284,1320,415,195,3460,180,3639
507011154,386,1992,1670,469,239,4756,302,5054
507011155,0,7,0,0,0,9,19,32
507011158,32,536,680,177,80,1495,52,1546
507011159,256,1692,1705,594,309,4569,221,4789
507011160,266,1774,1703,519,295,4554,173,4732
507011161,177,1910,2764,788,331,5975,157,6132
507011163,76,851,1198,431,222,2774,115,2887
507011259,94,967,1602,546,303,3499,121,3623
507011260,10,163,396,155,130,854,19,875
507021164,124,1053,1205,375,169,2926,96,3022
507021165,806,3164,2421,571,245,7211,556,7769
507021166,460,2431,2322,590,319,6123,291,6413
507021167,0,8,0,0,0,9,0,9
507031169,209,1850,2607,763,323,5755,224,5974
507031170,236,1207,932,295,161,2828,223,3053
507031172,0,8,0,3,7,15,9,24
507031173,0,3,11,0,0,16,6,27
507031174,302,1718,1473,519,233,4245,329,4565
507031261,43,645,1263,406,295,2650,82,2732
507041175,156,1529,1896,545,308,4431,142,4566
507041176,29,392,575,181,95,1270,31,1299
507041177,368,2461,2378,592,306,6108,224,6331
507041178,288,2115,2377,766,375,5914,160,6079
507041179,123,999,1231,339,165,2857,67,2931
507041180,75,899,1867,632,341,3811,45,3856
507041181,258,2027,2818,795,492,6396,167,6561
507041182,182,1476,1821,659,362,4496,129,4621
507041183,209,780,808,207,102,2109,124,2230
507041184,29,402,948,379,212,1966,32,1999
507051186,198,1297,1125,442,188,3253,201,3454
507051187,118,1361,1891,713,352,4437,207,4638
507051188,666,3416,2112,589,300,7083,454,7536
507051189,0,0,0,0,0,0,0,0
507051190,265,1865,1816,643,286,4872,212,5085
507051191,104,1891,3189,1256,680,7119,213,7336
507051192,190,1506,1831,652,327,4505,236,4744
507051193,199,1326,1543,541,285,3894,163,4050
507051312,78,1359,1750,504,253,3948,208,4154
507051313,154,2587,3811,1202,636,8385,310,8693
507051314,3,162,300,113,74,661,31,692
509011225,453,2706,2115,668,316,6254,338,6593
509011226,8,265,531,269,227,1310,142,1447
509011227,48,577,812,323,182,1948,72,2019
509011228,61,918,977,344,147,2449,294,2745
509011229,25,275,381,199,198,1076,103,1178
509011230,111,516,554,236,184,1607,170,1781
509011231,57,414,495,296,256,1518,178,1692
509011232,17,328,542,238,172,1295,59,1355
509011233,161,1201,1619,629,435,4042,208,4247
509011234,44,561,750,362,270,1997,194,2187
509011235,0,0,0,0,0,0,0,0
509021236,23,318,731,464,406,1942,151,2092
509021237,62,410,468,226,186,1345,230,1578
509021238,51,514,571,263,179,1588,150,1733
509021239,76,1043,1306,598,418,3446,319,3768
509021240,92,584,654,274,181,1783,282,2065
509021241,61,479,564,257,215,1578,258,1830
509021242,68,386,381,174,160,1174,149,1322
509021243,208,1315,1441,650,447,4060,403,4456
