SA2_CODE_2021,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85ov,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85ov,M_IT_Tot,M_Egnr_rel_Tech_15_24_yr,M_Egnr_rel_Tech_25_34_yr,M_Egnr_rel_Tech_35_44_yr,M_Egnr_rel_Tech_45_54_yr,M_Egnr_rel_Tech_55_64_yr,M_Egnr_rel_Tech_65_74_yr,M_Egnr_rel_Tech_75_84_yr,M_Egnr_rel_Tech_85_yr_over,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24_yr,M_Arc_Bld_25_34_yr,M_Arc_Bld_35_44_yr,M_Arc_Bld_45_54_yr,M_Arc_Bld_55_64_yr,M_Arc_Bld_65_74_yr,M_Arc_Bld_75_84_yr,M_Arc_Bld_85_yr_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85_over,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24_yr,M_Mgmt_Cmrce_25_34_yr,M_Mgmt_Cmrce_35_44_yr,M_Mgmt_Cmrce_45_54_yr,M_Mgmt_Cmrce_55_64_yr,M_Mgmt_Cmrce_65_74_yr,M_Mgmt_Cmrce_75_84_yr,M_Mgmt_Cmrce_85_yr_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24_yr,M_FoodHos_PsnlSvcs_25_34_yr,M_FoodHos_PsnlSvcs_35_44_yr,M_FoodHos_PsnlSvcs_45_54_yr,M_FoodHos_PsnlSvcs_55_64_yr,M_FoodHos_PsnlSvcs_65_74_yr,M_FoodHos_PsnlSvcs_75_84_yr,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24_yr,M_Mix_Fld_Prog_25_34_yr,M_Mix_Fld_Prog_35_44_yr,M_Mix_Fld_Prog_45_54_yr,M_Mix_Fld_Prog_55_64_yr,M_Mix_Fld_Prog_65_74_yr,M_Mix_Fld_Prog_75_84_yr,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85_over,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24_yr,F_Nat_Phy_Sci_25_34_yr,F_Nat_Phy_Sci_35_44_yr,F_Nat_Phy_Sci_45_54_yr,F_Nat_Phy_Sci_55_64_yr,F_Nat_Phy_Sci_65_74_yr,F_Nat_Phy_Sci_75_84_yr,F_Nat_Phy_Sci_85_yr_over,F_Nat_Phy_Sci_Tot,F_IT_15_24_yr,F_IT_25_34_yr,F_IT_35_44_yr,F_IT_45_54_yr,F_IT_55_64_yr,F_IT_65_74_yr,F_IT_75_84_yr,F_IT_85_yr_over,F_IT_Tot,F_Egnr_rel_Tech_15_24_yr,F_Egnr_rel_Tech_25_34_yr,F_Egnr_rel_Tech_35_44_yr,F_Egnr_rel_Tech_45_54_yr,F_Egnr_rel_Tech_55_64_yr,F_Egnr_rel_Tech_65_74_yr,F_Egnr_rel_Tech_75_84_yr,F_Egnr_rel_Tech_85_yr_over,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24_yr,F_Arc_Bld_25_34_yr,F_Arc_Bld_35_44_yr,F_Arc_Bld_45_54_yr,F_Arc_Bld_55_64_yr,F_Arc_Bld_65_74_yr,F_Arc_Bld_75_84_yr,F_Arc_Bld_85_yr_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85_over,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24_yr,F_Mgmt_Cmrce_25_34_yr
111011209,8,35,28,29,27,19,14,3,164,14,44,82,39,23,8,6,0,217,81,330,349,341,387,300,162,42,2000,59,163,160,117,99,75,45,8,723,6,28,30,31,13,12,7,0,126,22,64,77,63,51,48,12,6,344,9,54,64,59,41,57,15,5,301,37,147,206,167,135,65,37,5,793,32,105,92,73,51,36,24,5,414,18,45,44,28,13,8,0,0,152,26,55,56,32,28,14,9,4,226,8,0,0,0,0,0,0,0,7,5,13,16,13,18,9,4,0,75,61,81,77,64,55,58,69,27,488,376,1162,1282,1060,934,712,399,107,6037,9,30,41,31,29,13,3,0,155,0,13,15,14,7,7,4,0,65,7,26,31,17,21,10,8,3,122,3,20,11,14,5,3,3,0,59,9,17,14,7,7,5,3,0,57,77,258,251,234,171,137,38,10,1169,35,170,195,145,140,117,52,11,860,92,320
111011210,4,4,0,4,0,3,0,0,21,4,8,17,23,8,0,0,0,61,22,102,90,85,111,96,71,25,616,33,59,23,34,44,23,14,12,241,5,11,5,5,10,0,4,0,38,4,9,14,12,17,12,0,0,71,0,8,5,15,19,12,11,0,62,12,50,43,38,32,23,23,10,230,10,31,18,26,12,13,7,0,112,6,9,11,5,6,0,0,0,32,12,18,17,14,9,10,0,0,88,0,0,0,0,0,0,0,0,0,4,0,3,10,7,0,0,0,34,55,55,45,61,59,46,19,14,344,159,362,288,332,337,237,153,65,1938,6,14,6,8,11,5,0,0,43,0,4,3,5,4,0,0,0,16,4,10,8,3,6,0,0,4,40,0,9,0,3,0,0,0,0,15,0,9,3,4,0,0,0,0,14,23,96,57,61,55,40,15,7,360,13,52,51,42,41,37,24,11,263,37,101
111011211,3,4,9,8,4,0,0,0,31,5,0,3,7,0,0,0,0,17,10,30,55,69,77,55,38,17,345,11,17,19,31,20,22,12,5,129,0,3,4,4,5,4,3,4,26,0,10,11,14,14,7,3,3,69,0,5,11,8,13,9,9,4,55,9,9,30,38,24,16,3,0,123,4,5,8,15,11,13,6,0,68,7,0,3,8,3,0,0,0,18,0,0,0,6,3,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,6,7,17,10,13,12,17,23,106,47,96,162,210,190,151,97,48,1012,0,5,3,6,4,0,0,0,24,0,0,0,0,4,0,0,0,11,0,0,0,3,0,7,0,0,12,0,6,4,0,0,0,0,0,10,0,0,3,3,0,0,0,0,8,6,31,33,49,31,24,22,5,206,6,8,37,25,36,33,13,6,161,9,26
111011212,0,12,5,15,8,16,7,0,63,7,6,18,16,13,3,0,0,65,31,104,151,210,244,269,125,38,1174,49,63,85,110,85,74,32,8,504,3,6,11,23,14,15,7,0,78,4,15,21,22,21,26,0,5,109,3,13,17,26,41,36,19,7,154,13,28,69,76,78,86,42,7,405,13,39,33,38,30,39,19,0,200,4,10,17,14,7,3,7,0,64,9,9,23,13,10,10,7,0,80,0,0,0,0,0,0,0,0,5,3,6,7,11,9,3,4,4,46,33,21,38,33,45,50,36,24,291,165,329,519,594,605,623,304,91,3236,5,4,11,11,9,10,0,0,51,0,0,6,3,8,3,0,0,23,0,8,7,8,8,7,6,0,56,0,3,15,8,10,0,0,0,30,0,0,5,9,3,0,0,0,25,32,77,89,86,120,81,39,13,529,17,52,79,99,96,102,27,14,486,38,75
111011213,3,11,13,22,20,35,12,0,120,8,14,26,24,11,5,0,0,88,34,89,207,220,248,242,135,43,1218,31,39,72,83,64,44,25,5,375,3,3,9,12,16,7,7,6,64,10,37,51,49,47,28,15,0,242,0,10,34,38,44,56,27,3,220,15,40,117,136,98,103,34,5,544,10,25,44,42,38,33,17,4,211,14,13,10,11,7,6,3,0,61,11,10,12,16,9,3,4,0,68,3,0,0,0,0,0,0,0,4,0,4,9,10,9,0,0,0,41,8,9,14,27,21,16,21,5,122,146,303,628,694,639,580,305,77,3368,3,9,20,20,22,17,9,0,109,0,4,5,3,4,0,0,0,27,3,10,8,12,11,6,3,0,48,6,7,9,9,10,0,0,0,32,0,6,11,6,0,3,0,0,29,21,87,139,154,122,88,39,5,661,19,36,116,116,134,131,56,7,620,29,79
111011214,3,10,22,11,17,22,9,3,84,0,25,33,25,14,8,0,0,108,37,127,192,221,269,242,127,34,1262,37,85,96,93,67,50,14,11,451,0,8,15,26,13,3,3,0,70,7,46,50,45,38,26,13,3,229,15,28,32,41,38,39,31,6,229,26,64,100,127,95,77,41,5,530,20,37,51,55,39,30,14,3,239,14,24,13,8,5,9,4,0,75,5,26,22,30,18,17,7,0,118,0,0,0,0,0,0,0,0,0,0,3,5,13,7,8,3,0,42,36,33,49,51,40,34,27,10,285,204,510,672,741,652,569,300,79,3729,4,15,16,17,19,18,3,0,93,0,3,6,5,5,0,0,0,28,4,7,17,9,10,9,4,4,61,3,11,3,5,9,0,0,0,35,0,4,5,6,0,0,4,0,21,42,143,147,170,157,104,65,12,839,25,72,116,123,116,100,54,16,625,51,135
111021215,0,10,11,11,9,9,0,0,49,0,10,13,11,8,3,0,0,48,27,129,113,112,152,131,99,26,778,25,60,47,51,51,40,21,9,301,3,14,9,10,9,3,4,0,42,3,27,15,17,12,18,3,3,99,0,18,26,8,25,17,11,3,106,15,58,52,59,41,41,16,3,284,10,35,31,21,27,14,12,5,150,9,11,12,4,5,0,8,0,48,7,22,19,18,17,8,4,0,92,0,0,0,0,0,0,0,0,3,0,3,13,10,6,9,5,0,39,33,37,55,35,33,43,63,39,329,135,412,400,378,385,329,250,89,2379,3,11,6,4,0,9,3,0,37,0,0,0,4,3,0,0,0,14,6,9,9,3,15,6,3,5,54,0,3,3,3,0,0,0,0,18,4,4,0,11,7,0,0,0,26,24,102,67,60,97,55,28,9,440,11,50,54,43,43,41,38,13,303,40,110
111021216,7,5,5,6,9,8,6,0,41,8,18,14,6,12,6,0,0,73,23,97,105,141,152,160,96,24,796,30,71,76,52,62,48,26,6,375,3,9,13,17,10,10,6,0,64,0,8,17,15,33,31,9,0,121,4,12,6,16,18,25,17,3,105,12,30,29,60,45,60,24,0,267,10,22,29,26,26,29,20,4,172,3,7,10,11,11,7,5,0,50,13,24,19,17,13,6,4,3,89,0,0,0,0,0,0,0,0,4,0,3,11,7,0,6,4,0,34,37,19,37,29,23,15,20,6,189,156,335,364,395,423,404,247,64,2391,0,11,3,4,5,3,3,0,36,0,0,9,3,4,0,4,0,27,0,9,3,4,5,0,3,0,29,0,9,6,5,0,3,0,0,21,8,8,6,8,0,0,0,0,20,32,90,61,85,122,73,28,5,498,18,39,54,51,50,71,33,3,319,25,100
111021217,0,10,14,13,5,8,3,0,56,6,38,63,12,10,3,0,0,135,83,292,301,268,227,166,65,10,1414,49,99,80,76,36,42,17,3,404,4,15,20,15,15,6,4,0,77,10,50,69,33,21,13,5,0,198,3,26,33,27,18,16,8,0,129,30,116,152,99,70,22,6,4,507,16,49,63,40,18,12,6,3,203,10,21,15,7,5,4,0,0,70,10,44,39,18,15,7,10,0,148,0,0,0,0,0,0,0,0,0,5,14,7,12,3,3,3,0,43,36,63,55,53,38,24,48,34,350,273,834,920,665,474,335,173,60,3727,3,11,28,12,9,4,3,0,67,0,13,11,5,9,0,0,0,41,4,16,22,8,0,10,5,0,61,0,0,4,3,0,0,0,0,12,3,8,10,6,0,5,0,0,26,44,221,222,128,82,60,17,5,774,20,111,126,76,42,27,9,0,409,66,237
111021218,3,14,10,17,6,18,14,8,94,12,36,26,27,12,7,7,0,123,71,196,209,233,268,272,146,67,1458,51,94,113,93,98,77,74,20,617,13,27,19,29,15,16,9,0,118,13,21,21,28,38,39,28,11,198,8,22,31,21,38,42,45,11,206,27,70,77,79,84,61,56,23,472,17,53,43,50,49,51,34,15,307,10,19,18,16,8,10,4,0,95,16,22,33,33,21,22,10,0,161,3,0,0,0,0,0,0,0,9,0,12,7,12,12,8,11,7,66,47,59,41,48,55,70,67,57,444,278,640,649,677,692,690,501,232,4366,0,19,17,18,8,7,9,0,85,0,0,4,4,3,8,3,0,30,0,9,4,5,9,17,10,5,63,8,3,4,0,0,3,0,0,22,3,10,15,13,15,5,4,0,55,44,159,125,126,179,144,85,56,912,22,95,115,99,85,93,74,36,625,55,160
111021219,0,11,13,19,16,28,11,4,105,6,14,15,14,15,5,0,0,67,38,145,146,187,260,274,151,55,1265,29,77,59,71,73,73,44,13,433,5,13,13,16,17,13,3,0,82,8,27,20,12,39,25,22,4,154,3,15,23,23,32,45,23,9,177,22,58,56,76,92,75,32,10,419,14,30,34,37,46,42,25,11,238,14,12,6,10,4,0,0,0,58,17,30,19,28,13,20,10,0,131,0,0,0,0,0,0,0,0,0,7,13,5,12,8,3,6,0,41,30,45,42,64,60,49,41,32,364,183,485,451,562,665,662,385,140,3533,3,10,8,15,16,19,0,0,75,0,0,7,7,10,0,6,0,24,0,4,5,16,10,9,8,0,50,4,6,3,11,0,6,4,0,32,7,8,14,0,5,6,0,0,39,28,101,95,96,142,121,50,22,661,19,54,69,70,75,125,50,14,484,39,146
111021220,0,8,0,11,3,11,4,0,35,9,10,16,4,10,4,0,0,46,39,112,134,158,222,239,113,20,1035,32,37,54,46,61,65,26,3,324,0,3,7,16,16,13,6,0,62,3,11,18,10,29,24,4,6,100,4,13,14,22,27,32,23,0,131,8,13,54,57,49,71,32,3,298,6,14,23,35,25,28,16,3,145,5,0,15,6,9,10,4,3,46,3,10,20,9,8,19,0,6,72,0,0,0,0,0,0,0,0,0,0,0,4,14,5,9,0,0,33,29,25,36,30,37,38,30,15,234,148,250,384,417,503,561,257,48,2571,0,13,15,6,6,14,0,0,58,0,0,0,0,6,12,0,0,19,0,7,3,4,10,3,4,0,40,5,3,3,0,6,0,0,0,19,7,9,4,5,5,5,0,0,27,26,59,67,70,102,84,24,6,436,11,49,60,60,73,93,20,0,370,24,75
111021221,0,0,5,0,7,3,4,0,16,6,18,7,6,4,0,0,0,49,31,170,125,132,139,123,39,9,775,33,54,44,49,32,40,9,0,251,5,12,11,5,0,11,6,0,41,0,10,10,12,14,6,0,0,53,4,12,8,14,9,11,0,0,58,0,31,33,26,25,13,4,0,135,15,18,17,16,14,10,5,0,86,0,8,4,0,6,0,0,0,23,8,22,21,12,6,6,3,0,71,0,0,0,0,0,0,0,0,0,3,3,0,3,4,4,0,0,21,25,19,22,25,21,22,17,4,154,131,372,306,304,279,243,90,12,1740,0,11,9,10,0,7,0,0,32,0,6,3,0,3,3,0,0,15,4,9,4,4,9,0,4,0,30,0,6,8,0,0,0,0,0,16,3,5,0,0,0,0,0,0,15,38,74,70,42,51,41,8,0,317,16,44,28,24,25,18,0,3,164,25,110
111031222,6,32,38,21,23,18,13,5,155,12,31,46,32,18,8,0,0,149,42,208,247,212,217,150,128,46,1256,39,108,120,103,80,34,24,4,511,5,29,21,22,12,3,0,0,102,9,80,89,61,38,16,9,6,300,12,30,51,69,39,53,19,9,282,29,132,167,158,89,60,34,8,678,21,60,77,81,38,49,12,5,347,17,48,37,19,17,3,7,0,141,22,28,33,28,18,8,0,0,135,0,0,0,0,0,0,0,0,4,5,3,16,21,10,3,0,3,62,28,51,39,39,25,25,21,16,250,256,835,978,863,634,429,269,104,4366,7,23,28,31,18,7,3,0,119,0,0,8,13,6,5,0,0,35,6,29,37,14,9,7,14,0,116,6,11,18,6,0,3,0,0,39,3,9,17,9,0,0,3,0,42,50,228,210,170,132,52,41,17,890,20,106,140,148,100,109,51,15,687,52,189
111031223,0,3,6,0,0,4,4,0,15,8,11,5,3,8,0,0,0,39,21,119,73,111,134,116,49,9,631,18,45,25,28,23,17,14,3,187,0,11,8,8,4,0,4,0,34,5,9,9,10,13,13,4,0,54,0,9,9,8,0,12,0,0,42,12,42,36,39,25,12,4,3,179,9,24,21,22,14,9,0,0,93,5,12,10,0,0,0,0,0,35,8,16,13,9,9,8,3,0,65,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,15,36,54,37,38,24,30,27,4,256,128,364,249,282,252,230,119,20,1649,0,9,5,0,4,0,4,0,24,0,3,8,6,0,6,0,0,21,3,5,9,7,3,0,3,0,38,0,5,7,0,3,0,0,0,13,5,4,9,3,5,0,0,0,18,17,54,42,51,48,23,14,0,246,18,26,26,25,21,18,11,0,149,28,87
111031224,8,25,21,20,16,19,3,0,119,11,31,33,12,12,8,0,0,117,33,161,124,149,153,126,47,14,807,32,66,56,50,52,28,15,4,308,3,15,17,20,11,9,0,0,77,12,60,52,57,44,24,18,0,272,6,33,33,22,49,49,24,3,220,40,98,111,110,92,64,19,7,544,22,65,59,64,54,50,17,7,329,30,40,25,26,14,9,0,0,150,17,29,16,22,18,7,3,4,131,0,0,0,0,0,0,0,0,0,4,10,7,13,13,4,0,0,43,76,109,77,85,60,53,29,21,508,297,745,635,656,587,460,184,62,3627,3,25,18,19,13,13,4,0,90,0,9,7,8,3,3,0,0,33,3,24,20,18,10,10,0,7,84,5,10,13,16,4,0,0,0,47,4,5,9,3,3,0,0,0,30,60,174,125,118,115,71,29,3,688,19,69,88,81,96,125,38,18,525,59,127
111031225,7,28,33,34,24,22,21,6,176,6,36,36,34,16,5,0,0,135,43,194,220,267,237,174,75,40,1250,39,67,99,83,65,45,36,10,433,4,22,12,22,15,11,0,0,92,12,69,102,84,56,39,12,5,375,5,42,49,38,62,54,24,4,279,34,95,154,181,132,71,31,0,695,21,74,83,77,59,51,23,3,385,22,36,33,29,18,9,3,0,164,18,24,28,20,20,11,5,0,132,0,0,0,0,0,0,0,0,0,7,4,9,10,13,7,6,0,55,52,66,63,68,104,105,112,54,630,269,750,918,958,820,607,353,126,4805,13,32,38,33,24,16,0,0,155,0,5,8,14,3,7,0,0,42,5,15,17,13,8,5,3,3,67,6,11,11,6,4,3,0,0,41,0,10,6,16,3,6,0,0,41,49,208,221,222,175,94,45,9,1017,27,102,156,173,132,103,35,12,747,47,154
111031226,8,24,30,23,10,13,3,0,104,10,40,67,33,5,10,0,0,171,63,248,311,312,219,151,68,7,1380,41,93,65,57,44,26,15,3,343,3,13,17,11,8,5,3,0,71,11,57,86,61,20,19,0,0,259,5,33,30,33,18,15,4,0,137,35,101,167,117,82,39,7,0,542,17,57,47,59,40,17,5,0,253,12,17,16,4,5,4,0,0,63,19,34,37,29,19,6,0,0,150,0,0,0,0,0,0,0,0,5,4,3,16,17,9,7,0,0,54,39,43,45,43,19,23,10,6,237,272,761,939,802,497,329,126,21,3749,3,29,34,18,4,3,0,0,106,0,16,19,8,4,0,0,0,55,3,16,25,18,12,8,0,0,81,4,0,8,4,0,0,0,0,23,0,9,12,5,0,6,0,0,22,44,210,234,184,102,45,14,3,843,37,105,155,92,43,45,14,0,488,74,231
111031227,8,42,26,21,17,11,3,0,140,21,66,49,27,15,0,0,0,174,35,255,194,133,176,128,52,21,998,22,128,93,40,61,32,17,5,398,5,32,21,21,13,5,6,0,106,9,70,55,34,25,16,4,3,224,8,50,43,18,23,39,13,6,192,27,136,128,78,60,20,13,8,465,20,109,74,73,46,36,6,5,369,20,71,52,33,22,12,5,0,210,27,50,40,21,18,7,6,0,172,0,0,0,0,0,0,0,0,6,0,4,11,11,9,3,5,0,44,67,95,74,65,52,60,44,40,494,263,1123,853,569,544,378,162,88,3984,3,28,27,19,6,9,3,0,110,0,4,8,6,9,3,0,0,31,4,22,23,6,6,10,5,4,77,3,26,23,8,5,0,0,0,67,3,12,7,8,4,0,0,0,41,49,278,153,116,108,62,21,8,787,27,124,97,77,75,66,30,8,505,62,222
111031228,10,32,23,18,26,25,12,3,149,3,21,32,15,15,4,3,0,93,43,185,156,181,211,175,81,32,1058,41,97,83,71,70,40,15,7,421,4,21,14,22,19,6,0,4,95,34,104,88,125,77,47,15,12,505,6,49,25,32,46,56,20,12,241,33,103,168,180,161,87,37,0,761,15,61,52,70,72,49,23,9,344,13,43,33,12,13,8,7,0,129,9,27,14,22,12,4,4,0,82,0,0,0,0,0,0,0,0,0,5,8,20,13,5,4,5,0,56,37,48,40,48,36,31,21,8,258,254,781,731,816,768,533,235,78,4201,12,26,26,24,21,12,7,3,133,0,3,9,4,10,4,0,0,36,0,14,16,20,15,3,7,0,79,5,17,16,4,6,3,0,0,58,4,14,6,14,7,0,0,0,46,70,239,193,169,163,92,46,10,969,30,89,114,130,139,124,52,12,687,63,139
111031229,18,48,20,27,16,17,5,6,161,9,39,51,16,8,12,0,0,129,65,215,131,132,180,124,68,12,925,28,104,49,50,51,21,17,5,328,10,23,16,9,7,7,6,0,78,18,132,74,77,74,51,28,9,461,3,36,23,33,34,38,14,6,182,50,178,128,104,119,97,32,3,714,29,128,72,87,72,70,14,5,474,29,53,54,31,28,11,3,0,217,14,37,35,17,10,3,7,0,130,0,6,0,0,0,0,0,0,6,0,11,7,11,10,11,3,0,48,52,81,73,74,71,36,20,0,408,331,1087,724,661,684,495,230,43,4259,17,47,17,17,30,16,9,0,153,0,7,4,10,5,3,0,0,33,3,40,15,13,8,9,0,0,90,6,36,19,5,4,3,0,0,78,9,17,12,18,8,0,0,0,50,72,270,117,137,126,93,44,13,880,22,90,68,79,109,127,43,6,542,70,210
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
111031231,14,47,21,3,6,9,0,4,100,28,84,38,4,7,5,0,0,166,79,252,106,85,106,90,66,23,811,37,75,33,19,26,15,12,9,230,4,22,22,9,7,0,0,0,58,18,50,28,13,11,11,0,0,131,0,24,21,13,9,11,5,0,85,53,175,59,29,18,23,13,0,365,26,74,40,28,21,12,3,3,205,25,37,21,7,6,0,0,0,93,22,42,36,7,10,4,0,0,125,6,0,0,0,0,0,0,0,8,15,10,5,6,6,0,0,0,42,294,165,86,36,48,47,49,38,759,632,1048,510,266,271,222,154,81,3183,15,42,16,10,3,0,4,0,90,3,18,13,0,0,0,0,0,39,19,33,14,6,3,0,5,0,86,11,12,3,0,0,0,0,0,31,6,20,3,0,0,0,0,0,35,59,162,53,40,61,37,15,3,433,32,98,42,25,28,15,11,0,258,89,154
111031232,0,14,7,8,3,6,6,0,45,0,13,17,13,7,8,3,0,52,23,101,134,119,160,198,82,25,835,9,32,37,41,55,49,31,7,254,4,3,15,14,14,3,5,0,54,4,11,19,16,24,20,7,0,96,0,16,20,11,22,37,17,3,131,8,27,57,52,50,48,25,8,270,10,21,31,25,26,24,6,0,144,6,14,11,8,8,3,0,0,54,6,6,24,11,9,7,6,0,63,0,0,0,0,0,0,0,0,3,0,9,9,0,0,3,4,0,26,21,26,29,31,34,73,42,20,268,98,285,397,350,400,486,232,60,2294,5,8,10,10,4,0,0,0,52,0,0,8,5,12,0,0,0,22,3,13,6,9,8,5,3,0,47,0,3,9,0,3,0,0,0,12,0,3,4,3,0,0,0,0,16,17,75,68,70,100,86,25,6,436,3,51,61,35,52,72,18,3,293,16,88
111031233,6,32,40,23,25,25,9,0,159,23,70,74,31,22,9,0,0,227,51,289,264,263,257,242,164,56,1583,52,127,77,91,77,67,31,13,530,6,12,16,17,7,16,4,0,86,14,92,44,48,45,18,6,3,270,8,48,47,25,36,44,26,8,235,42,149,155,115,86,62,22,6,644,30,92,70,42,48,49,9,7,346,25,39,32,14,15,7,5,0,134,18,49,34,30,31,8,8,3,187,0,0,0,0,0,0,0,0,4,9,13,9,18,10,6,7,0,74,60,90,88,73,68,53,74,59,575,349,1111,952,796,723,603,360,157,5045,9,51,33,30,23,17,5,0,161,5,8,8,15,0,8,3,0,47,12,21,22,16,13,16,7,4,114,9,15,6,0,0,0,0,0,32,4,9,11,4,11,6,3,0,39,94,309,185,166,156,87,44,15,1071,33,121,123,96,88,92,43,14,613,75,276
