SA2_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
125041491,89,2049,2133,2054,403,2459,1462,136,1603,1221,77,1294,381,23,407,138,8,144,5340,2699,8036
125041493,58,1654,1715,1961,258,2225,1383,125,1510,1459,89,1551,569,48,617,365,26,393,5797,2203,8003
125041494,41,540,578,1016,75,1092,645,14,653,885,7,888,375,4,380,135,0,135,3093,640,3728
125041588,21,912,928,855,165,1018,936,79,1013,1082,70,1151,320,34,349,189,26,210,3398,1280,4678
125041589,51,1473,1530,1563,375,1947,1631,229,1860,1539,152,1695,372,45,417,220,20,238,5387,2297,7688
125041717,52,1431,1484,1296,488,1782,1028,212,1241,527,82,612,88,17,109,36,6,41,3025,2236,5265
125041718,23,805,829,802,284,1083,731,172,905,521,97,617,141,35,172,93,18,110,2303,1410,3714
125041719,27,1016,1048,740,267,1002,693,124,812,445,77,524,122,14,137,83,17,98,2109,1511,3620
126011496,68,1230,1298,2060,167,2231,1248,43,1293,1657,34,1690,592,18,606,293,4,296,5930,1492,7416
126011720,51,945,994,1420,207,1625,960,62,1026,1010,28,1036,344,13,357,152,8,163,3931,1268,5203
126011721,47,1062,1108,1780,264,2050,1283,77,1364,1308,42,1353,439,14,454,252,10,263,5109,1469,6584
126021498,86,1922,2004,1769,211,1979,889,41,930,919,30,950,345,7,355,128,4,132,4139,2212,6350
126021499,47,748,797,908,104,1014,458,27,482,591,18,615,306,9,315,110,7,110,2421,911,3333
126021500,101,3121,3227,2924,646,3574,1479,213,1692,999,97,1096,273,27,302,147,20,172,5931,4131,10066
126021501,59,1176,1237,1587,247,1837,964,83,1050,1016,40,1055,345,23,370,166,4,174,4141,1575,5717
126021503,70,2400,2469,2396,373,2769,1261,95,1351,1132,55,1183,341,8,348,177,10,187,5365,2945,8309
126021590,10,187,193,375,34,409,253,8,264,299,8,310,150,5,155,46,3,52,1132,252,1384
126021722,23,326,342,625,47,676,414,19,425,507,13,524,209,7,219,112,3,115,1894,409,2308
126021723,63,1341,1401,1797,303,2100,1218,113,1332,1122,64,1190,458,27,482,299,19,318,4963,1864,6831
126021724,86,2172,2257,1963,345,2309,1250,68,1317,1283,54,1335,475,23,500,187,12,202,5248,2671,7918
126021725,60,1305,1367,1617,316,1926,839,75,911,629,19,647,148,7,160,53,3,62,3343,1721,5069
127011504,38,1465,1507,1055,243,1299,839,93,933,776,94,865,522,46,570,635,47,686,3860,1996,5855
127011505,22,520,547,914,132,1044,661,61,723,636,42,683,413,36,454,351,14,372,3007,807,3814
127011592,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,0,8
127011593,8,151,160,360,27,383,343,12,361,469,16,479,303,9,307,201,4,210,1690,214,1903
127011594,26,397,421,730,67,798,674,32,710,747,29,777,493,24,520,449,14,456,3116,565,3677
127011595,16,318,331,673,55,731,664,25,689,851,27,882,538,22,561,408,15,426,3150,458,3610
127011596,22,300,326,629,67,701,683,17,702,948,30,978,578,21,603,366,16,386,3229,455,3682
127011597,28,367,396,744,72,814,814,37,846,1320,46,1360,719,28,743,503,12,518,4126,552,4677
127011726,19,236,247,498,33,529,259,9,266,314,11,324,131,6,137,85,4,90,1300,298,1602
127011727,36,442,482,1049,93,1145,939,37,982,1090,27,1118,501,15,520,218,8,222,3834,632,4465
127011728,28,503,533,963,96,1054,654,33,685,850,37,893,428,11,442,298,10,305,3216,685,3903
127011729,44,582,628,1089,106,1194,1068,55,1127,1309,52,1357,643,21,668,350,13,365,4507,839,5343
127021509,29,657,684,1045,108,1158,915,44,958,1046,47,1097,621,24,648,511,18,532,4165,907,5070
127021510,28,763,794,1380,121,1496,1069,34,1100,1145,41,1184,715,42,760,544,20,569,4878,1019,5905
127021511,41,1525,1560,1599,394,1998,1376,157,1528,1220,96,1321,632,45,673,649,39,681,5512,2256,7772
127021512,37,958,996,1050,171,1218,896,85,979,910,59,969,557,45,604,674,34,710,4131,1355,5482
127021513,32,1175,1209,1221,241,1465,1094,107,1196,1150,85,1236,750,55,807,726,27,758,4971,1694,6672
127021514,9,319,328,691,44,733,544,19,563,646,27,676,371,10,386,300,11,306,2558,430,2988
127021515,25,1448,1472,1426,246,1671,1065,97,1155,897,67,960,522,27,552,442,33,472,4378,1902,6282
127021516,27,899,932,1208,167,1375,966,71,1037,1104,69,1173,783,46,826,795,37,829,4879,1289,6169
127021517,15,365,383,633,37,667,444,22,460,472,16,487,323,16,336,288,12,300,2167,469,2642
127021518,5,168,176,316,40,360,166,10,180,182,11,200,161,7,170,168,5,172,1006,250,1254
127021519,29,1244,1269,1410,150,1563,973,65,1037,1015,43,1062,694,22,720,578,16,595,4703,1540,6248
127021520,12,422,438,831,54,891,632,31,668,596,22,615,384,11,392,338,13,345,2793,552,3344
127021521,0,10,10,0,6,4,0,0,5,0,0,0,0,0,0,0,0,0,3,12,20
127031522,36,867,903,1113,150,1262,936,30,970,982,41,1025,532,33,563,440,19,461,4047,1143,5186
127031523,57,1007,1062,1677,182,1868,1171,61,1233,1370,61,1434,658,29,684,432,9,446,5363,1352,6719
127031524,71,841,915,1574,131,1704,1302,43,1346,1569,40,1608,658,12,667,281,5,289,5448,1076,6527
127031599,28,975,998,807,142,952,597,64,663,588,55,639,364,39,398,446,26,474,2827,1294,4124
127031601,32,975,1005,555,166,726,343,46,387,281,37,318,102,19,119,63,5,68,1371,1244,2621
127031730,28,374,402,598,86,682,634,49,677,950,45,996,430,15,451,292,18,315,2929,594,3526
127031731,78,2382,2459,1754,507,2254,1148,181,1328,812,87,902,295,23,318,165,14,178,4243,3200,7451
127031732,29,1117,1148,980,167,1148,713,68,786,695,66,760,375,36,412,367,30,396,3158,1483,4644
127031733,24,354,379,732,62,795,756,36,786,1134,33,1163,649,20,666,442,17,456,3730,527,4255
128011529,90,1197,1284,1933,180,2111,998,32,1030,1381,24,1406,511,17,524,155,0,156,5070,1444,6516
128011530,100,2210,2313,2374,323,2698,1201,64,1267,1222,40,1267,470,19,491,169,7,176,5537,2669,8207
128011531,67,1355,1421,1789,170,1957,906,44,951,1025,31,1058,448,20,464,185,7,189,4415,1634,6043
128011602,79,1802,1876,1507,264,1767,762,58,819,726,22,751,231,11,243,84,5,89,3384,2161,5549
128011603,51,737,789,1281,86,1362,745,27,774,894,22,917,470,14,481,156,4,162,3587,892,4480
128011604,155,3206,3362,3470,620,4083,1219,115,1332,1107,56,1157,434,14,447,205,12,218,6582,4018,10603
128011605,12,101,110,279,6,285,166,0,169,266,3,274,138,4,136,60,0,61,915,120,1028
128011606,38,771,810,993,96,1088,498,18,512,573,15,581,285,3,283,82,0,80,2462,905,3361
128021533,23,492,517,700,34,733,380,17,399,443,3,444,200,3,204,69,0,69,1812,555,2365
128021534,23,285,302,1064,54,1119,586,19,601,705,8,722,395,4,400,187,0,189,2962,377,3333
128021535,64,848,910,1985,103,2086,1257,25,1277,1599,23,1618,711,8,722,253,4,253,5862,1009,6873
128021536,75,1234,1307,2099,168,2267,1273,32,1302,1719,30,1751,698,14,715,211,3,213,6077,1481,7556
128021537,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
128021538,149,3039,3187,2854,418,3273,1436,84,1519,1277,42,1313,403,14,415,130,9,141,6254,3601,9854
128021607,68,984,1055,1744,111,1856,964,17,980,1294,11,1299,577,3,579,189,3,193,4829,1130,5962
128021608,34,361,391,723,44,774,406,3,413,571,14,592,239,6,243,88,0,88,2064,423,2490
128021609,13,77,93,329,14,344,220,4,228,283,0,283,128,6,128,42,0,42,1015,99,1115
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,108,1100,1204,1612,211,1824,933,74,1012,1119,44,1164,531,17,542,186,9,192,4481,1452,5933
201011002,54,1835,1891,1583,286,1863,592,78,676,530,34,565,205,10,218,64,9,68,3032,2250,5284
201011005,42,488,532,887,74,958,350,26,374,448,17,465,191,12,205,74,4,76,1989,621,2604
201011006,47,842,883,1226,155,1386,656,65,717,600,38,637,254,16,269,102,4,111,2887,1121,4006
201011007,23,205,221,446,33,481,215,6,226,274,7,282,133,0,133,84,3,83,1174,251,1422
201011008,81,2129,2213,1914,302,2215,794,101,890,675,49,726,286,12,302,152,14,168,3904,2613,6515
201011481,50,1582,1635,1246,246,1493,487,65,552,381,16,392,162,12,178,62,9,76,2390,1926,4321
201011482,84,1771,1853,1840,261,2103,750,63,811,790,16,813,378,12,388,104,6,112,3942,2131,6074
201011483,66,1608,1675,1420,277,1704,629,84,710,589,52,638,249,15,261,95,12,101,3044,2047,5090
201011484,68,2366,2427,1693,352,2042,700,101,798,478,35,513,204,16,220,95,14,108,3235,2875,6113
201021009,38,609,645,784,122,906,356,29,385,343,18,359,167,15,181,68,3,73,1762,794,2550
201021010,65,1043,1103,1161,195,1349,370,26,396,336,23,357,166,18,184,73,4,84,2170,1306,3476
201021011,65,1444,1511,1580,337,1921,452,67,520,363,33,391,136,14,152,63,3,73,2660,1904,4567
201021012,24,498,519,781,111,885,295,27,314,359,18,381,167,18,192,82,0,85,1706,673,2375
201031013,16,525,542,556,109,663,135,16,151,116,10,129,60,6,72,47,3,47,927,669,1601
201031014,28,577,606,628,93,720,218,26,240,163,14,179,82,6,92,39,3,42,1157,727,1885
201031015,24,444,462,618,83,704,248,19,263,244,16,260,115,9,126,73,7,79,1320,575,1897
201031016,30,1480,1507,1218,187,1408,375,24,405,299,13,306,131,4,136,63,6,72,2117,1722,3839
201031017,20,818,843,763,163,924,267,30,302,214,20,230,95,10,107,54,4,57,1420,1043,2462
202011018,90,2451,2537,1817,401,2214,788,138,925,565,55,627,198,18,216,128,10,135,3580,3067,6649
202011019,51,1706,1755,1598,249,1843,695,65,758,600,37,634,264,14,279,165,9,169,3366,2073,5439
202011020,92,2036,2129,1856,267,2118,659,84,746,569,36,612,259,24,283,115,17,131,3551,2465,6015
202011021,66,1341,1408,1085,208,1293,532,69,595,426,28,453,182,14,197,76,0,76,2358,1659,4022
202011022,115,2936,3054,2704,425,3131,1143,107,1250,914,46,966,361,30,393,183,14,199,5423,3561,8983
202011023,25,200,223,516,44,560,318,13,330,386,9,393,202,4,208,72,0,72,1521,267,1788
202011024,51,505,553,1152,62,1220,549,23,576,750,30,780,369,12,378,127,0,127,2994,632,3629
202011025,63,1125,1188,1611,210,1818,816,53,866,837,43,882,390,19,411,186,15,198,3900,1465,5370
202021026,33,418,450,969,93,1067,412,24,437,528,26,550,261,10,268,124,3,119,2320,585,2900
202021027,88,1757,1846,1575,251,1827,571,53,623,451,32,477,144,11,157,62,0,63,2892,2099,4993
202021028,48,1186,1238,1444,247,1699,438,51,487,409,30,445,149,8,157,69,4,70,2567,1530,4099
202021029,30,706,739,742,163,905,239,44,279,165,22,181,76,14,93,54,5,57,1305,959,2261
202021030,51,1047,1097,1374,223,1602,531,56,582,594,38,632,204,18,222,79,11,91,2834,1390,4226
202021031,57,609,672,967,118,1091,449,22,467,493,20,512,198,11,209,58,5,63,2224,785,3011
202031032,20,444,466,637,104,739,263,42,301,241,10,252,128,10,139,47,0,49,1325,618,1945
202031033,24,1096,1120,1032,222,1252,299,50,349,252,29,276,141,14,156,77,6,88,1822,1417,3236
203011034,35,320,351,744,53,793,386,16,403,548,20,566,287,10,304,92,0,100,2098,416,2518
203011035,33,466,505,868,94,962,433,35,473,525,24,548,230,12,243,114,4,120,2204,639,2847
203011036,36,476,510,811,108,918,365,22,391,368,27,394,165,13,177,80,7,83,1821,650,2475
203021037,64,2186,2250,1775,313,2087,800,121,922,774,67,841,250,25,274,78,11,91,3745,2729,6471
203021039,78,2327,2410,1745,411,2159,667,143,804,495,38,534,222,23,240,64,4,69,3268,2954,6216
203021040,124,3018,3140,2537,415,2948,1199,136,1336,1118,58,1179,427,27,447,120,3,123,5519,3664,9181
203021042,90,1852,1938,2625,254,2872,1172,93,1266,1537,74,1614,603,41,643,193,21,213,6218,2329,8544
203021043,95,1430,1529,2070,245,2316,1166,65,1232,1239,41,1278,524,15,534,242,7,250,5330,1818,7144
203021044,75,1207,1283,1692,157,1850,758,26,785,795,17,814,322,13,331,88,8,95,3732,1421,5153
203021045,71,2339,2407,2029,335,2372,803,79,883,645,62,705,258,16,275,131,15,148,3945,2843,6791
203021046,57,1153,1205,1187,152,1338,558,55,609,612,43,655,245,18,265,70,7,78,2731,1418,4148
203021047,75,2023,2100,1996,269,2262,905,88,986,769,41,807,277,12,293,128,12,143,4150,2440,6589
203021485,52,829,887,1095,174,1275,643,88,737,568,52,619,194,15,211,88,15,105,2641,1185,3826
203021486,77,1824,1901,1826,334,2166,1095,139,1233,830,84,909,377,34,410,312,26,336,4509,2442,6950
203021487,119,2186,2307,2754,326,3079,1433,149,1585,1445,99,1549,537,38,574,202,23,227,6498,2817,9313
203021488,50,1592,1646,961,289,1253,522,120,641,296,49,342,131,18,146,95,4,101,2049,2075,4128
203031048,95,1653,1742,2481,225,2713,952,31,980,837,30,863,375,8,386,136,3,139,4871,1949,6824
203031049,48,794,843,957,367,1322,270,80,346,240,60,305,93,19,103,30,11,44,1634,1329,2960
203031051,66,1333,1396,1828,305,2127,408,53,461,299,25,322,110,4,115,51,4,55,2760,1726,4479
203031052,33,776,810,996,193,1183,234,29,262,209,21,229,87,8,94,18,0,23,1579,1026,2601
203031053,126,1669,1798,2688,387,3075,1206,136,1341,1645,94,1738,696,38,733,157,15,168,6511,2343,8855
203031489,69,723,790,1270,218,1490,615,69,684,711,58,770,316,20,338,90,8,92,3075,1088,4161
203031490,109,1615,1723,2466,363,2830,936,71,1009,1233,53,1288,445,25,474,130,8,138,5321,2138,7457
204011054,40,1100,1140,1099,187,1284,297,46,346,243,18,265,111,15,124,37,9,47,1840,1373,3209
204011055,56,1032,1087,1079,201,1279,322,36,358,237,28,260,112,8,123,50,3,49,1843,1310,3156
204011056,76,1567,1643,1811,215,2026,840,46,884,813,42,856,388,29,416,204,10,210,4129,1909,6039
204011057,72,1257,1329,1476,351,1823,436,94,529,390,78,464,208,44,246,67,20,86,2641,1839,4480
204011058,30,622,650,695,116,813,219,21,243,163,16,175,79,6,87,39,4,45,1232,782,2018
204011059,46,1011,1056,836,140,977,358,50,406,257,23,276,115,16,131,48,11,60,1659,1257,2917
204011060,35,303,336,548,78,625,228,27,251,227,12,237,108,7,115,57,3,64,1201,431,1626
204011061,0,42,42,25,7,33,12,4,15,13,0,14,0,0,0,4,0,0,56,61,113
204011062,31,569,599,629,138,769,178,31,209,156,33,186,61,9,71,25,8,38,1082,789,1869
204021063,62,1732,1794,1612,238,1850,497,68,562,389,21,412,170,25,194,79,11,89,2804,2088,4896
204021064,30,364,394,610,104,711,188,11,198,154,17,171,73,3,80,35,6,37,1087,509,1595
204021065,17,488,506,586,79,666,213,22,233,194,8,197,89,3,93,20,0,20,1120,595,1714
204021066,93,2916,3008,2586,349,2934,994,74,1071,892,51,950,410,13,427,158,12,173,5136,3422,8563
204021067,59,888,945,1444,203,1643,478,49,528,480,33,507,227,11,241,99,12,111,2792,1194,3981
204031068,32,593,627,739,94,834,221,20,242,230,11,240,102,3,107,18,0,20,1353,718,2072
204031069,72,1100,1168,1239,360,1597,376,98,470,385,90,470,143,29,171,59,29,89,2264,1705,3962
204031070,19,346,372,454,82,534,170,13,184,141,5,149,61,4,67,30,0,37,886,454,1335
204031071,22,598,629,748,85,833,221,17,233,188,8,198,109,0,110,31,6,37,1323,718,2039
204031072,46,770,812,952,141,1093,257,22,282,235,26,254,113,15,125,47,0,48,1644,973,2620
204031073,89,1733,1819,1823,213,2037,855,69,925,806,40,845,334,25,358,150,8,161,4060,2086,6149
204031075,32,373,408,688,78,762,251,10,264,262,15,282,136,6,143,63,6,72,1440,491,1927
204031491,57,588,641,1301,135,1431,699,27,722,803,13,820,371,11,376,153,0,154,3371,778,4151
204031492,100,2430,2528,1973,307,2281,807,90,890,630,37,665,263,23,287,124,9,136,3901,2896,6800
205011076,110,1900,2010,2477,285,2765,1027,72,1102,969,49,1022,480,20,506,260,14,271,5335,2339,7677
205011077,26,637,664,891,149,1040,315,26,339,319,24,340,157,17,172,64,0,73,1776,850,2627
205011078,34,871,906,1160,114,1278,421,24,445,422,17,441,180,10,192,84,10,96,2300,1049,3350
205011079,100,2236,2336,2891,338,3229,1204,95,1294,1175,52,1232,566,39,607,232,22,251,6168,2788,8950
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,89,2094,2177,2052,289,2337,804,88,892,679,44,721,309,27,334,149,20,161,4070,2559,6632
205021082,65,839,903,1180,192,1374,399,30,433,378,34,420,167,4,172,84,10,99,2272,1116,3394
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,62,1572,1628,1812,318,2129,476,59,536,392,47,437,181,23,201,81,9,92,3008,2022,5022
205021085,53,1172,1225,992,250,1241,261,46,310,208,27,234,115,15,132,42,3,43,1668,1512,3182
205021086,50,932,983,1415,164,1576,282,19,300,204,6,213,88,6,97,39,0,40,2080,1129,3207
205031087,74,1425,1494,1462,342,1805,373,58,432,350,47,398,152,17,168,82,9,93,2494,1898,4392
205031088,0,20,18,14,11,33,4,0,4,3,0,4,4,0,4,0,0,0,33,31,66
205031089,51,982,1026,1301,185,1489,477,38,517,446,22,474,277,9,287,100,7,105,2650,1242,3894
205031090,71,1345,1416,1568,208,1770,562,40,597,502,38,538,281,21,297,114,6,124,3097,1648,4750
205031091,94,1894,1992,2066,489,2558,567,95,655,560,55,613,244,26,271,79,0,76,3608,2553,6162
205031092,0,8,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15
205031093,143,3725,3870,4079,651,4731,1254,125,1373,1068,83,1149,500,31,534,205,14,224,7256,4625,11878
205041094,66,1075,1145,1623,219,1840,640,59,702,586,41,624,258,24,286,116,3,122,3291,1422,4718
205041095,71,2944,3018,2166,365,2532,884,91,977,731,52,785,280,20,302,146,15,162,4278,3494,7777
205041096,75,2365,2435,1770,366,2133,676,110,786,533,66,596,246,38,278,148,23,172,3450,2956,6405
205041098,33,410,440,584,82,658,256,23,276,252,14,263,131,7,132,40,8,43,1293,528,1819
205041493,61,1531,1594,1496,215,1715,639,59,696,554,35,595,223,16,239,103,8,116,3082,1868,4952
205041494,120,1993,2116,2065,342,2406,888,69,950,903,46,950,367,15,384,126,0,134,4476,2466,6936
205051099,0,10,10,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,12,15
205051100,32,661,697,722,161,882,204,23,230,177,15,193,90,10,96,39,4,46,1267,880,2150
205051101,86,1654,1743,2002,262,2264,679,84,760,683,58,746,351,28,374,140,8,151,3938,2097,6039
205051102,21,386,408,531,101,628,208,35,243,182,27,204,84,8,92,57,0,56,1078,561,1635
205051103,90,2113,2203,1940,252,2188,801,82,887,695,33,731,306,18,329,131,3,132,3965,2506,6477
205051104,31,793,824,877,162,1041,261,31,295,201,13,218,87,11,101,50,4,50,1510,1019,2523
206011106,62,2399,2462,1774,588,2355,578,233,807,425,102,529,99,21,115,29,5,28,2955,3345,6304
206011107,63,2537,2600,1657,453,2113,741,183,926,671,85,758,176,27,201,57,3,65,3357,3299,6655
206011109,46,811,854,991,151,1140,617,47,666,823,32,853,232,4,239,64,6,66,2769,1051,3820
206011495,68,1882,1955,1611,499,2114,642,236,878,508,127,629,127,27,155,43,5,48,2993,2783,5779
206011496,64,2258,2324,1724,545,2274,620,268,888,425,122,550,90,29,118,28,4,38,2955,3234,6185
206011497,66,1501,1571,1459,325,1780,701,187,887,633,87,722,175,32,204,89,10,94,3123,2133,5260
206011498,55,1163,1216,1409,277,1681,839,150,983,917,79,999,282,15,299,106,9,115,3611,1687,5299
206021110,54,1257,1310,947,174,1122,460,84,546,568,27,593,165,13,177,39,0,41,2232,1564,3796
206021112,102,2683,2787,2176,447,2620,1042,194,1233,1040,93,1135,263,28,289,84,11,93,4704,3462,8159
206021499,80,1913,1995,1590,343,1936,806,193,998,902,79,984,254,28,280,67,8,71,3699,2562,6266
206021500,63,1334,1401,1202,294,1492,547,149,699,538,63,604,133,17,152,37,7,36,2516,1860,4379
206031113,66,1840,1909,1673,399,2074,896,142,1041,878,56,932,269,19,285,79,10,88,3862,2461,6323
206031115,44,1849,1892,1136,359,1493,427,99,528,320,38,352,109,14,128,45,6,51,2085,2363,4441
206031116,87,2416,2496,1971,359,2322,850,103,955,855,70,916,291,14,303,79,6,80,4128,2959,7088
206031501,73,1725,1803,1595,217,1814,880,63,949,1149,36,1179,405,5,409,90,5,94,4197,2058,6254
206031502,63,1944,2000,1432,277,1717,639,76,714,617,38,653,256,8,265,66,10,68,3071,2346,5417
206041117,62,3499,3560,1709,1130,2840,451,292,739,239,122,359,57,40,101,62,18,76,2582,5094,7675
206041118,91,3293,3380,2658,942,3601,779,198,980,279,62,346,57,22,83,7,3,13,3879,4522,8394
206041119,39,1105,1142,874,223,1103,161,36,197,77,29,105,39,3,44,8,4,13,1195,1404,2601
206041120,0,16,16,8,0,8,4,3,4,0,0,0,0,0,0,0,0,0,14,18,34
206041121,58,1713,1777,1389,326,1714,578,149,721,479,54,529,120,12,136,38,3,46,2663,2262,4922
206041124,26,821,849,589,236,827,221,82,306,130,56,188,36,27,63,26,5,36,1025,1229,2255
206041125,47,1412,1460,1019,275,1295,248,51,297,159,11,166,22,0,26,7,0,7,1498,1753,3258
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,47,2604,2648,1224,775,1996,307,166,476,120,63,180,20,13,31,4,4,9,1726,3613,5335
206041504,61,4507,4574,2079,1781,3858,479,356,841,147,91,239,36,14,45,9,4,17,2807,6763,9567
206041505,57,4102,4159,2123,1323,3441,537,350,888,169,137,298,29,37,62,12,9,16,2931,5947,8874
206041506,75,3154,3227,1873,783,2657,643,267,910,459,120,581,127,35,167,62,16,77,3238,4376,7614
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
206041508,48,1507,1550,1072,441,1516,296,90,383,117,34,154,23,3,21,10,5,11,1554,2075,3634
206041509,83,3775,3863,2691,1227,3915,654,269,919,226,61,287,26,9,36,11,4,13,3691,5344,9037
206041510,32,1420,1454,1132,432,1559,320,118,443,184,54,236,26,16,38,8,3,18,1705,2040,3742
206051128,113,2721,2836,2324,504,2825,792,86,877,701,34,730,195,13,199,45,0,47,4164,3357,7519
206051129,95,3323,3418,1952,552,2499,706,115,823,541,42,581,165,10,177,35,10,39,3494,4051,7542
206051130,132,2887,3019,2329,430,2756,834,99,935,725,45,766,210,11,219,49,0,53,4275,3467,7738
206051134,67,3426,3491,2079,701,2777,679,212,892,480,70,552,139,20,164,72,9,79,3526,4436,7962
206051511,8,327,336,245,102,353,88,56,143,60,16,76,10,10,15,4,3,5,414,517,929
206051512,80,2627,2703,1739,383,2123,546,92,638,395,34,429,103,8,112,29,0,29,2888,3139,6030
206051513,69,3575,3643,1765,624,2389,418,129,546,216,29,248,50,3,61,12,0,9,2532,4364,6894
206051514,91,3834,3929,1851,667,2508,491,126,621,309,34,344,71,9,77,13,5,16,2834,4670,7501
206061135,58,1752,1809,1340,272,1608,435,74,507,375,25,406,120,10,131,31,6,30,2357,2131,4487
206061136,98,4567,4666,2770,962,3732,770,308,1077,490,74,564,123,9,137,26,0,26,4267,5927,10195
206061138,72,2007,2076,1858,377,2236,597,133,727,495,44,540,229,15,245,57,5,61,3310,2579,5883
206061515,68,3461,3531,1820,698,2519,320,115,438,134,23,157,37,6,40,10,5,8,2394,4302,6697
206061516,60,2465,2533,1424,479,1911,406,130,540,235,48,281,62,8,75,24,0,27,2219,3144,5359
206071139,44,1878,1926,1363,478,1839,390,145,542,232,53,277,54,4,58,25,3,24,2108,2563,4669
206071140,43,1046,1092,1083,281,1364,410,206,618,309,95,409,78,27,104,21,4,22,1937,1665,3605
206071141,48,1983,2034,1420,473,1895,346,166,509,186,58,244,52,12,60,42,5,44,2093,2694,4782
206071142,39,1882,1927,1419,469,1887,408,198,603,281,101,382,70,37,104,39,13,56,2258,2696,4956
206071143,72,2007,2077,1542,415,1955,572,246,819,551,88,646,156,37,195,36,10,46,2933,2797,5729
206071145,69,1231,1302,1182,240,1418,511,117,625,523,48,570,138,14,150,27,0,33,2452,1641,4094
206071517,69,3012,3078,2453,757,3216,815,357,1170,605,116,721,146,19,168,30,4,32,4116,4260,8374
206071518,57,2877,2934,1948,592,2539,637,208,844,375,77,454,131,19,149,45,10,49,3197,3783,6974
207011146,29,545,573,676,65,746,491,32,518,639,12,650,213,6,221,52,0,53,2108,658,2770
207011147,69,1565,1637,1729,198,1928,1066,68,1137,1033,33,1069,370,14,380,125,3,132,4396,1883,6282
207011148,70,1181,1254,1804,155,1963,1277,54,1323,1704,48,1750,632,23,651,237,5,236,5718,1465,7179
207011149,82,1802,1885,2309,260,2571,1139,96,1233,1396,57,1454,520,34,550,154,14,165,5602,2260,7861
207011150,84,1226,1306,1667,172,1838,919,63,980,1330,33,1364,479,21,495,109,4,115,4583,1516,6095
207011152,89,2267,2355,1956,450,2407,753,113,867,807,41,853,308,18,324,63,7,72,3972,2908,6881
207011154,35,468,502,634,97,732,368,26,392,492,18,507,173,10,184,51,0,47,1751,622,2368
207011155,78,1281,1359,1792,174,1966,859,37,895,1057,34,1092,452,17,466,121,5,120,4351,1553,5904
207011519,43,1421,1468,1179,299,1483,449,103,553,490,27,514,176,14,187,34,5,37,2371,1867,4233
207011520,57,2346,2403,1523,435,1955,495,94,580,477,33,511,162,19,179,43,5,45,2754,2928,5679
207011521,66,1073,1135,1271,185,1453,620,69,680,655,47,699,273,21,293,95,5,101,2972,1393,4366
207011522,74,1336,1407,1387,260,1646,760,76,829,689,56,745,298,22,316,92,13,102,3294,1758,5051
207021156,57,939,993,1362,131,1495,694,46,739,753,23,772,263,9,272,83,6,92,3221,1141,4364
207021157,117,2595,2712,3213,382,3598,1664,123,1787,1338,79,1420,451,29,479,196,17,214,6988,3228,10211
207021159,58,974,1032,1813,128,1934,1052,30,1083,1099,26,1129,455,16,470,203,6,214,4682,1180,5865
207021160,60,971,1026,1559,127,1687,945,32,975,967,33,992,330,9,334,116,3,121,3971,1171,5140
207021424,52,850,900,1641,113,1754,1029,31,1057,1121,25,1139,412,9,419,183,5,192,4432,1029,5458
207021425,71,1312,1380,1596,160,1756,1012,64,1070,1097,39,1139,337,10,352,131,6,140,4239,1594,5839
207031161,74,2093,2166,2316,276,2588,1270,92,1366,1514,66,1581,508,22,525,197,16,208,5875,2561,8440
207031162,38,1066,1103,1036,118,1154,648,50,699,751,29,783,279,14,292,91,5,95,2846,1274,4120
207031163,95,2910,3002,2547,764,3318,1273,233,1507,1119,136,1255,370,45,413,131,31,162,5538,4118,9655
