SA2_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
106041127,41,1733,811,280,2210,0.7,1755,2.5
106041128,39,1625,811,290,2061,0.7,1523,2.4
106041129,44,1500,709,250,1794,0.7,1362,2.4
107011131,41,1950,671,390,1782,0.8,1443,2.5
107011132,34,2178,892,500,2404,0.8,2284,3
107011133,54,0,537,0,0,0,1199,0
107011134,40,2080,764,355,2274,0.8,1917,2.7
107011545,39,1768,557,350,1522,0.8,1250,2.6
107011546,42,1825,549,300,1466,0.8,1108,2.4
107011547,51,1907,610,345,1693,0.8,1035,2.2
107021135,31,1595,1375,270,3249,0.6,3249,2.5
107031136,34,2167,869,480,2240,0.8,2087,2.9
107031137,41,1820,637,390,1645,0.8,1407,2.5
107031138,51,2167,797,480,2030,0.7,1591,2.3
107031139,43,2288,871,500,2346,0.8,2047,2.7
107031140,47,2167,845,500,2304,0.8,2014,2.6
107031141,39,2200,837,510,2380,0.8,2123,2.8
107031142,43,1950,692,425,1846,0.8,1477,2.5
107031143,43,1820,587,350,1484,0.8,1190,2.4
107041144,40,2222,730,380,2190,0.8,1630,2.5
107041145,41,2167,739,330,2002,0.8,1428,2.3
107041146,37,2250,757,410,2387,0.8,1933,2.7
107041147,39,2519,1007,524,2777,0.9,2541,2.9
107041148,43,2600,1014,550,2839,0.8,2425,2.7
107041150,41,2349,837,390,2496,0.8,1964,2.6
107041548,37,1989,900,410,2098,0.9,1578,1.9
107041549,34,2000,755,380,2082,0.9,1592,2.4
108011151,51,1547,574,300,1449,0.8,1194,2.4
108011152,56,1713,584,340,1353,0.7,1023,2.1
108011153,53,1517,585,350,1368,0.7,1177,2.3
108011154,62,1322,501,310,1137,0.7,869,1.9
108021155,42,1300,542,285,1340,0.8,1079,2.5
108021156,51,1302,572,300,1413,0.8,1171,2.4
108021157,51,1354,521,330,1310,0.7,1010,2.3
108021158,57,1300,503,283,1244,0.7,857,2
108021159,50,1400,548,300,1358,0.8,1116,2.4
108021160,58,1517,553,340,1254,0.7,1033,2.1
108031161,45,1500,964,310,1942,0.9,1636,2.2
108041162,58,1733,572,355,1368,0.7,1089,2.2
108041164,46,1820,647,383,1532,0.7,1193,2.2
108041165,50,1690,634,300,1534,0.8,1343,2.5
108041166,43,1733,644,360,1590,0.8,1352,2.6
108041619,46,1751,762,360,1929,0.8,1398,2.2
108041620,48,1816,685,420,1774,0.7,1385,2.4
108051167,55,1300,571,275,1362,0.7,1077,2.2
108051168,52,1733,635,360,1473,0.7,1248,2.3
108051169,46,1300,558,290,1327,0.7,1021,2.3
108051170,55,1500,525,310,1291,0.7,1075,2.3
108051171,47,1376,580,306,1377,0.7,1106,2.3
109011172,36,1625,887,320,2171,0.7,1785,2.6
109011173,39,1300,725,265,1728,0.7,1330,2.3
109011174,44,1517,862,254,2115,0.7,1443,2.1
109011175,43,1387,759,220,1949,0.8,1515,2.6
109011176,39,1300,652,250,1522,0.8,1135,2.2
109021177,47,888,706,175,1625,0.7,1240,2.2
109021178,43,1300,706,200,1761,0.8,1369,2.5
109021179,43,1083,791,200,1799,0.8,1407,2.5
109031180,52,1207,640,230,1551,0.7,1122,2.1
109031181,49,1300,671,270,1640,0.7,1245,2.3
109031182,47,1083,691,230,1680,0.7,1195,2.2
109031183,49,1083,638,170,1491,0.7,1206,2.4
109031184,48,1627,698,320,1756,0.7,1351,2.4
109031185,51,1170,631,200,1486,0.7,1146,2.2
110011186,35,1500,737,290,1893,0.7,1431,2.3
110011187,44,1097,664,250,1568,0.7,1221,2.4
110011188,47,1421,714,250,1790,0.7,1397,2.4
110011189,50,1061,689,200,1567,0.7,1211,2.2
110021190,49,1083,532,220,1324,0.7,938,2.1
110021191,41,1248,669,270,1492,0.7,1184,2.3
110021192,47,1000,488,200,1311,0.8,1059,2.4
110021193,50,1083,527,210,1283,0.7,1034,2.3
110021194,54,1083,496,240,1206,0.7,892,2.1
110031195,39,1326,835,230,1892,0.8,1500,2.4
110031196,39,867,817,175,1988,0.8,1594,2.6
110031197,40,1435,841,260,2040,0.7,1559,2.4
110031198,42,1148,726,200,1819,0.8,1418,2.5
110041199,36,1500,801,300,2013,0.7,1545,2.4
110041200,41,1300,766,280,1923,0.8,1621,2.6
110041201,46,1133,616,230,1479,0.7,1166,2.3
110041202,38,1452,765,300,1776,0.7,1385,2.4
110041203,38,1543,831,320,1985,0.7,1518,2.3
110041204,30,1387,653,290,1408,0.8,1233,2.7
110041205,44,1584,713,275,1853,0.7,1427,2.5
111011206,44,2003,744,360,2051,0.8,1536,2.5
111011207,48,1800,651,335,1669,0.8,1235,2.3
111011208,38,2000,861,390,2251,0.8,1805,2.5
111011209,38,1885,829,380,2173,0.8,1816,2.6
111011210,41,1776,616,250,1622,0.8,1220,2.4
111011211,48,2300,770,420,2684,0.8,1579,2.4
111011212,48,2092,686,365,1836,0.8,1428,2.4
111011213,44,2167,894,490,2503,0.7,2199,2.7
111011214,44,2090,804,410,2155,0.8,1644,2.4
111021215,42,1733,714,330,1893,0.8,1468,2.5
111021216,43,1784,711,400,1762,0.7,1487,2.5
111021217,35,2000,866,450,2255,0.8,2030,2.8
111021218,45,2000,661,380,1778,0.8,1375,2.5
111021219,48,1733,678,335,1806,0.7,1399,2.4
111021220,48,1894,730,370,1863,0.7,1554,2.5
111021221,37,1799,773,390,2020,0.8,1769,2.7
111031222,37,2167,939,410,2525,0.8,2068,2.6
111031223,39,1450,634,340,1500,0.8,1236,2.4
111031224,40,2113,881,384,2378,0.8,1668,2.2
111031225,41,2118,906,390,2484,0.8,1860,2.4
111031226,34,2000,872,470,2332,0.8,2168,3
111031227,37,1878,816,380,2112,0.8,1600,2.2
111031228,40,2500,1081,420,3006,0.8,2278,2.5
111031229,38,2167,1159,450,2739,0.9,1931,1.9
111031230,48,2546,949,550,1937,0.7,1812,2.1
111031231,28,1700,594,365,1600,0.9,1324,2.4
111031232,48,2167,718,430,1990,0.8,1417,2.3
111031233,39,1777,714,380,1917,0.8,1468,2.4
111031234,36,1939,787,380,2135,0.8,1637,2.3
111031235,35,1983,991,450,2422,0.9,1910,2.2
112011236,53,1733,663,390,1563,0.7,1141,2.1
112011237,46,1900,745,410,1891,0.8,1556,2.5
112011238,43,2300,880,550,2292,0.9,2109,2.7
112011239,44,1950,717,500,1771,0.8,1459,2.4
112011240,39,2345,841,620,2091,0.9,1781,2.4
112011241,51,1560,616,320,1457,0.8,1112,2.2
112011242,42,2201,915,580,2296,0.8,2026,2.6
112011243,45,2000,652,440,1638,0.9,1353,2.5
112021244,43,1300,602,280,1387,0.8,1087,2.4
112021245,48,1300,553,250,1418,0.8,1143,2.5
112021246,41,1560,707,320,1733,0.7,1326,2.4
112021247,51,1300,537,270,1345,0.8,1010,2.3
112021248,42,1340,651,300,1622,0.8,1172,2.2
112021249,47,1733,706,330,1824,0.8,1475,2.5
112031250,47,2247,764,495,2075,0.8,1517,2.4
112031251,46,1733,598,350,1461,0.8,1141,2.4
112031252,48,1748,631,350,1617,0.9,1381,2.6
112031253,43,1980,708,470,1787,0.8,1460,2.6
112031254,50,1733,651,395,1530,0.8,1177,2.2
112031550,48,1900,642,440,1636,0.7,1314,2.4
112031551,42,2167,800,538,2208,0.8,2092,3
112031552,55,1733,549,390,1350,0.8,950,2.1
113011256,37,1500,839,300,1974,0.8,1697,2.6
113011257,40,1200,835,220,1953,0.8,1631,2.6
113011258,37,1300,748,250,1828,0.8,1425,2.5
113011259,44,1000,646,200,1512,0.7,1184,2.3
113021260,47,1127,725,220,1647,0.7,1355,2.3
113021261,41,1300,670,250,1615,0.8,1254,2.3
113021262,47,1300,737,200,1821,0.7,1421,2.4
113031263,50,1116,594,220,1426,0.7,1062,2.2
113031264,43,1300,728,220,1805,0.7,1360,2.4
113031265,40,1238,736,260,1781,0.7,1383,2.4
113031266,48,1083,644,220,1560,0.7,1175,2.3
113031267,38,1517,853,300,2088,0.7,1696,2.6
113031268,28,1733,793,380,2332,0.8,2033,2.7
113031269,35,1517,815,300,2020,0.7,1608,2.5
113031270,36,1300,775,270,1753,0.7,1287,2.1
113031271,35,1479,857,280,2056,0.8,1736,2.7
114011272,56,2167,750,400,1915,0.7,1471,2.3
114011273,54,1733,645,385,1495,0.7,1264,2.3
114011274,54,1733,630,340,1476,0.7,1218,2.2
114011275,55,3033,850,0,1875,1,1083,2.3
114011276,51,2000,816,400,1966,0.7,1543,2.2
114011277,43,1733,679,345,1705,0.7,1365,2.4
114011278,37,1733,655,330,1599,0.8,1298,2.5
114011279,50,1517,560,360,1359,0.7,1106,2.3
114011280,60,1500,508,310,1238,0.7,917,2
114011281,47,2000,717,335,1900,0.8,1702,2.7
114011282,51,1647,613,360,1448,0.7,1175,2.3
114011283,55,1625,596,330,1389,0.7,1172,2.2
114021284,56,2300,832,500,2182,0.7,1671,2.3
114021285,37,2000,816,430,2104,0.8,1936,2.8
114021286,44,2167,787,435,2118,0.7,1638,2.5
114021287,45,2000,776,400,2015,0.7,1565,2.4
114021288,49,2167,869,440,2283,0.7,1964,2.5
114021289,52,2154,771,400,1947,0.7,1626,2.4
115011290,39,2600,969,510,2680,0.9,2385,2.9
115011291,40,3000,1012,610,2989,0.8,2845,3.1
115011294,48,3033,942,650,3086,0.7,2481,2.8
115011296,44,3033,1040,700,3286,0.7,3213,3.1
115011553,40,2700,948,550,2659,0.9,2355,2.9
115011554,53,3000,718,544,2921,0.8,2010,2.7
115011555,43,3000,929,600,2909,0.8,2721,3.1
115011556,40,3000,975,550,2712,0.9,2481,2.9
115011557,41,3000,1054,692,3403,0.8,3359,3.3
115011558,43,3000,940,695,3098,0.8,2925,3.1
115011621,38,2900,997,650,3089,0.8,3050,3.3
115011622,37,3200,1132,600,3181,0.9,2960,3.1
115021297,44,3033,908,550,2777,0.8,2587,3.2
115021298,46,2752,898,465,2710,0.8,2350,2.9
115031299,48,2167,766,315,2122,0.8,1738,2.5
115031300,40,2383,907,440,2409,0.8,2292,3
115041301,39,2600,919,500,2564,0.8,2325,3.1
115041623,32,3000,1271,595,2979,0.8,2974,3.3
115041624,33,3250,1210,600,3206,0.9,3119,3.3
115041625,37,2900,1056,610,3228,0.9,3205,3.4
116011303,34,2000,793,380,1949,1,1750,2.7
116011304,34,2267,736,400,1944,0.9,1770,2.9
116011306,36,2200,747,380,2108,0.9,2001,3.1
116011307,38,2300,812,380,2275,0.8,1966,2.8
116011560,36,2043,741,400,1974,0.9,1776,2.9
116011561,35,2100,748,410,1981,0.9,1855,3
116011626,37,2167,798,420,2179,0.9,1957,2.8
116011627,35,2167,838,420,2201,1,2059,2.9
116021309,37,2600,983,590,3009,0.9,3069,3.5
116021562,36,2470,1050,540,2800,0.9,2789,3.2
116021563,34,2318,966,455,2476,0.9,2399,3.1
116021628,36,2800,1147,600,3199,0.9,3163,3.4
116021629,32,2883,1142,570,2743,0.8,2727,3.4
116021630,32,2600,966,490,2401,0.8,2271,3
116021631,33,3000,1202,580,3094,0.8,3139,3.4
116021632,31,2817,1165,550,2793,0.9,2675,3.2
116021633,36,2695,1035,580,3017,0.9,2860,3.2
116031313,32,1733,524,300,1370,0.9,1214,2.9
116031314,34,2167,811,420,2130,1,2069,3.2
116031315,34,2121,805,420,2162,0.9,2111,3.4
116031316,31,2080,652,320,1662,0.9,1409,3
116031317,33,1800,581,340,1543,1,1391,3
116031318,45,1625,1724,530,2250,1.2,2042,1.4
116031319,36,2167,763,420,2146,0.9,2049,3.2
117011320,33,3000,1359,620,2571,1.2,2206,2
117011321,37,2741,1147,550,2844,1.1,2366,2.6
117011323,35,2600,878,495,2269,1,1806,2.4
117011324,61,3179,1625,1200,3749,0.9,1624,1.8
117011325,46,2302,1125,0,4624,0.7,2249,2.3
117011634,41,2297,665,385,1893,1,1407,2.5
117011635,30,2600,994,600,2394,1.2,2249,2.5
117021327,36,3000,1241,470,3271,1,2299,2.2
117021328,36,2900,1230,630,3092,1,2600,2.5
117021636,37,2817,1153,550,2961,1,2351,2.4
117021637,37,2500,1002,450,2507,1,2013,2.3
117031329,38,2960,1529,550,3913,1.1,2272,1.7
117031330,34,2750,1667,591,3685,1.1,2816,2
117031331,36,2940,1223,501,3202,1,2070,1.9
117031333,37,2500,1540,490,3565,1,2042,1.5
117031336,36,2840,1428,550,3551,1.1,2303,1.8
117031638,31,3000,1045,600,3418,1,2433,2.1
117031639,28,2400,878,520,2304,1.2,1604,1.8
117031640,34,3000,1318,545,3385,1,2317,2.1
117031641,37,2800,1295,580,3035,1.1,2416,2.1
117031642,36,2787,1170,500,3208,1,2107,1.9
117031643,32,2600,1268,600,2883,1.1,2362,2.2
117031644,37,3000,1474,650,3450,1.1,2456,1.8
117031645,31,2600,829,620,2058,1.4,2104,2.3
117031646,30,2500,775,500,2197,1.2,1807,2.1
117031647,33,2500,1163,530,2699,1.1,2025,1.8
117031648,30,2607,1248,600,2670,1.1,2192,2
118011339,35,3467,1467,675,3792,1,2945,2.3
118011340,34,3467,1543,690,3811,1,3007,2.2
118011341,37,3500,1357,652,3554,1,2553,2.3
118011342,0,0,0,0,0,0,0,0
118011344,39,3770,1317,650,3624,0.9,2815,2.6
118011345,37,3800,1645,590,4589,0.9,2802,2.1
118011346,44,4195,1428,718,4590,0.8,3464,2.6
118011347,42,4000,1614,680,4566,0.9,3001,2.2
118011649,40,3700,1589,660,4505,0.9,3291,2.4
118011650,43,3200,1680,720,4303,0.9,2903,2
118021564,32,2800,956,500,2743,1,2115,2.3
118021565,34,3000,845,475,2514,1,1893,2.5
118021566,41,3033,1114,600,3059,0.9,2411,2.6
118021567,40,3000,961,486,2639,0.9,1889,2.3
118021568,37,2980,993,550,2562,1,2147,2.5
118021569,37,3000,1394,570,3264,1,2402,2.2
118021570,35,3158,1254,575,3243,1,2446,2.3
118021651,35,3467,1571,650,3779,1,3088,2.3
118021652,44,3200,984,530,2875,0.9,2209,2.5
118021653,42,3000,857,475,2598,0.9,2128,2.8
118021654,41,4000,946,209,3625,0.9,2102,2.6
119011354,35,2400,540,400,1620,1,1407,3.2
119011355,32,2600,901,500,2447,1,2213,3.2
119011356,34,2300,566,500,1708,1,1618,3.4
119011358,40,2427,765,470,2265,0.8,1891,2.8
119011360,38,2500,745,460,2201,0.9,1929,2.9
119011361,35,2131,525,400,1598,1,1451,3.2
119011571,34,1765,556,400,1445,1.2,1319,2.9
119011572,34,1820,528,415,1436,1.1,1354,3
119011655,34,2253,498,395,1704,1,1428,3.3
119011656,33,2334,507,450,1569,1.1,1465,3.5
119011657,38,2600,797,480,2310,0.8,2061,2.9
119011658,39,2689,869,480,2514,0.8,2164,2.9
119021362,39,2171,651,395,1845,1,1524,2.7
119021366,33,2037,503,380,1489,1.1,1382,3.2
119021367,38,2300,671,425,1935,1,1698,3
119021573,32,1706,521,350,1285,1.4,1226,3.1
119021574,31,1700,548,350,1325,1.3,1247,3
119021659,38,2000,613,400,1572,1.1,1490,2.8
119021660,37,1950,615,380,1462,1.2,1376,2.6
119021661,35,2212,815,450,2043,1.1,1796,2.5
119021662,44,2800,831,570,2486,0.9,2159,2.8
119021663,41,2600,699,450,2125,0.9,1839,2.9
119031370,40,2247,676,400,1977,0.9,1643,2.7
119031371,43,3000,968,490,2798,0.8,2434,2.9
119031372,42,2600,830,450,2455,0.9,2086,2.8
119031373,40,2098,566,300,1553,1,1204,2.5
119031374,38,2600,778,490,2221,1,2093,2.9
119031664,32,2020,726,460,1733,1.3,1711,2.7
119031665,40,2600,640,490,1886,0.9,1857,3
119031666,39,2500,937,420,2592,0.9,2148,2.7
119031667,37,2100,787,400,1942,1,1689,2.5
119041377,42,2700,762,500,2338,0.9,2024,2.8
119041378,36,2250,900,464,2219,1.1,1953,2.5
119041379,39,2305,798,450,2191,1,1948,2.7
119041380,44,2487,816,450,2131,0.9,1645,2.3
119041381,35,2185,796,460,2048,1.1,1907,2.6
119041382,45,2600,873,500,2368,0.8,1793,2.4
119041668,34,2399,845,500,2202,1.1,2064,2.7
119041669,39,2500,729,520,2155,1,1944,3
119041670,38,2167,747,420,1980,1,1796,2.7
119041671,30,2383,1063,540,2337,1.2,2156,2.2
120011383,43,3000,1055,600,2840,0.9,2385,2.6
120011385,42,3250,1290,599,3446,0.9,2746,2.4
120011386,42,3000,1142,577,2982,0.9,2330,2.4
120011672,38,2600,1001,500,2712,1,2376,2.8
120011673,32,2500,1114,560,2404,1.2,2176,2.2
120021387,43,4000,1583,640,4603,0.9,3136,2.2
120021389,40,3500,1518,600,4207,1,3058,2.3
120021674,39,3467,1437,566,3905,1,2669,2.3
120021675,38,3446,1369,600,3541,1,2715,2.4
120031392,37,2400,916,480,2411,1,2089,2.5
120031393,41,2513,798,430,2301,0.9,1838,2.6
120031394,37,2600,1194,480,2885,1,2157,2.2
120031395,40,3000,1188,470,3242,0.9,2372,2.4
120031396,31,2127,907,450,2169,1.2,2034,2.6
120031576,38,2400,866,460,2341,1,2043,2.8
120031676,35,2167,912,420,2214,1,1887,2.3
120031677,38,2380,875,470,2332,1,1914,2.4
120031678,31,2400,714,500,1875,1.2,1653,2.5
120031679,41,2630,790,460,2397,1,2122,2.8
120031680,30,2500,784,480,2170,1.2,2129,2.7
120031681,41,3200,954,536,3066,0.9,2719,3.1
121011399,37,2708,1224,500,3094,1,2415,2.5
121011401,37,3000,1594,600,3674,1.1,2731,2.1
121011682,37,2772,1195,525,3049,1.1,2416,2.5
121011683,45,4333,1349,850,4641,0.8,3967,2.9
121011684,37,2973,916,590,2433,1.1,2116,2.5
121011685,41,3500,1477,600,4648,0.9,3639,2.7
121011686,38,3000,1356,550,3434,1,2640,2.4
121011687,41,3600,1159,599,3630,0.9,2878,2.8
121021403,39,2550,1012,500,2766,0.9,2446,2.9
121021404,42,2532,967,563,2878,0.8,2493,2.9
121021406,41,3000,1006,550,3157,0.8,2776,2.9
121021577,37,2108,895,440,2151,1.1,1813,2.3
121021578,41,2625,887,450,2540,0.9,2181,2.8
121021579,38,2378,980,490,2483,1.1,2153,2.5
121031407,41,3200,1062,600,3103,0.9,2633,2.8
121031408,41,3600,1196,620,3598,0.9,3121,2.9
121031409,41,3500,1182,650,3810,0.8,3403,3
121031410,43,3500,1069,700,3314,0.8,2962,2.9
121031411,45,3500,1069,610,3460,0.8,2910,2.8
121031412,44,3600,1112,650,3663,0.8,3230,2.9
121041413,41,3230,1541,600,3905,0.9,2678,2.1
121041414,38,2935,1585,575,3627,1,2606,2
121041416,39,2967,1537,540,3684,1,2356,1.9
121041417,38,2855,1681,600,3811,1.1,2702,1.9
121041688,45,3500,1449,600,4154,0.9,2810,2.3
121041689,43,4000,1498,580,4569,0.9,2957,2.3
122011418,42,4000,1279,698,4368,0.9,3403,2.9
122011419,38,3467,1559,725,4245,1,3183,2.2
122021420,48,3300,1061,750,2981,0.8,2588,2.7
122021421,48,3467,1011,750,3089,0.8,2558,2.7
122021422,46,3000,1111,630,3067,0.8,2601,2.7
122021690,45,3033,1003,660,2806,0.9,2270,2.6
122021691,40,3085,1070,710,3021,0.9,2750,2.9
122031424,42,3200,894,550,2772,0.9,2444,3
122031425,42,3179,925,650,2800,0.9,2374,2.9
122031427,43,3400,980,720,3328,0.8,2787,3
122031429,37,3033,1290,600,3303,1,2720,2.5
122031430,40,3250,1107,550,3306,1,2739,2.8
122031432,47,3219,1026,630,3178,0.8,2889,3
122031692,46,3461,899,882,3121,0.8,2593,2.9
122031693,41,3000,1059,600,3039,0.9,2600,2.7
122031694,38,3000,1113,570,3127,1,2547,2.7
122031695,36,2400,1054,550,2400,1.2,2066,2.2
122031696,41,3400,1043,828,3301,0.8,3140,3.2
122031697,46,2817,1016,585,2696,1,2001,2.3
123011433,42,2336,874,420,2463,0.8,2047,2.7
123011698,31,2200,977,460,2325,0.8,2170,3
123011699,34,2427,939,450,2457,0.8,2185,2.9
123011700,36,2600,971,550,2948,0.8,2911,3.4
123011701,35,2195,937,470,2522,0.8,2395,3.2
123011702,30,2500,1116,510,2503,0.8,2401,3
123021436,33,2000,693,370,1757,0.8,1549,2.9
123021437,35,2019,745,390,1919,0.9,1544,2.6
123021438,35,2000,755,375,1952,0.9,1791,3
123021439,33,0,1499,330,2750,1.5,2750,3
123021441,37,2000,720,360,1875,0.8,1592,2.8
123021443,35,2035,710,370,1898,0.9,1724,3.1
123021444,37,1950,695,370,1854,0.8,1661,2.9
123021703,32,2700,981,550,2508,0.9,2431,3.3
123021704,36,2167,844,420,2203,0.9,2070,3
