SA3_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
12201,33,1109,35,3,1190,44,867,35,3,946,106,2539,122,17,2795,166,2747,147,12,3072,309,2711,109,12,3139,392,2088,87,14,2578,211,1363,56,3,1634,96,934,30,8,1063,32,306,22,0,363,1396,14665,645,77,16777,45,1101,38,3,1179,69,931,52,7,1061,144,2860,150,27,3180,300,2862,118,11,3291,546,2578,98,11,3224,610,1917,72,8,2601,291,1502,44,6,1847,123,1019,41,0,1192,33,474,22,0,533,2154,15254,631,78,18114,81,2208,73,6,2368,111,1802,89,10,2009,260,5406,276,41,5976,467,5608,266,21,6364,859,5280,209,24,6367,1006,4005,153,26,5183,505,2869,100,13,3481,217,1955,75,6,2257,64,785,41,0,891,3549,29919,1277,147,34888
12202,84,1947,83,5,2114,80,1530,56,0,1670,160,2197,116,9,2489,283,2810,138,7,3242,526,3747,161,11,4452,741,3512,153,9,4410,436,2993,121,8,3561,219,1897,134,3,2249,56,531,116,3,706,2576,21174,1080,56,24886,92,1808,86,0,1984,105,1338,55,4,1508,204,2127,93,9,2435,484,3132,170,6,3788,935,3756,166,7,4864,1111,3379,147,6,4643,614,3118,120,7,3856,265,2025,200,0,2494,56,815,278,0,1157,3866,21508,1319,40,26729,175,3758,167,3,4099,190,2873,106,5,3176,364,4325,215,20,4917,764,5943,304,13,7032,1460,7502,327,16,9315,1854,6893,293,16,9056,1049,6115,242,12,7417,482,3918,330,3,4744,110,1350,400,3,1864,6449,42677,2395,98,51611
12203,182,4786,166,4,5139,194,4147,146,5,4495,384,7881,372,29,8665,786,9314,388,17,10509,1328,9929,318,17,11591,1342,7221,283,12,8863,691,5130,206,14,6042,429,3518,183,4,4132,164,1356,155,4,1674,5495,53282,2229,104,61108,179,4297,99,3,4577,225,3633,118,4,3985,538,8200,413,36,9185,1175,9789,371,20,11351,2242,9753,350,14,12361,2075,6628,254,17,8976,1053,5483,248,15,6806,555,4343,284,9,5181,139,2303,365,0,2804,8176,54429,2497,129,65233,359,9080,265,10,9713,425,7782,259,13,8478,918,16082,783,62,17851,1953,19102,762,36,21860,3575,19681,665,33,23958,3417,13846,539,34,17836,1748,10614,459,33,12848,978,7856,469,11,9313,302,3659,522,5,4480,13674,107711,4725,239,126342
12301,86,2468,83,0,2640,113,2056,71,0,2241,259,4264,201,3,4720,496,4427,193,3,5113,625,4116,152,11,4902,458,2864,85,3,3421,246,2071,88,7,2410,125,937,83,7,1144,24,258,33,0,315,2425,23468,983,31,26904,116,2347,89,0,2549,147,1990,73,0,2203,500,4413,186,5,5098,895,4487,186,3,5570,1047,3931,144,7,5130,770,2929,111,11,3814,350,2224,93,6,2671,128,1180,105,0,1411,14,542,109,0,669,3970,24037,1080,37,29121,196,4816,169,5,5192,255,4040,138,3,4443,753,8678,385,6,9823,1393,8916,373,5,10686,1675,8043,290,18,10028,1230,5798,195,14,7234,596,4292,178,13,5082,254,2116,187,5,2562,45,801,139,0,984,6395,47504,2071,69,56025
12302,250,4963,433,4,5653,315,5106,417,10,5845,880,10384,852,23,12143,1442,10884,928,21,13280,1200,8237,654,12,10108,1059,7843,478,18,9403,744,5972,353,43,7112,341,2512,316,6,3183,68,499,122,9,691,6312,56408,4555,148,67418,320,4656,395,0,5369,385,4758,379,12,5533,1546,11153,970,20,13686,2166,10450,923,6,13554,1946,7815,579,16,10356,1820,7853,462,58,10189,1081,6260,458,46,7844,346,2790,425,8,3570,47,897,338,8,1285,9652,56619,4941,167,71381,570,9616,832,6,11024,701,9864,797,22,11379,2425,21535,1826,40,25825,3612,21340,1856,31,26835,3148,16046,1239,28,20460,2878,15703,942,82,19591,1820,12234,811,91,14953,693,5300,744,21,6753,122,1391,456,13,1976,15961,113031,9495,313,138796
12303,42,1465,110,0,1620,67,1217,74,3,1369,164,2402,146,8,2727,313,2332,160,6,2807,384,2535,143,0,3059,337,2112,109,0,2555,279,1759,107,3,2148,115,869,86,0,1075,32,209,62,0,300,1730,14902,1003,32,17663,91,1299,89,0,1474,92,1124,47,0,1270,267,2415,139,6,2833,545,2299,137,4,2980,635,2297,127,0,3060,603,2033,103,0,2745,353,1741,104,3,2195,122,871,124,0,1117,11,269,133,0,412,2714,14345,1001,19,18082,135,2758,203,0,3097,158,2348,132,5,2640,433,4815,286,14,5556,856,4626,295,9,5792,1018,4824,274,0,6121,934,4148,209,6,5298,633,3493,209,9,4342,241,1737,214,0,2194,40,483,191,0,716,4444,29245,2006,49,35742
12401,128,2237,92,0,2461,102,1661,51,0,1828,256,3084,145,8,3490,477,3897,172,6,4551,801,4274,165,7,5246,827,4234,142,4,5207,597,4208,155,6,4966,266,1949,111,0,2330,77,530,35,0,650,3530,26080,1072,32,30711,131,1987,84,0,2199,129,1420,43,0,1590,375,3110,131,3,3624,853,3988,148,9,4995,1323,4186,184,3,5696,1354,4414,148,4,5919,845,4462,151,10,5470,312,2410,154,6,2883,56,896,151,0,1099,5373,26869,1187,38,33467,261,4219,178,0,4656,230,3083,99,4,3413,627,6197,279,16,7114,1331,7885,324,9,9545,2120,8459,348,12,10937,2180,8645,288,4,11122,1443,8671,301,13,10437,575,4361,262,9,5205,130,1434,180,0,1743,8906,52948,2262,73,64186
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
12403,196,4561,303,0,5057,274,4939,331,4,5553,672,10111,710,37,11527,1139,9773,667,13,11591,1147,7939,547,13,9645,929,6445,379,12,7759,672,4899,300,25,5893,321,2272,267,4,2860,65,535,131,0,730,5402,51463,3647,109,60613,251,4409,236,4,4894,340,4632,338,7,5324,1153,10685,802,15,12656,1810,9498,666,7,11982,1861,7717,505,7,10098,1677,6398,362,12,8455,896,5388,311,25,6620,292,2634,338,3,3276,46,976,283,4,1306,8329,52348,3847,85,64608,448,8964,535,7,9958,617,9572,668,7,10874,1818,20797,1514,46,24180,2950,19270,1331,26,23573,3003,15658,1052,20,19740,2603,12843,741,29,16220,1561,10284,615,48,12507,608,4904,612,12,6135,115,1509,418,3,2040,13732,103805,7492,194,125216
12404,60,1042,92,0,1195,68,1093,168,0,1324,167,2453,442,3,3066,226,1737,368,6,2341,257,1806,248,0,2317,295,1791,166,3,2253,179,1317,93,0,1595,82,776,72,0,930,24,215,44,0,278,1353,12234,1695,19,15300,49,1002,85,8,1138,86,1002,121,0,1211,275,2351,290,4,2922,359,1764,256,0,2376,526,1773,173,0,2471,488,1638,120,3,2239,247,1448,102,0,1801,94,957,117,0,1171,18,458,89,0,566,2153,12382,1345,21,15902,112,2045,174,8,2331,157,2096,288,0,2538,445,4802,732,9,5983,586,3501,625,6,4719,780,3574,424,4,4789,779,3431,286,7,4497,425,2764,199,6,3397,179,1733,193,0,2107,41,674,127,0,842,3506,24614,3045,35,31203
12405,77,1585,187,0,1846,85,1622,164,3,1866,281,3530,367,4,4182,396,3169,307,6,3882,403,2798,262,0,3473,384,2755,198,12,3347,227,1931,147,9,2317,89,760,82,3,934,17,152,37,0,202,1964,18302,1749,30,22051,89,1438,134,0,1668,138,1535,142,0,1820,501,3510,391,6,4402,623,3030,323,7,3981,608,2551,234,3,3395,634,2685,165,16,3499,304,1888,170,14,2377,80,821,120,4,1018,17,291,121,4,430,2993,17743,1805,52,22597,169,3018,319,0,3512,219,3155,306,3,3685,785,7037,757,10,8583,1022,6204,633,5,7863,1018,5348,499,3,6871,1016,5439,365,23,6851,532,3822,314,29,4698,172,1578,199,8,1954,33,441,158,4,638,4958,36046,3558,81,44647
12501,99,1909,172,3,2185,174,4377,630,23,5200,581,11670,1683,37,13973,616,7320,1138,30,9101,518,4562,681,22,5785,492,4072,424,21,5006,279,2569,240,25,3113,123,1143,146,4,1426,31,343,107,0,485,2910,37967,5224,165,46265,116,1800,162,4,2083,203,3714,364,11,4293,754,9946,959,35,11693,821,5921,579,22,7345,761,4109,372,21,5267,711,3936,305,33,4986,422,2569,203,18,3207,137,1166,114,9,1426,25,516,87,0,632,3947,33689,3143,155,40928,214,3709,331,9,4262,376,8091,989,37,9495,1336,21617,2643,67,25666,1432,13240,1717,50,16437,1278,8674,1049,46,11051,1210,8005,731,54,9990,696,5137,446,41,6325,266,2312,262,17,2852,53,863,199,0,1116,6856,71656,8366,322,87200
12502,82,2032,93,0,2210,151,2064,104,3,2326,284,3999,283,7,4576,515,4843,292,22,5667,589,3762,206,13,4566,567,3597,189,11,4361,286,2628,125,21,3055,180,1384,62,4,1636,69,509,37,5,625,2726,24820,1391,82,29018,83,1779,83,0,1946,140,1781,86,5,2010,375,4009,269,9,4660,734,4936,286,7,5961,933,3922,200,8,5064,822,3589,154,30,4600,478,2638,122,24,3257,209,1553,102,11,1883,46,722,59,9,827,3815,24941,1358,101,30215,167,3812,174,0,4154,290,3846,187,11,4336,657,8012,544,11,9233,1250,9777,574,29,11629,1523,7686,402,21,9633,1391,7188,346,44,8960,755,5265,246,39,6314,390,2940,166,17,3521,115,1233,93,8,1452,6539,49758,2746,185,59234
12503,234,4629,496,0,5363,325,5430,742,8,6504,818,11149,1708,22,13702,1077,9201,1398,26,11699,1127,7367,942,21,9454,949,6609,673,16,8240,568,4932,491,21,6019,291,2580,325,7,3198,89,807,204,0,1098,5476,52709,6978,129,65289,287,4250,466,6,5002,452,4742,503,10,5701,1221,10109,1314,16,12661,1719,8277,1115,14,11127,1727,6954,758,18,9463,1471,6350,627,20,8471,767,4872,444,39,6115,278,2750,352,11,3397,45,1269,385,5,1700,7967,49576,5954,139,63634,519,8880,957,6,10373,777,10175,1246,12,12207,2037,21261,3018,42,26361,2797,17482,2516,39,22824,2856,14323,1698,42,18921,2414,12961,1296,42,16711,1335,9802,931,55,12126,571,5326,681,15,6596,138,2079,586,5,2798,13444,102281,12932,262,128923
12504,130,2939,206,5,3279,212,4583,471,11,5276,658,13578,1427,35,15696,1208,13186,1115,25,15532,853,6743,568,30,8184,765,5130,456,34,6387,441,3821,336,46,4639,271,2208,266,10,2756,87,744,228,5,1065,4620,52933,5074,194,62817,163,2719,186,5,3080,239,4061,359,14,4669,850,13174,1220,33,15275,1364,11116,949,18,13448,1306,6127,464,21,7911,1073,5222,379,84,6764,666,4239,324,65,5296,311,2677,329,12,3335,59,1202,273,7,1542,6041,50544,4485,253,61315,290,5660,396,9,6358,448,8644,833,22,9947,1501,26756,2643,62,30972,2581,24295,2064,45,28983,2154,12864,1036,46,16100,1836,10352,840,117,13149,1099,8063,656,109,9937,586,4885,595,24,6094,150,1950,497,5,2603,10659,103478,9555,446,124134
12601,64,1467,38,0,1568,93,1537,52,3,1688,178,2949,147,9,3268,312,3523,140,5,3981,457,2918,87,8,3469,475,2494,68,23,3059,283,2028,49,18,2378,132,1019,42,5,1208,61,384,35,0,482,2050,18326,658,69,21100,54,1536,30,3,1623,91,1479,52,9,1633,227,3160,157,3,3545,485,3759,153,5,4399,630,2964,77,9,3680,699,2572,64,32,3357,397,2090,57,35,2578,180,1245,50,7,1487,42,596,64,0,699,2813,19390,699,103,23003,121,2999,70,4,3193,183,3015,107,10,3315,396,6109,296,11,6817,793,7289,288,6,8382,1087,5883,164,17,7148,1172,5066,126,49,6418,682,4121,109,46,4956,313,2268,94,18,2692,99,977,99,5,1182,4857,37715,1357,168,44105
12602,168,3360,124,7,3665,246,4441,247,9,4946,568,11169,740,23,12492,956,10096,577,32,11654,1104,7035,368,27,8531,1174,6192,343,40,7745,703,4840,236,58,5836,324,2599,222,8,3147,130,1099,226,0,1456,5362,50833,3075,208,59474,149,3079,121,7,3357,223,4176,226,14,4639,754,11594,656,29,13036,1308,10081,515,32,11938,1638,7207,329,30,9197,1713,6478,308,67,8563,1019,5315,291,57,6684,402,3148,319,11,3877,102,1822,479,0,2410,7305,52907,3245,256,63711,313,6439,245,15,7021,460,8624,471,23,9585,1318,22760,1397,54,25531,2259,20179,1089,61,23590,2739,14241,693,56,17735,2885,12671,647,109,16310,1723,10153,527,118,12520,728,5743,537,19,7029,235,2921,707,4,3865,12668,103734,6311,468,123186
12701,189,4522,324,0,5034,280,4244,267,4,4799,736,9032,580,12,10357,1025,9019,635,9,10691,963,6937,418,10,8332,726,5862,407,10,7005,432,3604,237,18,4287,166,1556,170,3,1896,31,372,126,0,534,4564,45144,3162,66,52940,271,4218,286,3,4777,295,4108,280,0,4687,1235,9899,650,15,11801,1741,8639,633,10,11020,1545,6582,443,15,8579,1292,5510,337,42,7180,588,3721,258,17,4586,171,1650,165,10,2000,31,548,83,0,661,7160,44872,3135,114,55283,461,8743,610,3,9811,574,8355,546,3,9479,1975,18925,1232,23,22158,2763,17658,1269,19,21708,2507,13522,864,24,16912,2019,11367,744,56,14188,1023,7318,492,34,8872,335,3213,332,14,3895,60,927,213,0,1196,11722,90022,6302,181,108221
12702,309,6190,490,8,6990,453,6101,462,6,7017,1155,10550,916,29,12658,1279,8745,886,24,10939,1571,9784,868,16,12242,1459,10712,843,18,13031,819,7763,561,20,9161,382,3691,368,5,4449,111,1209,256,0,1579,7546,64748,5646,124,78055,330,5762,444,5,6544,531,5752,381,9,6679,1357,10061,867,22,12310,2021,9414,865,13,12309,2661,9903,805,18,13385,2441,10158,762,43,13405,1277,8119,546,25,9962,445,4059,484,5,4993,76,1861,445,4,2396,11136,65089,5608,145,81985,635,11956,934,7,13534,986,11850,843,11,13693,2514,20616,1783,56,24965,3299,18157,1748,41,23244,4233,19687,1677,35,25627,3901,20875,1609,56,26435,2090,15882,1104,44,19127,826,7751,848,13,9435,191,3067,701,6,3971,18682,129832,11257,266,160042
12703,175,4029,341,0,4550,248,4220,409,3,4885,683,8475,921,13,10092,1047,8295,855,16,10215,1000,6847,570,21,8440,797,5793,507,13,7101,432,3643,350,31,4454,199,1826,305,4,2340,54,520,162,3,750,4634,43650,4437,106,52823,219,3710,275,0,4207,338,3917,333,8,4591,1051,8672,925,15,10659,1490,8068,788,10,10354,1496,6595,533,9,8632,1170,5402,462,35,7064,650,3735,376,28,4791,216,2150,342,12,2714,43,856,337,0,1243,6668,43091,4371,111,54252,394,7738,625,3,8751,584,8135,744,11,9474,1736,17143,1842,30,20752,2536,16361,1643,25,20565,2498,13444,1106,27,17073,1961,11194,965,50,14169,1081,7376,725,57,9244,416,3969,655,14,5054,98,1374,506,9,1992,11303,86742,8803,217,107071
12801,151,3227,126,4,3505,150,2986,102,4,3244,358,6149,342,12,6857,605,6340,333,12,7293,974,6539,312,15,7839,1264,5646,241,15,7160,748,4606,182,15,5546,352,2882,179,6,3415,161,1181,138,3,1483,4764,39550,1951,76,46333,164,3005,118,0,3287,217,2915,100,3,3236,510,6384,333,10,7238,922,6599,310,13,7842,1697,6310,278,14,8303,1807,5499,213,17,7532,1009,4964,211,10,6200,430,3490,284,0,4209,128,1959,340,3,2427,6896,41114,2186,79,50270,312,6229,245,7,6795,369,5900,202,8,6480,872,12532,670,19,14091,1531,12938,643,24,15130,2668,12851,591,28,16141,3073,11143,451,31,14692,1757,9566,397,25,11741,786,6370,465,7,7623,293,3131,474,10,3903,11657,80660,4139,147,96605
12802,148,3472,79,0,3703,145,3069,85,3,3303,360,5353,172,3,5888,634,6394,200,7,7236,1029,6236,178,5,7443,1101,5235,144,6,6493,616,4433,119,6,5182,324,2358,151,3,2840,93,701,164,4,960,4467,37248,1293,42,43042,167,3198,77,0,3432,180,2761,55,0,2996,460,5551,177,9,6198,1159,6604,207,12,7976,1642,6243,169,3,8056,1707,5128,121,10,6971,890,4547,144,10,5589,328,2732,212,4,3269,57,1076,418,0,1552,6588,37830,1574,55,46045,314,6666,156,0,7135,326,5829,142,4,6298,819,10903,348,15,12084,1796,12999,404,19,15212,2670,12479,338,9,15505,2812,10366,267,21,13468,1506,8976,267,19,10772,651,5088,363,7,6110,154,1769,579,4,2507,11053,75073,2866,98,89087
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,16,0,10,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,29,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,15,0,0,18,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,28,0,3,38
20101,166,3281,215,0,3665,202,3222,241,0,3662,534,6783,458,11,7792,775,5653,367,13,6807,1033,5386,341,9,6762,1085,4944,291,4,6328,780,4325,279,6,5392,372,2340,261,4,2975,91,778,159,0,1028,5038,36723,2602,49,44412,192,3133,245,0,3573,285,3240,226,3,3759,921,6594,445,3,7970,1366,5878,365,0,7613,1859,5278,327,6,7469,1907,4922,276,9,7116,1206,4819,294,7,6323,460,2898,307,3,3667,86,1455,298,0,1843,8281,38218,2786,40,49325,362,6421,460,0,7235,481,6466,467,3,7423,1460,13384,905,16,15759,2139,11532,732,17,14421,2895,10660,662,13,14230,2989,9864,568,15,13441,1987,9142,572,19,11716,829,5233,569,3,6641,179,2232,461,0,2872,13321,74933,5391,92,93741
20102,52,743,67,4,867,51,465,42,0,557,103,1055,104,0,1261,219,1413,133,0,1763,326,1744,160,4,2241,401,1900,166,0,2473,289,1787,150,0,2222,125,822,97,0,1044,25,188,58,0,267,1582,10118,986,17,12702,39,646,55,0,738,48,398,25,0,473,168,1054,109,4,1340,344,1354,137,0,1835,486,1689,152,4,2329,679,1731,165,0,2577,425,1614,157,0,2195,127,741,121,0,991,10,326,75,0,407,2327,9548,1001,10,12888,94,1386,124,3,1608,92,865,73,0,1033,275,2104,214,3,2597,555,2771,270,0,3599,818,3433,314,9,4574,1077,3635,326,3,5048,712,3400,303,0,4422,248,1569,218,0,2038,37,511,135,0,673,3913,19667,1983,25,25582
20103,38,577,91,0,708,43,491,56,0,594,95,901,129,0,1129,155,904,181,0,1242,299,1297,239,0,1843,329,1510,207,0,2052,283,1717,224,0,2217,131,947,146,0,1219,23,239,46,0,311,1394,8593,1322,8,11317,50,504,80,0,637,66,406,43,0,510,158,935,76,0,1173,238,929,107,0,1274,422,1216,162,0,1796,510,1391,138,0,2046,350,1545,151,0,2059,119,894,122,0,1139,15,360,58,0,435,1941,8182,934,0,11064,85,1085,174,0,1347,106,900,101,0,1102,256,1842,210,0,2307,393,1832,292,0,2511,722,2510,402,0,3637,844,2906,345,3,4098,633,3262,377,0,4274,248,1842,264,5,2362,42,602,103,0,747,3337,16778,2258,11,22378
20201,125,2702,193,0,3020,182,2874,194,9,3258,487,5799,466,13,6765,702,4935,372,6,6019,853,4564,355,4,5778,998,4258,301,4,5562,740,3991,268,9,5002,365,2248,238,0,2847,114,815,144,0,1080,4571,32183,2531,40,39329,174,2662,187,0,3021,257,2935,151,0,3344,891,5967,419,4,7280,1223,5011,373,4,6609,1515,4537,319,0,6375,1750,4448,301,4,6500,1116,4282,264,8,5673,463,2650,285,4,3394,84,1362,275,7,1729,7482,33852,2569,35,43939,299,5359,380,0,6039,445,5806,343,10,6601,1378,11768,887,18,14048,1927,9949,748,13,12628,2373,9107,671,7,12157,2750,8704,602,6,12066,1865,8272,529,12,10678,825,4895,518,3,6246,195,2183,425,6,2808,12054,66040,5101,72,83269
20202,82,1237,147,0,1461,86,838,106,3,1035,179,1720,354,4,2260,334,2259,332,0,2928,566,2798,312,5,3678,594,2998,284,3,3876,445,2994,262,4,3703,191,1556,182,3,1928,42,402,98,0,541,2504,16801,2078,22,21411,82,1145,105,0,1340,88,707,75,6,869,257,1783,161,0,2207,558,2393,203,0,3150,918,2709,231,0,3861,1070,2823,224,0,4122,656,2828,229,4,3722,243,1493,219,0,1952,23,566,198,0,797,3900,16457,1653,14,22023,165,2382,252,0,2798,176,1540,180,9,1903,430,3508,514,8,4464,888,4649,538,0,6082,1479,5516,542,8,7540,1663,5823,509,3,7997,1101,5820,495,5,7430,430,3046,403,5,3881,63,969,300,0,1335,6410,33260,3726,40,43436
20203,15,253,40,0,311,13,188,32,0,238,35,406,45,0,487,71,448,70,0,594,99,611,102,0,805,183,773,124,0,1084,121,787,103,0,1013,51,337,70,0,462,7,96,33,0,141,603,3901,623,6,5131,22,244,36,0,309,22,179,24,0,229,60,444,50,0,560,123,414,65,0,608,194,495,83,0,767,248,693,104,0,1048,171,600,97,0,870,56,300,67,0,424,3,163,55,0,215,910,3533,586,4,5031,42,500,77,0,617,37,371,58,0,467,98,853,97,0,1042,192,868,139,0,1196,291,1099,185,0,1572,437,1462,235,0,2136,288,1390,197,3,1883,113,634,140,0,883,12,258,82,0,353,1509,7435,1205,5,10159
20301,35,673,50,0,763,30,462,25,0,516,86,1034,66,0,1184,162,1189,77,0,1428,232,1256,76,0,1564,270,1076,63,0,1413,168,924,63,5,1160,57,381,44,0,477,16,72,18,0,107,1056,7059,484,5,8604,33,644,55,0,734,24,390,25,0,442,128,1008,60,0,1193,315,1258,94,0,1666,365,1119,74,0,1553,397,950,74,0,1421,215,804,51,0,1060,50,346,45,0,440,12,149,39,0,201,1527,6661,516,5,8714,68,1318,111,0,1495,54,849,54,0,957,214,2040,127,0,2379,475,2447,174,0,3093,596,2367,157,0,3121,667,2027,138,0,2832,376,1729,109,5,2215,109,719,86,0,915,24,229,60,0,310,2586,13725,1008,3,17321
20302,261,5658,362,12,6288,393,6491,574,6,7463,999,13891,1356,16,16257,1364,10860,1020,23,13262,1898,9828,810,7,12552,1944,8752,610,13,11318,1279,7485,467,10,9244,698,4278,378,3,5359,196,1564,238,0,2006,9034,68807,5815,93,83751,334,5325,323,16,6002,517,6316,384,7,7229,1603,13532,807,16,15965,2354,10882,705,15,13954,3240,9459,590,11,13300,3396,8604,467,16,12487,1948,8266,548,23,10789,798,5383,573,8,6762,123,2771,440,0,3335,14314,70545,4835,115,89814,595,10981,681,31,12290,913,12810,962,15,14692,2607,27424,2164,31,32221,3719,21741,1721,34,27218,5141,19288,1403,19,25855,5339,17355,1074,31,23806,3227,15756,1015,30,20034,1500,9662,951,11,12120,316,4340,677,0,5338,23351,139355,10654,211,173569
