SA3_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
10703,289,293,584,93,82,170,101,326,422,131,620,750,475,1733,2214,513,993,1510,1805,611,2416,1604,771,2374,1776,778,2554,2070,539,2602,1464,458,1924,1642,364,2004,3525,539,4064,2814,61,2873,2379,123,2503,1442,37,1477,3448,217,3670,1593,96,1693,318,331,651,27473,8970,36444
10704,302,501,804,123,236,355,132,553,688,186,1219,1410,515,2630,3139,567,1660,2230,1747,1134,2884,1675,1303,2976,2000,1394,3399,2284,1156,3439,1620,991,2612,1853,803,2658,3989,1441,5430,3487,271,3758,3076,358,3436,2242,129,2370,6607,589,7193,1768,536,2302,281,551,833,34467,17457,51921
10801,136,177,313,72,61,134,59,187,250,58,410,474,235,1217,1453,216,831,1043,1173,440,1612,840,453,1294,885,419,1300,912,251,1158,530,169,695,531,138,673,903,195,1100,563,47,610,399,50,450,227,19,246,497,149,644,606,46,652,200,393,594,9036,5659,14691
10802,155,230,387,77,97,180,74,299,373,106,582,693,373,1670,2046,417,987,1405,1540,552,2089,1203,649,1856,1202,557,1765,1353,344,1701,808,261,1070,760,173,938,1367,226,1591,859,53,909,597,57,648,335,18,347,588,116,708,889,74,957,259,514,775,12980,7462,20441
10803,0,3,5,0,0,0,0,0,5,0,0,0,0,3,5,0,9,11,0,0,0,0,13,12,12,14,20,6,4,15,6,5,9,9,4,16,16,7,24,13,3,16,6,0,6,6,0,6,5,0,8,13,3,11,0,3,3,109,74,175
10804,247,362,613,136,138,268,119,372,489,128,823,948,492,2301,2789,537,1723,2261,2250,928,3177,1801,1092,2889,2047,979,3029,2445,616,3062,1435,442,1878,1477,366,1848,2777,487,3266,2000,103,2101,1444,112,1559,855,37,887,1994,207,2206,1312,116,1426,299,581,879,23789,11777,35564
10805,207,251,455,99,124,222,91,270,358,133,660,796,431,1820,2248,407,1077,1483,1735,592,2333,1383,660,2044,1524,582,2109,1631,360,1997,942,280,1223,981,186,1168,1721,230,1949,1043,40,1088,663,51,711,383,18,394,751,168,917,1014,85,1096,324,434,756,15461,7890,23353
10901,137,242,378,63,93,160,78,317,396,78,588,665,305,1556,1859,402,1097,1504,1150,734,1886,985,877,1864,1209,882,2090,1459,617,2074,1093,466,1562,1147,303,1456,2411,509,2921,1705,85,1789,1292,92,1388,770,30,806,1561,177,1732,1076,99,1176,245,430,678,17170,9195,26366
10902,56,65,121,20,22,39,20,71,82,17,109,130,80,270,349,76,146,229,246,103,348,222,136,351,204,135,343,247,93,344,183,64,244,210,61,267,420,89,509,247,11,258,190,13,202,119,4,132,264,36,299,316,10,331,86,119,206,3226,1559,4783
10903,147,189,342,67,75,140,68,213,279,61,431,493,256,1259,1517,267,789,1056,1106,459,1559,818,536,1351,925,543,1470,1046,331,1376,670,258,927,741,154,893,1440,199,1635,904,38,936,679,47,723,362,8,372,736,97,828,841,53,893,283,403,690,11408,6078,17485
11001,104,112,219,49,76,125,48,198,247,49,332,384,190,840,1037,191,559,746,689,419,1101,580,480,1059,655,432,1092,796,331,1127,579,260,843,638,183,817,1204,306,1514,799,47,844,580,65,649,387,17,401,895,109,998,567,78,646,105,197,304,9093,5055,14153
11002,164,197,362,68,90,157,87,256,339,75,520,598,331,1357,1689,310,640,952,1164,366,1537,853,510,1360,847,385,1232,950,274,1225,596,184,779,652,156,806,1103,171,1275,602,38,637,406,45,450,262,7,274,439,99,541,732,43,777,222,366,589,9863,5700,15562
11003,77,91,172,21,40,59,21,113,129,34,180,211,120,436,562,144,249,391,340,198,540,301,277,578,379,279,657,393,193,587,304,169,476,338,128,460,733,234,965,549,40,588,423,67,481,254,15,272,593,113,700,490,35,525,174,262,436,5685,3109,8790
11004,222,297,524,104,121,227,98,372,470,123,736,858,439,1878,2315,470,1100,1573,1598,754,2352,1313,958,2277,1622,950,2570,1830,621,2450,1245,485,1731,1427,393,1821,2898,599,3494,1986,95,2083,1578,135,1709,856,35,897,1972,246,2216,1414,122,1539,344,645,994,21559,10550,32112
11101,327,426,759,134,177,308,137,457,594,158,941,1099,541,2889,3429,555,1706,2261,2098,918,3019,1917,1179,3098,2313,1136,3449,2529,830,3363,1877,661,2537,1864,520,2379,4413,843,5258,3541,125,3662,3130,196,3328,2033,51,2082,4957,267,5226,1971,153,2126,327,553,878,34837,14034,48869
11102,188,301,488,86,116,205,92,263,360,98,590,689,384,1625,2008,447,1105,1548,1622,639,2257,1396,702,2100,1670,702,2369,1837,470,2306,1292,396,1688,1416,275,1686,3121,469,3590,2438,51,2489,1878,96,1976,1139,20,1155,2399,135,2537,1429,90,1520,280,369,648,23201,8425,31622
11103,350,671,1027,138,297,434,152,740,888,178,1585,1759,558,3827,4381,727,2348,3080,2329,1519,3849,2226,2038,4263,2628,2116,4736,3044,1826,4869,2367,1505,3875,2485,1285,3765,5734,2162,7895,4599,527,5125,4123,630,4755,2741,219,2964,7454,857,8310,2633,831,3458,388,744,1130,44850,25720,70573
11201,185,344,530,104,170,276,79,321,398,116,693,809,357,1908,2265,432,1533,1966,1429,945,2371,1321,1121,2448,1649,1005,2650,1889,755,2642,1327,553,1878,1464,411,1872,2858,697,3555,2007,208,2212,1506,224,1727,934,85,1017,2674,470,3143,1554,312,1865,269,574,842,22157,12313,34467
11202,151,221,370,89,123,214,89,353,439,134,797,933,402,2113,2518,522,1280,1803,1481,778,2259,1371,908,2285,1583,885,2463,1735,520,2255,1229,388,1620,1228,266,1496,2372,376,2752,1555,83,1634,1004,60,1064,587,26,608,1156,131,1294,1170,138,1315,268,420,688,18126,9887,28011
11203,252,424,677,134,169,305,112,427,539,131,881,1007,501,2475,2974,528,1980,2513,2124,1079,3203,1790,1191,2980,2073,1099,3170,2400,702,3096,1532,520,2055,1547,390,1933,3153,548,3694,2180,108,2283,1674,134,1811,951,37,993,2220,241,2465,1724,210,1935,400,790,1191,25436,13394,38834
11301,128,182,315,54,62,117,38,186,218,82,346,430,227,932,1160,248,449,695,707,384,1091,667,513,1177,808,536,1344,1019,382,1401,751,287,1039,864,235,1101,1754,339,2094,1196,62,1251,861,71,931,564,21,582,1090,133,1222,896,55,954,214,280,498,12171,5447,17617
11302,36,68,105,24,23,43,27,55,85,17,129,153,104,384,486,106,204,307,334,137,470,259,180,438,293,157,445,344,111,451,225,97,320,245,69,312,473,124,599,359,12,371,229,30,263,136,3,143,297,55,349,337,18,350,71,124,192,3913,1967,5880
11303,212,317,527,103,141,243,118,399,514,121,778,906,466,2114,2581,549,1230,1777,1592,897,2491,1364,1145,2519,1764,1130,2894,2045,787,2831,1452,637,2086,1723,500,2222,3334,724,4057,2459,136,2593,1932,168,2102,1138,41,1179,2453,265,2716,1795,151,1942,383,631,1018,25012,12201,37211
11401,365,481,847,178,215,391,151,459,609,160,989,1158,657,2945,3601,740,1919,2655,2833,1085,3922,2162,1225,3388,2610,1120,3730,2890,790,3685,1825,591,2416,1888,464,2346,3495,631,4124,2359,106,2468,1658,155,1815,982,48,1030,2187,531,2712,1737,134,1876,409,777,1187,29300,14663,43960
11402,154,218,371,88,94,186,66,183,249,62,341,405,227,986,1214,191,615,811,769,502,1271,728,580,1308,942,563,1502,1172,335,1505,724,315,1041,920,218,1130,1749,364,2111,1380,45,1428,1135,111,1245,681,28,703,2413,352,2769,926,50,985,151,264,418,14478,6179,20647
11501,451,328,775,201,141,337,128,208,337,124,328,445,437,979,1417,453,768,1218,1190,542,1728,1214,585,1799,1558,597,2159,1975,480,2454,1532,496,2032,1742,353,2097,4202,717,4919,3595,80,3675,3726,187,3912,2948,31,2981,14175,345,14515,2044,91,2128,293,234,525,41984,7479,49465
11502,98,75,173,36,35,69,25,58,83,26,62,85,76,203,276,60,146,211,219,96,319,243,142,389,299,144,447,351,102,449,260,76,346,316,65,381,656,109,761,580,15,598,556,27,587,437,8,450,2360,71,2430,425,16,442,81,52,138,7115,1513,8633
11503,60,68,132,28,28,56,20,39,61,34,87,116,76,217,294,75,116,190,268,101,369,217,137,357,287,152,445,382,118,510,313,82,391,371,66,442,907,124,1034,703,19,724,631,34,664,434,3,433,1386,77,1464,398,25,419,81,45,131,6685,1537,8218
11504,124,81,212,35,30,66,40,43,90,36,69,104,116,212,331,92,117,213,301,104,403,288,144,430,447,200,646,605,171,772,498,155,656,617,128,750,1603,252,1850,1554,29,1578,1663,53,1720,1264,17,1281,4749,91,4840,770,22,793,124,71,194,14930,1987,16915
11601,479,530,1006,124,142,271,177,405,586,195,898,1094,587,1740,2323,654,780,1428,1751,627,2379,1577,857,2435,2002,935,2931,2528,740,3272,2138,584,2723,2191,474,2664,5154,778,5940,3937,173,4111,3231,181,3415,2182,80,2261,4684,253,4932,1874,183,2058,413,406,816,35876,10766,46644
11602,250,202,449,59,57,113,62,111,170,99,223,320,245,552,791,294,370,666,809,268,1078,792,368,1162,1202,495,1697,1621,447,2070,1515,414,1937,1667,386,2057,4942,638,5575,4351,102,4446,4478,168,4647,3333,41,3377,9300,225,9531,1567,96,1667,310,154,461,36874,5332,42201
11603,320,348,666,78,103,185,143,277,421,226,647,874,569,1328,1897,708,606,1313,1686,399,2084,1512,617,2129,1772,744,2512,2246,474,2720,1754,368,2122,1746,224,1969,3929,353,4284,2746,59,2809,2056,71,2130,1261,21,1286,2403,81,2492,1637,77,1720,403,352,750,27207,7157,34368
11701,233,402,637,49,114,162,54,214,273,62,443,503,207,804,1010,214,373,590,568,348,915,558,473,1029,676,588,1263,807,582,1391,707,500,1207,783,419,1209,1917,778,2695,1565,187,1748,1447,281,1725,1057,107,1162,3117,384,3496,726,226,952,145,245,390,14894,7460,22359
11702,127,229,360,41,62,106,26,178,202,47,404,451,153,722,877,115,482,597,414,426,840,367,539,911,504,711,1217,590,705,1297,502,667,1169,530,579,1110,1374,1202,2569,1201,245,1449,1220,403,1632,1031,155,1185,4380,700,5077,571,339,914,83,161,240,13284,8904,22185
11703,768,2470,3234,180,466,643,188,1226,1413,201,2286,2483,484,3091,3582,507,2195,2701,1080,2054,3139,1163,2762,3920,1455,3714,5171,1947,3614,5563,1609,3583,5192,1905,3470,5366,5148,8276,13420,4291,1235,5522,4301,3047,7350,3455,799,4260,16833,6750,23579,1948,1780,3727,337,1346,1687,47795,54165,101963
11801,338,656,996,85,175,255,82,350,428,78,556,636,194,1141,1339,213,991,1203,493,895,1388,528,1126,1649,807,1352,2155,957,1303,2261,793,1312,2109,1028,1306,2329,2472,2854,5326,1995,405,2401,2239,1203,3442,1770,332,2105,15086,3595,18684,1819,700,2512,338,558,897,31317,20813,52125
11802,337,748,1087,119,249,370,130,539,669,146,1080,1223,377,1821,2196,369,1093,1456,1011,888,1901,938,1105,2039,1225,1379,2601,1488,1177,2665,1106,1152,2254,1345,1086,2432,3287,2336,5624,2840,420,3254,2844,769,3614,2153,234,2386,11294,1538,12836,1717,620,2339,316,553,869,33047,18783,51825
11901,840,710,1549,206,170,372,285,625,907,362,1441,1803,1003,2485,3493,1088,1069,2165,2802,798,3604,2481,926,3403,3031,987,4024,3400,725,4123,2478,574,3054,2539,431,2970,5276,647,5924,3972,117,4087,3204,144,3345,2172,53,2227,5850,221,6067,2431,155,2584,636,566,1206,44060,12843,56901
11902,718,725,1445,157,155,312,224,440,669,276,1010,1285,729,1843,2574,853,951,1804,2339,781,3119,1988,919,2909,2426,1020,3446,2816,837,3648,2011,678,2690,2053,545,2598,3952,836,4786,2944,235,3181,2214,254,2465,1515,68,1581,4037,330,4368,1723,285,2008,458,464,920,33417,12389,45808
11903,514,595,1117,168,185,350,199,416,615,193,946,1140,555,1811,2365,625,935,1560,1633,674,2308,1434,845,2277,1904,989,2896,2198,858,3056,1686,661,2349,1917,557,2478,4137,931,5067,3152,197,3354,2766,263,3031,2001,88,2086,6703,332,7037,1733,195,1932,324,427,759,33859,11919,45778
11904,587,777,1365,149,220,374,189,397,579,174,893,1071,590,1928,2512,607,1157,1760,1832,874,2703,1545,1195,2736,1924,1426,3357,2403,1190,3594,1969,1200,3171,2053,963,3016,4977,1819,6796,3716,336,4045,3286,504,3782,2266,141,2405,6660,624,7284,1724,334,2056,391,458,850,37038,16434,53476
12001,314,458,771,108,132,239,93,233,331,90,478,566,260,948,1208,296,552,847,772,497,1276,699,645,1346,919,770,1691,1183,662,1840,917,634,1556,976,601,1579,2490,1303,3796,2112,144,2258,2109,455,2568,1569,87,1658,7805,858,8663,1047,163,1214,197,253,447,23958,9877,33836
12002,97,235,327,48,82,130,41,177,221,36,362,400,116,705,820,125,438,556,265,425,694,287,488,778,414,567,983,447,546,996,385,559,939,479,478,958,1219,1019,2235,1025,103,1128,1128,393,1514,930,84,1004,7277,962,8237,670,163,828,79,156,237,15045,7933,22980
12003,632,902,1535,174,224,394,190,472,654,232,1015,1248,514,1823,2331,562,1356,1923,1489,1117,2610,1383,1446,2833,1912,1777,3686,2359,1775,4133,1902,1481,3390,2024,1299,3330,4873,2576,7457,3707,559,4269,3434,764,4202,2548,313,2864,9522,1025,10546,1927,609,2533,352,459,813,39741,20991,60735
12101,435,506,942,142,158,300,133,285,419,119,488,606,311,927,1236,314,716,1037,620,647,1266,691,759,1449,960,1044,2002,1254,925,2185,1087,979,2064,1240,856,2099,2934,2001,4938,2311,201,2509,2398,642,3039,1842,143,1983,13046,1299,14340,1495,225,1726,203,260,463,31552,13062,44614
12102,217,266,487,94,98,189,96,228,325,94,375,468,278,801,1080,289,636,919,721,491,1211,757,564,1325,1092,601,1694,1295,561,1859,1091,504,1595,1116,437,1554,2882,740,3618,2227,76,2303,2355,211,2565,1716,28,1745,6476,234,6709,1086,67,1157,156,156,309,24038,7064,31108
12103,527,301,831,161,132,298,136,209,344,114,298,411,305,639,945,333,585,918,742,534,1282,749,603,1353,1132,704,1836,1399,541,1940,1065,585,1645,1291,447,1738,2915,885,3798,2265,70,2342,2488,302,2786,1800,35,1837,14738,663,15401,1894,71,1966,251,246,504,34310,7845,42158
12104,258,520,777,76,166,239,66,290,354,54,492,548,166,883,1046,182,895,1081,366,825,1194,436,988,1429,651,1335,1982,827,1307,2135,735,1370,2106,793,1289,2084,2172,2998,5173,1787,239,2031,1952,1042,2987,1569,153,1721,11772,2488,14263,1172,246,1418,182,390,572,25223,17911,43128
12201,96,139,238,27,68,97,18,102,126,19,154,179,67,312,369,90,278,360,169,273,440,207,304,507,295,323,619,334,320,650,283,284,564,395,292,689,857,648,1505,740,80,824,818,297,1114,599,65,662,5788,805,6590,696,122,821,81,143,223,11565,5012,16578
12202,137,226,364,59,78,136,57,140,193,39,222,263,138,635,784,146,458,601,488,405,894,414,424,834,677,488,1168,851,334,1184,658,318,971,747,247,993,1708,399,2107,1425,48,1468,1466,141,1605,1099,24,1119,5940,439,6389,1049,55,1101,146,198,341,17231,5275,22504
12203,292,470,764,125,216,337,109,359,466,117,667,783,366,1628,1990,362,1287,1649,1105,926,2034,1070,1114,2182,1544,1231,2775,1943,1006,2945,1616,937,2555,1750,811,2563,4247,1516,5763,3650,217,3873,3522,478,3996,2704,108,2811,14595,830,15427,2096,207,2298,320,466,784,41535,14473,56003
12301,126,160,291,56,45,97,53,101,156,61,215,277,139,605,748,237,338,574,677,252,929,657,355,1009,865,391,1259,1010,295,1304,962,274,1236,1024,220,1243,2660,367,3030,2461,41,2504,2146,72,2216,1452,12,1467,3843,91,3936,918,39,955,196,119,308,19545,3988,23535
12302,504,525,1031,144,131,272,223,483,705,308,1026,1330,772,2226,2999,1055,1160,2214,2485,827,3312,2396,1208,3604,2951,1225,4167,3501,1002,4502,2960,753,3714,2945,556,3498,6484,767,7248,4677,123,4801,3507,126,3629,2281,36,2315,4720,165,4890,2413,148,2558,516,531,1043,44856,13010,57867
12303,112,122,234,35,47,78,25,70,97,51,179,225,152,509,660,148,290,442,573,176,747,493,243,731,619,279,897,748,213,963,591,147,741,643,147,794,1540,209,1747,1285,15,1305,1205,39,1247,745,9,760,2100,72,2170,753,26,783,162,127,292,11992,2924,14914
12401,143,294,436,78,135,209,86,293,371,82,519,598,290,1573,1864,316,1080,1398,1005,738,1742,1031,794,1822,1416,816,2227,1665,583,2246,1190,445,1632,1251,389,1641,2722,689,3410,2167,71,2236,1939,148,2084,1289,27,1321,3703,265,3970,1075,76,1153,140,267,414,21584,9195,30778
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
12403,354,478,837,102,139,244,134,364,495,155,859,1013,495,1874,2369,651,1210,1861,1793,866,2661,1741,1204,2947,2096,1388,3487,2674,1213,3886,2316,993,3304,2501,777,3281,5908,1158,7068,4837,138,4976,4045,210,4253,2725,48,2776,6267,234,6495,2111,145,2255,412,456,865,41313,13753,55070
12404,102,128,227,40,41,84,42,121,161,45,215,262,135,648,790,175,384,556,487,274,754,426,318,746,523,327,852,643,304,949,521,211,736,620,195,816,1296,254,1549,1114,37,1149,812,61,873,572,14,589,1187,53,1247,546,41,587,109,146,255,9399,3775,13173
12405,183,179,366,45,49,94,71,140,207,87,297,386,224,640,865,276,360,640,753,278,1027,685,445,1127,918,529,1447,1099,390,1488,951,299,1251,949,203,1152,2145,276,2426,1545,47,1595,1187,42,1230,765,9,780,1393,57,1447,806,47,858,167,188,362,14261,4478,18740
12501,504,551,1054,95,104,199,150,238,393,206,554,761,468,832,1301,491,505,998,1197,499,1696,1182,659,1846,1579,916,2488,1879,782,2665,1457,759,2215,1494,608,2099,3270,1185,4451,2265,301,2569,1798,351,2145,1241,143,1377,3189,524,3715,1308,349,1656,269,274,546,24037,10132,34168
12502,306,255,566,97,79,176,102,237,341,122,498,621,326,816,1147,337,382,719,835,309,1142,782,383,1162,1079,448,1529,1284,405,1692,1013,344,1353,1066,237,1305,2460,453,2916,1834,69,1901,1622,116,1736,1210,28,1233,3749,156,3902,1001,88,1089,178,187,362,19401,5489,24886
12503,796,734,1527,182,149,331,292,570,858,289,1270,1558,867,2100,2961,936,1022,1956,2475,796,3262,2110,972,3082,2650,985,3635,2915,760,3679,2332,556,2888,2144,447,2597,4395,747,5136,3179,200,3376,2512,188,2696,1681,84,1767,4060,286,4346,2073,260,2329,622,587,1209,36490,12705,49189
12504,435,622,1054,124,170,300,162,456,615,156,974,1129,503,1692,2193,566,1068,1628,1410,815,2225,1441,1147,2587,1874,1415,3285,2341,1270,3615,2044,1144,3187,2203,959,3157,5608,1782,7384,4046,389,4438,3889,460,4352,2614,174,2785,6980,719,7698,1641,366,2008,355,455,810,38396,16063,54458
